[01:32:09	]Tuki has connected.
[03:31:23	]Kranky destroyed a '30rnd SG556-magazine' #2056035.
[03:31:23	]Kranky destroyed a 'Ammunition Pouch' #2056037.
[03:31:23	]Kranky destroyed a 'Magazine Pouch' #2056036.
[03:31:24	]Tukiiiiii entered observer.
[03:31:24	][OOC] Kranky: sadge
[03:31:26	]Kranky entered observer.
[03:31:28	]Tukiiiiii exited observer at their location.
[03:31:30	]Tukiiiiii ran 'drop' on item '30rnd SG556-magazine' (#2056032)
[03:31:30	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056032.
[03:31:31	]Tukiiiiii ran 'drop' on item '30rnd SG556-magazine' (#2056059)
[03:31:31	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056059.
[03:31:31	]Kranky ran SAM command 'slay' with arguments: 'tuki'
[03:31:35	][OOC] Kranky: trolled!
[03:31:38	]Tukiiiiii entered observer.
[03:31:41	]Tukiiiiii ran SAM command 'slay' with arguments: 'kranky'
[03:31:48	]Tukiiiiii has used a context menu option with the name: remove
[03:31:49	]Console ran SAM command 'slay' with arguments: 'kranky'
[03:31:51	]Tukiiiiii has used a context menu option with the name: remove
[03:31:52	]Tukiiiiii has used a context menu option with the name: remove
[03:31:54	][OOC] Tukiiiiii: LOL
[03:31:55	]Tukiiiiii exited observer at their location.
[03:32:00	]Tukiiiiii ran 'drop' on item '30rnd SG556-magazine' (#2056033)
[03:32:00	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056033.
[03:32:02	]Tukiiiiii has used a context menu option with the name: remove
[03:32:10	][OOC] Kranky: I was tolled by the cabal
[03:32:21	]Tukiiiiii ran 'drop' on item 'Gas Mask' (#2056053)
[03:32:21	]Tukiiiiii has lost a 'Gas Mask' #2056053.
[03:32:23	]Tukiiiiii has used a context menu option with the name: remove
[03:32:31	]Tukiiiiii has spawned a head_gasmask2.
[03:32:36	]Tukiiiiii ran 'take' on item 'M40' (#2056118)
[03:32:36	]Tukiiiiii has gained a 'M40' #2056118.
[03:32:38	][OOC] Kranky: cyaa
[03:32:43	]Kranky entered observer.
[03:32:44	]Kranky exited observer at their location.
[03:32:45	]Kranky entered observer.
[03:32:56	]Tukiiiiii has spawned a shoes_leather_dark.
[03:32:57	]Tukiiiiii ran 'take' on item 'Dark Leather Boots' (#2056119)
[03:32:57	]Tukiiiiii has gained a 'Dark Leather Boots' #2056119.
[03:33:07	]Kranky ran SAM command 'bring' with arguments: 'tuki'
[03:33:12	]Kranky exited observer at their location.
[03:33:16	][IC] Kranky: <:: 1v1 in city? ::>
[03:33:23	][IC] Tukiiiiii: Ye, just give me a sec.
[03:33:28	][IC] Tukiiiiii: To get my shit.
[03:33:30	][IC] Kranky: <:: Alr, lemme get some more supplies. ::>
[03:33:31	]Kranky entered observer.
[03:33:34	]Tukiiiiii entered observer.
[03:33:35	]Tukiiiiii exited observer at their location.
[03:33:40	]Kranky exited observer at their location.
[03:33:44	]Kranky entered observer.
[03:33:52	]Tukiiiiii has spawned a scout.
[03:33:54	]Tukiiiiii ran 'take' on item 'SSG-08' (#2056120)
[03:33:54	]Tukiiiiii has gained a 'SSG-08' #2056120.
[03:34:00	][OOC] Tukiiiiii: No, bad
[03:34:02	]Kranky exited observer at their location.
[03:34:02	][OOC] Tukiiiiii: Stop
[03:34:04	]Tukiiiiii ran 'Equip' on item 'SSG-08' (#2056120)
[03:34:06	]Tukiiiiii entered observer.
[03:34:13	]Tukiiiiii exited observer at their location.
[03:34:15	]Tukiiiiii used command '/ToggleRaise'.
[03:34:53	]Kranky has spawned a turret_placer.
[03:34:54	]Kranky ran 'take' on item 'Turret Placer' (#2056121)
[03:34:59	]Kranky ran 'take' on item 'Turret Placer' (#2056121)
[03:35:02	]Kranky ran 'take' on item 'Turret Placer' (#2056121)
[03:35:02	]Kranky has gained a 'Turret Placer' #2056121.
[03:35:13	]Kranky has spawned a barricade_placer.
[03:35:15	]Kranky ran 'take' on item 'Barricade Placer' (#2056122)
[03:35:19	]Kranky ran 'drop' on item 'Assault Rifle Bullets' (#2056108)
[03:35:19	]Kranky has lost a 'Assault Rifle Bullets' #2056108.
[03:35:22	]Kranky ran 'place' on item 'Turret Placer' (#2056121)
[03:35:27	]Kranky ran 'take' on item 'Barricade Placer' (#2056122)
[03:35:27	]Kranky has gained a 'Barricade Placer' #2056122.
[03:35:31	]Tukiiiiii has spawned a go_perk_headshot.
[03:35:33	]Kranky has spawned a turret_placer.
[03:35:33	]Tukiiiiii ran 'take' on item 'Surgical Shot' (#2056123)
[03:35:33	]Tukiiiiii has gained a 'Surgical Shot' #2056123.
[03:35:35	]Kranky ran 'place' on item 'Barricade Placer' (#2056122)
[03:35:36	]Kranky entered observer.
[03:35:39	]Kranky exited observer at their location.
[03:35:42	]Kranky entered observer.
[03:35:46	]Kranky ran 'take' on item 'Turret Placer' (#2056124)
[03:35:46	]Kranky has gained a 'Turret Placer' #2056124.
[03:35:50	]Kranky exited observer at their location.
[03:35:52	]Kranky used command '/ToggleRaise'.
[03:35:55	][OOC] Kranky: tell me when
[03:36:01	]Kranky entered observer.
[03:36:04	][OOC] Tukiiiiii: Im kitting up, hold
[03:36:04	]Kranky exited observer at their location.
[03:36:05	]Kranky entered observer.
[03:36:05	]Kranky exited observer at their location.
[03:36:08	][OOC] Kranky: alr
[03:36:13	]Kranky has spawned a civil_protection_ration.
[03:36:16	]Kranky ran 'Open' on item 'Civil Protection Ration' (#2056125)
[03:36:16	]Kranky has gained a 'Metropolice Supplements' #2056126.
[03:36:16	]Kranky has gained a 'Soda Bob Brawn' #2056127.
[03:36:16	]Kranky has gained a '20 Credits Coupon' #2056128.
[03:36:21	]Kranky ran 'Consume' on item 'Soda Bob Brawn' (#2056127)
[03:36:21	]Kranky has gained a level 1 long boost in Perception.
[03:36:21	]Kranky has gained a level 2 long boost in Agility.
[03:36:21	]Tukiiiiii has spawned a go_stock_basilisk.
[03:36:23	]Kranky ran 'Consume' on item 'Metropolice Supplements' (#2056126)
[03:36:23	]Kranky has gained a level 3 long boost in Strength.
[03:36:23	]Tukiiiiii ran 'take' on item 'Basilisk Stock' (#2056129)
[03:36:23	]Tukiiiiii has gained a 'Basilisk Stock' #2056129.
[03:36:27	]Kranky ran 'drop' on item '20 Credits Coupon' (#2056128)
[03:36:27	]Kranky has lost a '20 Credits Coupon' #2056128.
[03:36:30	]Kranky has gained a '60rnd OTAR-magazine' #2056087.
[03:36:30	]Kranky has lost a '60rnd OTAR-magazine' #2056091.
[03:36:38	]Kranky has spawned a largebag.
[03:36:39	]Kranky has spawned a smallbag.
[03:36:40	]Kranky ran 'take' on item 'Small Bag' (#2056131)
[03:36:40	]Kranky has gained a 'Small Bag' #2056131.
[03:36:46	]Kranky ran 'take' on item 'Large Bag' (#2056130)
[03:36:46	]Kranky has gained a 'Large Bag' #2056130.
[03:37:05	]Tukiiiiii has spawned a go_supp_monolith.
[03:37:06	]Tukiiiiii ran 'take' on item 'Monolith Suppressor' (#2056132)
[03:37:06	]Tukiiiiii has gained a 'Monolith Suppressor' #2056132.
[03:37:10	]Kranky has spawned a magazine_otar_60rnd.
[03:37:10	]Kranky has spawned a magazine_otar_60rnd.
[03:37:11	]Kranky has spawned a magazine_otar_60rnd.
[03:37:11	]Kranky has spawned a magazine_otar_60rnd.
[03:37:12	]Tukiiiiii has lost a 'Monolith Suppressor' #2056132.
[03:37:13	]Kranky ran 'take' on item '60rnd OTAR-magazine' (#2056135)
[03:37:13	]Kranky has gained a '60rnd OTAR-magazine' #2056135.
[03:37:14	]Kranky ran 'take' on item '60rnd OTAR-magazine' (#2056136)
[03:37:14	]Kranky has gained a '60rnd OTAR-magazine' #2056136.
[03:37:15	]Kranky ran 'take' on item '60rnd OTAR-magazine' (#2056134)
[03:37:15	]Kranky has gained a '60rnd OTAR-magazine' #2056134.
[03:37:16	]Tukiiiiii has lost a 'Surgical Shot' #2056123.
[03:37:16	]Kranky ran 'take' on item '60rnd OTAR-magazine' (#2056133)
[03:37:16	]Kranky has gained a '60rnd OTAR-magazine' #2056133.
[03:37:17	]Tukiiiiii has lost a 'Basilisk Stock' #2056129.
[03:37:32	]Tukiiiiii has spawned a go_ssg08_barrel_long.
[03:37:34	]Tukiiiiii ran 'take' on item '610mm Sniper Barrel' (#2056137)
[03:37:34	]Tukiiiiii has gained a '610mm Sniper Barrel' #2056137.
[03:37:35	]Tukiiiiii has lost a '610mm Sniper Barrel' #2056137.
[03:37:37	]Kranky used command '/CharGiveItem Kranky bullets_assaultrifle 8'.
[03:37:37	]Kranky has gained a 'Assault Rifle Bullets' #2056138.
[03:37:37	]Kranky has gained a 'Assault Rifle Bullets' #2056139.
[03:37:37	]Kranky has gained a 'Assault Rifle Bullets' #2056140.
[03:37:37	]Kranky has gained a 'Assault Rifle Bullets' #2056141.
[03:37:37	]Kranky has gained a 'Assault Rifle Bullets' #2056142.
[03:37:37	]Kranky has gained a 'Assault Rifle Bullets' #2056143.
[03:37:37	]Kranky has gained a 'Assault Rifle Bullets' #2056144.
[03:37:37	]Kranky has gained a 'Assault Rifle Bullets' #2056145.
[03:37:39	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056133)
[03:37:40	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056133)
[03:37:41	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056134)
[03:37:42	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056134)
[03:37:42	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056136)
[03:37:43	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056136)
[03:37:44	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056135)
[03:37:46	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056135)
[03:37:53	]Kranky used command '/CharGiveItem Kranky bullets_assaultrifle 10'.
[03:37:53	]Kranky has gained a 'Assault Rifle Bullets' #2056146.
[03:37:53	]Kranky has gained a 'Assault Rifle Bullets' #2056147.
[03:37:53	]Kranky has gained a 'Assault Rifle Bullets' #2056148.
[03:37:53	]Kranky has gained a 'Assault Rifle Bullets' #2056149.
[03:37:53	]Kranky has gained a 'Assault Rifle Bullets' #2056150.
[03:37:53	]Kranky has gained a 'Assault Rifle Bullets' #2056151.
[03:37:53	]Kranky has gained a 'Assault Rifle Bullets' #2056152.
[03:37:53	]Kranky has gained a 'Assault Rifle Bullets' #2056153.
[03:37:53	]Kranky has gained a 'Assault Rifle Bullets' #2056154.
[03:37:53	]Kranky has gained a 'Assault Rifle Bullets' #2056155.
[03:37:55	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056090)
[03:37:57	]Kranky ran 'drop' on item 'Assault Rifle Bullets' (#2056155)
[03:37:57	]Kranky has lost a 'Assault Rifle Bullets' #2056155.
[03:37:58	]Tukiiiiii has spawned a go_foregrip.
[03:37:59	]Tukiiiiii ran 'take' on item 'Battle Foregrip' (#2056156)
[03:37:59	]Tukiiiiii has gained a 'Battle Foregrip' #2056156.
[03:38:01	]Tukiiiiii has lost a 'Battle Foregrip' #2056156.
[03:38:02	]Kranky has used a context menu option with the name: remove
[03:38:09	][OOC] Kranky: ready?
[03:38:12	]Kranky used command '/ToggleRaise'.
[03:38:17	]Kranky ran 'take' on item '20 Credits Coupon' (#2056128)
[03:38:17	]Kranky has gained a '20 Credits Coupon' #2056128.
[03:38:19	][OOC] Tukiiiiii: Im kitting up, im going with a sniper so im grabbing a secondary
[03:38:19	]Kranky ran 'drop' on item '20 Credits Coupon' (#2056128)
[03:38:19	]Kranky has lost a '20 Credits Coupon' #2056128.
[03:38:22	][OOC] Tukiiiiii: :(
[03:38:23	][OOC] Kranky: alr
[03:38:55	]Kranky used command '/CharGiveItem Kranky flashbang 2'.
[03:39:01	]Kranky has spawned a flash_grenade.
[03:39:03	]Kranky ran 'take' on item 'Flash Grenade' (#2056157)
[03:39:03	]Kranky has gained a 'Flash Grenade' #2056157.
[03:39:09	]Kranky has spawned a incendiary_grenade.
[03:39:10	]Kranky has spawned a incendiary_grenade.
[03:39:12	]Kranky ran 'take' on item 'Incendiary Grenade' (#2056158)
[03:39:12	]Kranky has gained a 'Incendiary Grenade' #2056158.
[03:39:13	]Kranky ran 'take' on item 'Incendiary Grenade' (#2056159)
[03:39:13	]Kranky has gained a 'Incendiary Grenade' #2056159.
[03:39:15	]Tukiiiiii has spawned a fiveseven.
[03:39:16	]Kranky has spawned a smoke_grenade.
[03:39:17	]Tukiiiiii ran 'take' on item 'FiveSeven' (#2056160)
[03:39:17	]Tukiiiiii has gained a 'FiveSeven' #2056160.
[03:39:18	]Kranky ran 'take' on item 'Smoke Grenade' (#2056161)
[03:39:18	]Kranky has gained a 'Smoke Grenade' #2056161.
[03:39:20	]Kranky ran 'Equip' on item 'Smoke Grenade' (#2056161)
[03:39:24	]Tukiiiiii ran 'Equip' on item 'FiveSeven' (#2056160)
[03:39:37	][OOC] Kranky: join rad headquarters
[03:39:37	]Kranky used command '/ToggleRaise'.
[03:39:40	]Kranky used command '/ToggleRaise'.
[03:39:47	]Tukiiiiii has spawned a go_homemade_auto.
[03:39:49	]Tukiiiiii ran 'take' on item 'Homemade Auto' (#2056162)
[03:39:49	]Tukiiiiii has gained a 'Homemade Auto' #2056162.
[03:39:50	]Tukiiiiii has lost a 'Homemade Auto' #2056162.
[03:39:55	]Kranky used command '/GameMaster trolled'.
[03:40:05	]Tukiiiiii has spawned a go_stock_pistol_bt.
[03:40:06	]Tukiiiiii ran 'take' on item 'BT-2 Pistol Stock' (#2056163)
[03:40:06	]Tukiiiiii has gained a 'BT-2 Pistol Stock' #2056163.
[03:40:08	]Tukiiiiii has lost a 'BT-2 Pistol Stock' #2056163.
[03:40:20	]Kranky entered observer.
[03:40:24	]Tukiiiiii has spawned a go_fiveseven_mag_30.
[03:40:25	]Tukiiiiii ran 'take' on item '30-Round 5.7mm FN' (#2056164)
[03:40:25	]Tukiiiiii has gained a '30-Round 5.7mm FN' #2056164.
[03:40:26	]Kranky exited observer at their location.
[03:40:27	]Tukiiiiii has lost a '30-Round 5.7mm FN' #2056164.
[03:40:35	]Kranky entered observer.
[03:40:36	]Kranky exited observer at their location.
[03:40:39	]Tukiiiiii has spawned a go_foregrip_snatch.
[03:40:40	]Tukiiiiii ran 'take' on item 'Snatch Foregrip' (#2056165)
[03:40:40	]Tukiiiiii has gained a 'Snatch Foregrip' #2056165.
[03:40:42	]Tukiiiiii has lost a 'Snatch Foregrip' #2056165.
[03:40:44	]Tukiiiiii used command '/ToggleRaise'.
[03:40:55	]Tukiiiiii ran 'drop' on item 'Adrenaline' (#2056043)
[03:40:55	]Tukiiiiii has lost a 'Adrenaline' #2056043.
[03:40:56	]Tukiiiiii ran 'drop' on item 'Adrenaline' (#2056044)
[03:40:56	]Tukiiiiii has lost a 'Adrenaline' #2056044.
[03:40:59	]Tukiiiiii has used a context menu option with the name: remove
[03:41:00	]Tukiiiiii has used a context menu option with the name: remove
[03:41:11	]Tukiiiiii has spawned a bullet_pouch.
[03:41:11	]Tukiiiiii has spawned a bullet_pouch.
[03:41:12	]Tukiiiiii ran 'take' on item 'Ammunition Pouch' (#2056166)
[03:41:12	]Tukiiiiii has gained a 'Ammunition Pouch' #2056166.
[03:41:15	]Tukiiiiii ran 'take' on item 'Ammunition Pouch' (#2056167)
[03:41:15	]Tukiiiiii has gained a 'Ammunition Pouch' #2056167.
[03:41:25	]Tukiiiiii has spawned a mag_pouch.
[03:41:25	]Tukiiiiii has spawned a mag_pouch.
[03:41:28	]Tukiiiiii has spawned a mag_pouch.
[03:41:28	]Tukiiiiii has spawned a mag_pouch.
[03:41:30	]Tukiiiiii ran 'take' on item 'Magazine Pouch' (#2056168)
[03:41:30	]Tukiiiiii has gained a 'Magazine Pouch' #2056168.
[03:41:35	]Tukiiiiii ran 'take' on item 'Magazine Pouch' (#2056169)
[03:41:35	]Tukiiiiii has gained a 'Magazine Pouch' #2056169.
[03:41:37	]Tukiiiiii ran 'take' on item 'Magazine Pouch' (#2056171)
[03:41:37	]Tukiiiiii has gained a 'Magazine Pouch' #2056171.
[03:41:39	]Tukiiiiii ran 'take' on item 'Magazine Pouch' (#2056170)
[03:41:39	]Tukiiiiii has gained a 'Magazine Pouch' #2056170.
[03:42:03	]Kranky ran 'EquipUn' on item 'Smoke Grenade' (#2056161)
[03:42:05	]Kranky ran 'Equip' on item 'Incendiary Grenade' (#2056159)
[03:42:08	]Kranky used command '/ToggleRaise'.
[03:42:10	]Kranky used command '/ToggleRaise'.
[03:42:14	]Tukiiiiii has spawned a magazine_sniper_10rnd.
[03:42:15	]Tukiiiiii has spawned a magazine_sniper_10rnd.
[03:42:15	]Tukiiiiii has spawned a magazine_sniper_10rnd.
[03:42:16	]Tukiiiiii has spawned a magazine_sniper_10rnd.
[03:42:17	]Tukiiiiii ran 'take' on item '10rnd Sniper-magazine' (#2056172)
[03:42:17	]Tukiiiiii has gained a '10rnd Sniper-magazine' #2056172.
[03:42:18	]Tukiiiiii ran 'take' on item '10rnd Sniper-magazine' (#2056175)
[03:42:18	]Kranky entered observer.
[03:42:19	]Tukiiiiii ran 'take' on item '10rnd Sniper-magazine' (#2056174)
[03:42:23	]Kranky has used a context menu option with the name: remove
[03:42:23	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056170)
[03:42:25	]Tukiiiiii ran 'take' on item '10rnd Sniper-magazine' (#2056174)
[03:42:25	]Tukiiiiii has gained a '10rnd Sniper-magazine' #2056174.
[03:42:26	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056170)
[03:42:28	]Tukiiiiii ran 'take' on item '10rnd Sniper-magazine' (#2056175)
[03:42:28	]Tukiiiiii has gained a '10rnd Sniper-magazine' #2056175.
[03:42:28	]Kranky exited observer at their location.
[03:42:28	]Kranky used command '/ToggleRaise'.
[03:42:29	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056170)
[03:42:30	]Tukiiiiii ran 'take' on item '10rnd Sniper-magazine' (#2056173)
[03:42:30	]Tukiiiiii has gained a '10rnd Sniper-magazine' #2056173.
[03:42:32	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056170)
[03:42:34	]Tukiiiiii has spawned a magazine_sniper_10rnd.
[03:42:35	]Tukiiiiii ran 'take' on item '10rnd Sniper-magazine' (#2056176)
[03:42:35	]Tukiiiiii has gained a '10rnd Sniper-magazine' #2056176.
[03:42:37	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056171)
[03:42:39	]Tukiiiiii has spawned a magazine_sniper_10rnd.
[03:42:40	]Tukiiiiii ran 'take' on item '10rnd Sniper-magazine' (#2056177)
[03:42:40	]Tukiiiiii has gained a '10rnd Sniper-magazine' #2056177.
[03:42:42	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056171)
[03:42:44	]Tukiiiiii has spawned a magazine_sniper_10rnd.
[03:42:46	]Tukiiiiii ran 'take' on item '10rnd Sniper-magazine' (#2056178)
[03:42:46	]Tukiiiiii has gained a '10rnd Sniper-magazine' #2056178.
[03:42:47	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056171)
[03:42:48	]Tukiiiiii has spawned a magazine_sniper_10rnd.
[03:42:49	]Tukiiiiii ran 'take' on item '10rnd Sniper-magazine' (#2056179)
[03:42:49	]Tukiiiiii has gained a '10rnd Sniper-magazine' #2056179.
[03:42:51	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056171)
[03:43:10	]Kranky used command '/ToggleRaise'.
[03:43:12	]Tukiiiiii has spawned a magazine_fiveseven_20rnd.
[03:43:13	]Tukiiiiii has spawned a magazine_fiveseven_20rnd.
[03:43:14	]Tukiiiiii has spawned a magazine_fiveseven_20rnd.
[03:43:14	]Tukiiiiii has spawned a magazine_fiveseven_20rnd.
[03:43:15	]Tukiiiiii has spawned a magazine_fiveseven_20rnd.
[03:43:16	]Tukiiiiii has spawned a magazine_fiveseven_20rnd.
[03:43:16	]Tukiiiiii has spawned a magazine_fiveseven_20rnd.
[03:43:17	]Tukiiiiii has spawned a magazine_fiveseven_20rnd.
[03:43:26	]Tukiiiiii ran 'take' on item '20rnd FiveSeven-magazine' (#2056186)
[03:43:26	]Tukiiiiii has gained a '20rnd FiveSeven-magazine' #2056186.
[03:43:27	]Tukiiiiii ran 'take' on item '20rnd FiveSeven-magazine' (#2056185)
[03:43:27	]Tukiiiiii has gained a '20rnd FiveSeven-magazine' #2056185.
[03:43:27	][IC] Kranky: <:: Overwatch confirm, HVT contained. ::>
[03:43:28	]Tukiiiiii ran 'take' on item '20rnd FiveSeven-magazine' (#2056180)
[03:43:28	]Tukiiiiii has gained a '20rnd FiveSeven-magazine' #2056180.
[03:43:29	]Tukiiiiii ran 'take' on item '20rnd FiveSeven-magazine' (#2056187)
[03:43:30	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056168)
[03:43:31	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056168)
[03:43:32	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056168)
[03:43:33	]Tukiiiiii ran 'take' on item '20rnd FiveSeven-magazine' (#2056187)
[03:43:33	]Tukiiiiii has gained a '20rnd FiveSeven-magazine' #2056187.
[03:43:34	]Tukiiiiii ran 'take' on item '20rnd FiveSeven-magazine' (#2056182)
[03:43:34	]Tukiiiiii has gained a '20rnd FiveSeven-magazine' #2056182.
[03:43:35	]Tukiiiiii ran 'take' on item '20rnd FiveSeven-magazine' (#2056183)
[03:43:35	]Tukiiiiii has gained a '20rnd FiveSeven-magazine' #2056183.
[03:43:36	]Tukiiiiii ran 'take' on item '20rnd FiveSeven-magazine' (#2056181)
[03:43:37	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056168)
[03:43:38	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056168)
[03:43:39	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056169)
[03:43:40	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056169)
[03:43:41	]Tukiiiiii ran 'take' on item '20rnd FiveSeven-magazine' (#2056181)
[03:43:41	]Tukiiiiii has gained a '20rnd FiveSeven-magazine' #2056181.
[03:43:42	]Tukiiiiii ran 'take' on item '20rnd FiveSeven-magazine' (#2056184)
[03:43:42	]Tukiiiiii has gained a '20rnd FiveSeven-magazine' #2056184.
[03:43:43	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056169)
[03:43:44	]Tukiiiiii ran 'combine' on item 'Magazine Pouch' (#2056169)
[03:44:31	]Tukiiiiii has spawned a bullets_sniper.
[03:44:32	]Tukiiiiii has spawned a bullets_sniper.
[03:44:32	]Tukiiiiii has spawned a bullets_sniper.
[03:44:37	]Tukiiiiii has spawned a bullets_sniper.
[03:44:37	]Tukiiiiii has spawned a bullets_sniper.
[03:44:38	]Tukiiiiii has spawned a bullets_sniper.
[03:44:39	]Tukiiiiii has spawned a bullets_sniper.
[03:44:39	]Tukiiiiii has spawned a bullets_sniper.
[03:44:41	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056192)
[03:44:41	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056192.
[03:44:42	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056195)
[03:44:42	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056195.
[03:44:42	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056188)
[03:44:42	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056188.
[03:44:43	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056193)
[03:44:43	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056193.
[03:44:47	]Tukiiiiii ran 'combine' on item '10rnd Sniper-magazine' (#2056172)
[03:44:48	]Tukiiiiii ran 'combine' on item '10rnd Sniper-magazine' (#2056174)
[03:44:50	]Tukiiiiii ran 'combine' on item '10rnd Sniper-magazine' (#2056175)
[03:44:51	]Tukiiiiii ran 'combine' on item '10rnd Sniper-magazine' (#2056175)
[03:44:53	]Tukiiiiii ran 'combine' on item '10rnd Sniper-magazine' (#2056173)
[03:44:56	]Tukiiiiii ran 'combine' on item '10rnd Sniper-magazine' (#2056176)
[03:44:59	]Kranky used command '/ViewInfo kranky'.
[03:45:00	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056194)
[03:45:00	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056194.
[03:45:01	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056190)
[03:45:01	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056190.
[03:45:02	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056189)
[03:45:02	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056189.
[03:45:06	]Tukiiiiii ran 'combine' on item '10rnd Sniper-magazine' (#2056176)
[03:45:07	]Tukiiiiii ran 'combine' on item '10rnd Sniper-magazine' (#2056177)
[03:45:09	]Tukiiiiii ran 'combine' on item '10rnd Sniper-magazine' (#2056178)
[03:45:12	]Tukiiiiii ran 'combine' on item '10rnd Sniper-magazine' (#2056179)
[03:45:14	]Tukiiiiii ran 'combine' on item 'Sniper Rifle Bullets' (#2056194)
[03:45:16	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056191)
[03:45:16	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056191.
[03:45:18	]Tukiiiiii ran 'drop' on item 'Sniper Rifle Bullets' (#2056194)
[03:45:18	]Tukiiiiii has lost a 'Sniper Rifle Bullets' #2056194.
[03:45:19	]Tukiiiiii has used a context menu option with the name: remove
[03:45:22	]Tukiiiiii ran 'combine' on item 'Ammunition Pouch' (#2056167)
[03:45:30	]Tukiiiiii has spawned a bullets_sniper.
[03:45:30	]Tukiiiiii has spawned a bullets_sniper.
[03:45:31	]Tukiiiiii has spawned a bullets_sniper.
[03:45:32	]Tukiiiiii has spawned a bullets_sniper.
[03:45:32	]Tukiiiiii has spawned a bullets_sniper.
[03:45:33	]Tukiiiiii has spawned a bullets_sniper.
[03:45:33	]Tukiiiiii has spawned a bullets_sniper.
[03:45:39	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056198)
[03:45:39	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056198.
[03:45:40	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056201)
[03:45:40	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056201.
[03:45:41	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056196)
[03:45:41	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056196.
[03:45:42	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056202)
[03:45:42	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056202.
[03:45:43	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056200)
[03:45:43	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056200.
[03:45:44	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056199)
[03:45:44	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056199.
[03:45:45	]Tukiiiiii ran 'take' on item 'Sniper Rifle Bullets' (#2056197)
[03:45:45	]Tukiiiiii has gained a 'Sniper Rifle Bullets' #2056197.
[03:45:55	]Tukiiiiii ran 'drop' on item 'Sniper Rifle Bullets' (#2056196)
[03:45:55	]Tukiiiiii has lost a 'Sniper Rifle Bullets' #2056196.
[03:45:58	]Tukiiiiii has used a context menu option with the name: remove
[03:46:04	]Tukiiiiii has spawned a bullets_pistol.
