[00:07:02	]reece has connected.
[15:50:18	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:18	]Conspicuous Charles has hit npc_antlionguard dealing 6 damage (CritChance was 0.72).
[15:50:18	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:18	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:18	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:18	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:18	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:18	]Conspicuous Charles has hit npc_antlionguard dealing 6 damage (CritChance was 0.72).
[15:50:18	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:18	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:18	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:18	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:18	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:19	]Conspicuous Charles has hit npc_antlionguard dealing 6 damage (CritChance was 0.72).
[15:50:19	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:19	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:19	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:19	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:19	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:19	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:19	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:19	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:19	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:19	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:19	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:19	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:19	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:20	]Conspicuous Charles has hit npc_antlionguard dealing 6 damage (CritChance was 0.72).
[15:50:20	]Conspicuous Charles has hit npc_antlionguard dealing 6 damage (CritChance was 0.72).
[15:50:20	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:20	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:20	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:20	]Conspicuous Charles has hit npc_antlionguard dealing 6 damage (CritChance was 0.72).
[15:50:20	]Conspicuous Charles has hit npc_antlionguard dealing 6 damage (CritChance was 0.72).
[15:50:20	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:20	]Conspicuous Charles has critically hit npc_antlionguard dealing 12 damage (CritChance was 0.72).
[15:50:37	]Conspicuous Charles entered observer.
[15:50:38	]Conspicuous Charles exited observer at their location.
[15:50:39	]Conspicuous Charles has spawned a 'NPC [6369][npc_zombie]'.
[15:50:39	]Conspicuous Charles has spawned a 'NPC [6370][npc_zombie]'.
[15:50:40	]Conspicuous Charles has spawned a 'NPC [6374][npc_zombie]'.
[15:50:41	]Conspicuous Charles has spawned a 'NPC [6375][npc_zombie]'.
[15:50:42	]Conspicuous Charles has spawned a 'NPC [6376][npc_zombie]'.
[15:50:43	]Conspicuous Charles has spawned a 'NPC [6377][npc_zombie]'.
[15:50:44	]Conspicuous Charles has spawned a 'NPC [6378][npc_zombie]'.
[15:50:45	]Conspicuous Charles has hit npc_zombie in the chest dealing 8 damage (CritChance was 0.43).
[15:50:45	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:50:45	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:50:45	]Conspicuous Charles has critically hit npc_zombie in the head dealing 20 damage (CritChance was 0.14).
[15:50:45	]Conspicuous Charles has critically hit npc_zombie in the head dealing 20 damage (CritChance was 0.14).
[15:50:45	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:50:45	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:50:45	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:50:45	]Conspicuous Charles has critically hit npc_zombie in the head dealing 20 damage (CritChance was 0.14).
[15:50:45	]Conspicuous Charles has critically hit npc_zombie in the head dealing 20 damage (CritChance was 0.14).
[15:50:45	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:50:45	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:50:46	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:50:46	]Conspicuous Charles has hit npc_zombie in the chest dealing 8 damage (CritChance was 0.43).
[15:50:46	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:50:46	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:50:46	]Conspicuous Charles has critically hit npc_zombie in the chest dealing 15 damage (CritChance was 0.43).
[15:50:46	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:50:46	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:50:46	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:50:47	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:50:47	]Conspicuous Charles has critically hit npc_zombie in the head dealing 20 damage (CritChance was 0.14).
[15:50:48	]Conspicuous Charles has hit npc_zombie in the left arm dealing 4 damage (CritChance was 0.43).
[15:50:48	]Conspicuous Charles has hit npc_zombie in the left arm dealing 4 damage (CritChance was 0.43).
[15:50:48	]Conspicuous Charles has hit npc_zombie in the chest dealing 8 damage (CritChance was 0.43).
[15:50:48	]Conspicuous Charles has hit npc_zombie in the chest dealing 8 damage (CritChance was 0.43).
[15:50:49	]Conspicuous Charles has hit npc_zombie in the head dealing 10 damage (CritChance was 0.14).
[15:51:00	]Conspicuous Charles has fired a toolgun with the name: camera
[15:51:02	]Conspicuous Charles has gained a '150rnd Suppressor Magazine' #2688462.
[15:51:02	]Conspicuous Charles has lost a '150rnd Suppressor Magazine' #2688461.
[15:51:12	]Conspicuous Charles entered observer.
[15:51:22	]Conspicuous Charles exited observer at their location.
[15:51:25	]Conspicuous Charles entered observer.
[15:51:26	]Conspicuous Charles exited observer at their location.
[15:52:04	]Conspicuous Charles entered observer.
[15:52:04	]Conspicuous Charles exited observer at their location.
[15:52:08	]Conspicuous Charles entered observer.
[15:52:08	]Conspicuous Charles exited observer at their location.
[15:52:11	]Conspicuous Charles entered observer.
[15:52:11	]Conspicuous Charles exited observer at their location.
[15:52:14	]Conspicuous Charles entered observer.
[15:52:14	]Conspicuous Charles exited observer at their location.
[15:52:17	]Conspicuous Charles entered observer.
[15:52:17	]Conspicuous Charles exited observer at their location.
[15:52:17	]Conspicuous Charles entered observer.
[15:52:18	]Conspicuous Charles exited observer at their location.
[15:52:22	]Conspicuous Charles entered observer.
[15:52:22	]Conspicuous Charles exited observer at their location.
[15:52:24	]Conspicuous Charles entered observer.
[15:52:25	]Conspicuous Charles exited observer at their location.
[15:52:26	]Conspicuous Charles entered observer.
[15:52:26	]Conspicuous Charles exited observer at their location.
[15:52:27	]Conspicuous Charles entered observer.
[15:52:29	]Conspicuous Charles exited observer at their location.
[15:52:31	]Conspicuous Charles entered observer.
[15:53:40	]Conspicuous Charles exited observer at their location.
[15:53:41	]Conspicuous Charles entered observer.
[15:53:42	]Conspicuous Charles exited observer at their location.
[15:53:44	]Conspicuous Charles entered observer.
[15:53:44	]Conspicuous Charles exited observer at their location.
[15:53:46	]Conspicuous Charles entered observer.
[15:53:47	]Conspicuous Charles exited observer at their location.
[15:54:18	]Conspicuous Charles opened the 'Refrigerator' #103604 container.
[15:54:18	]Conspicuous Charles closed the 'Refrigerator' #103604 container.
[15:54:20	]Conspicuous Charles ran 'Write' on item 'Notice to our co-workers' (#2637235)
[15:54:23	]Conspicuous Charles ran 'Write' on item 'Notice to our co-workers' (#2637235)
[15:54:29	]Conspicuous Charles opened the 'Large Refrigerator' #103320 container.
[15:54:31	]Conspicuous Charles closed the 'Large Refrigerator' #103320 container.
[15:54:34	]Conspicuous Charles ran 'Use' on item 'Oven' (#2605489)
[15:54:45	]Conspicuous Charles has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[15:54:47	]Conspicuous Charles created a 'Dumpster' container.
[15:54:47	]Conspicuous Charles has used a context menu option with the name: wncontainer_create
[15:54:56	]Conspicuous Charles has set the name of the 'Dumpster' container (#120860) to 'Whoa Is This A Dumpster?'.
[15:54:56	]Conspicuous Charles has used a context menu option with the name: wncontainer_setname
[15:54:58	]Conspicuous Charles opened the 'Whoa Is This A Dumpster?' #120860 container.
[15:55:00	]Conspicuous Charles closed the 'Whoa Is This A Dumpster?' #120860 container.
[15:55:07	]Conspicuous Charles has spawned a 'NPC [6380][npc_zombie]'.
[15:55:15	]Conspicuous Charles has spawned a 'NPC [6380][npc_zombie]'.
[15:55:23	]Conspicuous Charles has spawned a 'NPC [6401][npc_zombie]'.
[15:55:28	]Conspicuous Charles has spawned a 'NPC [6402][npc_zombie]'.
[15:55:34	]Conspicuous Charles has spawned a 'NPC [6403][npc_zombie]'.
[15:55:48	]Conspicuous Charles has spawned a 'NPC [6404][npc_zombie]'.
[15:55:56	]Conspicuous Charles has spawned a 'NPC [6405][npc_zombie]'.
[15:56:12	]Conspicuous Charles has spawned a 'NPC [6405][npc_zombie]'.
[15:56:15	]Conspicuous Charles has spawned a 'NPC [6407][npc_zombie]'.
[15:56:57	]Conspicuous Charles has critically hit npc_zombie in the right arm dealing 10 damage (CritChance was 0.36).
[15:56:57	]Conspicuous Charles has critically hit npc_zombie in the right arm dealing 10 damage (CritChance was 0.36).
[15:56:58	]Conspicuous Charles has critically hit npc_zombie in the right arm dealing 10 damage (CritChance was 0.36).
[15:56:58	]Conspicuous Charles has critically hit npc_zombie in the right arm dealing 10 damage (CritChance was 0.36).
[15:56:58	]Conspicuous Charles has critically hit npc_zombie in the right arm dealing 10 damage (CritChance was 0.36).
[15:56:58	]Conspicuous Charles has critically hit npc_zombie in the chest dealing 15 damage (CritChance was 0.36).
[15:57:01	]Conspicuous Charles has critically hit npc_headcrab dealing 12 damage (CritChance was 0.60).
[15:57:11	]Keyblockor (STEAM_0:1:18371886) has disconnected.
[20:45:42	]M!NT has connected.
[20:46:31	]M!NT loaded the character 'Adalia Torres'
[20:46:33	]Adalia Torres was knocked unconscious and is bleeding out.
[20:46:44	]Adalia Torres used command '/CharStopBleedout adalia'.
[20:46:48	]Adalia Torres ran SAM command 'hp' with arguments: 'adalia' '999'
[20:46:51	]Adalia Torres is no longer unconscious from critical wounds.
[20:46:51	]Adalia Torres is fully healed.
[20:46:52	]Adalia Torres entered observer.
[20:46:59	]Adalia Torres exited observer at their location.
[20:47:00	]Adalia Torres entered observer.
[20:47:22	]Adalia Torres exited observer at their location.
[20:47:23	]Adalia Torres entered observer.
[20:47:24	]Adalia Torres exited observer at their location.
[20:47:28	]Adalia Torres entered observer.
[20:47:28	]Adalia Torres exited observer at their location.
[20:47:32	]Adalia Torres entered observer.
[20:47:33	]Adalia Torres exited observer at their location.
[20:47:40	]Adalia Torres entered observer.
[20:47:41	]Adalia Torres exited observer at their location.
[20:47:42	]Adalia Torres entered observer.
[20:47:43	]Adalia Torres exited observer at their location.
[20:47:44	]Adalia Torres entered observer.
[20:48:24	]Adalia Torres exited observer at their location.
[20:48:26	]Adalia Torres entered observer.
[20:48:27	]Adalia Torres exited observer at their location.
[20:48:30	]Adalia Torres entered observer.
[20:48:31	]Adalia Torres exited observer at their location.
[20:48:33	]Adalia Torres entered observer.
[20:48:35	]Adalia Torres exited observer at their location.
[20:48:37	]Adalia Torres entered observer.
[20:48:38	]Adalia Torres exited observer at their location.
[20:48:40	]Adalia Torres entered observer.
[20:48:41	]Adalia Torres exited observer at their location.
[20:48:44	]Adalia Torres entered observer.
[20:48:44	]Adalia Torres exited observer at their location.
[20:48:47	]Adalia Torres entered observer.
[20:48:47	]Adalia Torres exited observer at their location.
[20:48:48	]Adalia Torres entered observer.
[20:48:50	]Adalia Torres exited observer at their location.
[20:48:52	]Adalia Torres entered observer.
[20:48:53	]Adalia Torres exited observer at their location.
[20:48:55	]Adalia Torres entered observer.
[20:48:58	]Adalia Torres exited observer at their location.
[20:49:00	]Adalia Torres entered observer.
[20:49:00	]Adalia Torres exited observer at their location.
[20:49:03	]Adalia Torres entered observer.
[20:49:04	]Adalia Torres exited observer at their location.
[20:49:06	]Adalia Torres entered observer.
[20:49:07	]Adalia Torres exited observer at their location.
[20:49:08	]Adalia Torres entered observer.
[20:49:10	]Adalia Torres exited observer at their location.
[20:49:12	]Adalia Torres entered observer.
[20:49:13	]Adalia Torres exited observer at their location.
[20:49:15	]Adalia Torres entered observer.
[20:49:16	]Adalia Torres exited observer at their location.
[20:49:18	]Adalia Torres entered observer.
[20:49:20	]Adalia Torres exited observer at their location.
[20:49:22	]Adalia Torres entered observer.
[20:49:23	]Adalia Torres exited observer at their location.
[20:49:25	]Adalia Torres entered observer.
[20:49:26	]Adalia Torres exited observer at their location.
[20:49:27	]Adalia Torres entered observer.
[20:49:43	]Adalia Torres exited observer at their location.
[20:49:45	]Adalia Torres entered observer.
[20:49:58	]Adalia Torres exited observer at their location.
[20:49:58	]Adalia Torres entered observer.
[20:49:59	]Adalia Torres exited observer at their location.
[20:50:00	]Adalia Torres entered observer.
[20:50:02	]Adalia Torres exited observer at their location.
[20:50:03	]Adalia Torres entered observer.
[20:50:10	]Adalia Torres exited observer at their location.
[20:50:11	]Adalia Torres entered observer.
[20:51:43	]Adalia Torres exited observer at their location.
[20:52:41	]Adalia Torres set shootDbLevelReduction to '15'.
[20:52:45	]Adalia Torres set shootSoundDSP to '2'.
[20:52:47	]Adalia Torres set shootSoundDSPDistant to '31'.
[20:52:49	]Adalia Torres set shootOtherVolumeLevelReduction to '0'.
[20:53:01	]Adalia Torres set shootOtherDbLevelReduction to '10'.
[20:53:05	]Adalia Torres set shootDbLevelReductionClose to '20.6'.
[20:53:06	]Adalia Torres set shootDbLevelReductionClose to '50'.
[20:53:11	]Adalia Torres set shootDbLevelReductionClose to '10'.
[20:53:50	]Adalia Torres ran 'EquipUn' on item 'HK USP .45' (#2688442)
[20:53:51	]Adalia Torres ran 'Equip' on item 'HK USP .45' (#2688442)
[20:55:41	]Adalia Torres entered observer.
[20:55:43	]Adalia Torres exited observer at their location.
[20:56:20	]Adalia Torres entered observer.
[20:58:38	]Adalia Torres ran 'EquipUn' on item 'HK USP .45' (#2688442)
[21:00:28	]M!NT (STEAM_0:1:120751263) has disconnected.
[21:02:40	]Tengu has connected.
[21:04:42	]Tengu loaded the character 'Tamara Lahtizer'
[21:04:46	]Tamara Lahtizer is fully healed.
[21:05:15	]Tamara Lahtizer used command '/ToggleRaise'.
[21:05:17	]Tamara Lahtizer destroyed a 'OSPR2A-EXP' #2688289.
[21:05:18	]Tamara Lahtizer destroyed a 'Heavy Pulse Rounds' #2688430.
[21:05:20	]Tamara Lahtizer destroyed a 'Overwatch Pulse Submachine-gun' #2688427.
