[01:37:58	]Robert has connected.
[02:12:03	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-1-101'.
[02:12:05	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-1-101'.
[02:12:13	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-1-102'.
[02:12:17	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-1-102'.
[02:12:18	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-1-102'.
[02:12:29	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-1-201'.
[02:12:33	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-1-201'.
[02:12:35	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-1-201'.
[02:12:39	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-1-202'.
[02:12:43	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-1-202'.
[02:12:45	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-1-202'.
[02:13:55	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:14:10	]Nazariy Svyatopolk Kozlov entered observer.
[02:15:38	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-CW-101'.
[02:15:44	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-CW-101'.
[02:15:52	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-CW-102'.
[02:16:02	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-CW-102'.
[02:16:50	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:16:59	]Nazariy Svyatopolk Kozlov entered observer.
[02:17:05	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:17:07	]Nazariy Svyatopolk Kozlov entered observer.
[02:17:08	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:17:09	]Sir Duncan Wilford has gone afk.
[02:17:10	]Nazariy Svyatopolk Kozlov entered observer.
[02:19:22	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-3-101'.
[02:19:26	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-3-101'.
[02:19:32	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-3-201'.
[02:19:35	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-3-201'.
[02:19:39	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-3-301'.
[02:19:41	]Nazariy Svyatopolk Kozlov used command '/SetApartmentDoor RHC-3-301'.
[02:20:48	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:20:56	]Nazariy Svyatopolk Kozlov entered observer.
[02:23:25	]Sir Duncan Wilford was knocked unconscious and is bleeding out.
[02:23:29	]Sir Duncan Wilford is no longer afk. Total time spent AFK: 675
[02:24:05	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:24:51	]Nazariy Svyatopolk Kozlov has given himself a combinelock.
[02:24:51	]Nazariy Svyatopolk Kozlov has gained a 'Combine Lock' #2046439.
[02:24:53	]Nazariy Svyatopolk Kozlov ran 'Place' on item 'Combine Lock' (#2046439)
[02:24:57	][IC] Nazariy Svyatopolk Kozlov: Sweet dreams.
[02:25:02	]Sir Duncan Wilford ran SAM command 'respawn' with arguments: 'wilf'
[02:25:02	]Nazariy Svyatopolk Kozlov entered observer.
[02:25:14	][IC] Sir Duncan Wilford: HOW DID I GET HERE.
[02:25:20	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:25:21	][ME] Sir Duncan Wilford: FAIL RP LEAVES.
[02:25:32	]Sir Duncan Wilford used command '/CharFallOver 1'.
[02:25:33	]Sir Duncan Wilford used command '/CharGetUp'.
[02:25:33	]Sir Duncan Wilford used command '/CharGetUp'.
[02:25:34	]Sir Duncan Wilford was knocked unconscious and is bleeding out.
[02:25:34	]Sir Duncan Wilford used command '/CharGetUp'.
[02:25:34	]Sir Duncan Wilford used command '/CharGetUp'.
[02:25:40	][ME] Sir Duncan Wilford: fails
[02:25:42	][ME] Sir Duncan Wilford: in rp
[02:25:47	][ME] Sir Duncan Wilford: which means FAIL RP
[02:25:51	]Sir Duncan Wilford ran SAM command 'respawn' with arguments: 'wil'
[02:26:00	][IC] Sir Duncan Wilford: . . .
[02:26:05	]Nazariy Svyatopolk Kozlov used command '/CharFallOver'.
[02:26:06	]Sir Duncan Wilford entered observer.
[02:26:08	]Nazariy Svyatopolk Kozlov used command '/CharGetUp'.
[02:26:09	]Nazariy Svyatopolk Kozlov used command '/CharGetUp'.
[02:26:09	]Sir Duncan Wilford exited observer at their location.
[02:26:09	]Nazariy Svyatopolk Kozlov used command '/CharGetUp'.
[02:26:14	]Nazariy Svyatopolk Kozlov used command '/CharFallOver 01'.
[02:26:17	]Nazariy Svyatopolk Kozlov used command '/CharFallOver 1'.
[02:26:18	]Nazariy Svyatopolk Kozlov used command '/CharGetUp'.
[02:26:18	]Nazariy Svyatopolk Kozlov used command '/CharGetUp'.
[02:26:19	]Nazariy Svyatopolk Kozlov used command '/CharGetUp'.
[02:26:24	]Sir Duncan Wilford ran SAM command 'respawn' with arguments: 'naz'
[02:26:29	]Sir Duncan Wilford ran SAM command 'bring' with arguments: 'naz'
[02:26:35	]Sir Duncan Wilford has spawned 'models/props_junk/PopCan01a.mdl'.
[02:26:50	]Nazariy Svyatopolk Kozlov used command '/CharFallOver 30'.
[02:26:56	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:03	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:03	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:03	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:04	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:04	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:04	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:04	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:04	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:04	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:04	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:05	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:05	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:05	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:05	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:05	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:05	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:05	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:06	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:06	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:06	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:06	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:06	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:06	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:07	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:07	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:07	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:07	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:07	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:07	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:27:27	]Sir Duncan Wilford has spawned 'models/props_combine/breenchair.mdl'.
[02:27:29	]Sir Duncan Wilford has spawned a usable entity class 'ix_chair' with model 'models/props_combine/breenchair.mdl'.
[02:27:29	]Sir Duncan Wilford has used a context menu option with the name: ixusableentitycreate
[02:27:39	]Nazariy Svyatopolk Kozlov used command '/ActSit 5'.
[02:27:55	][IC] Sir Duncan Wilford: Ohi98ugtjdfm.
[02:27:59	][IC] Nazariy Svyatopolk Kozlov: Hi.
[02:28:06	]Sir Duncan Wilford has used a context menu option with the name: rb655_dissolve
[02:28:14	]Nazariy Svyatopolk Kozlov used command '/ExitAct'.
[02:28:22	]Nazariy Svyatopolk Kozlov has spawned a 'Vehicle [449][prop_vehicle_prisoner_pod]'.
[02:28:26	]Sir Duncan Wilford has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[02:28:32	]Sir Duncan Wilford has fired a toolgun with the name: nocollideworld
[02:28:37	]Sir Duncan Wilford entered observer.
[02:28:37	]Sir Duncan Wilford exited observer at their location.
[02:28:41	]Sir Duncan Wilford entered observer.
[02:28:45	]Sir Duncan Wilford exited observer at their location.
[02:28:47	]Nazariy Svyatopolk Kozlov entered observer.
[02:28:52	]Sir Duncan Wilford entered observer.
[02:28:53	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:28:53	]Sir Duncan Wilford exited observer at their location.
[02:28:54	]Sir Duncan Wilford entered observer.
[02:28:56	]Sir Duncan Wilford exited observer at their location.
[02:29:02	]Sir Duncan Wilford entered observer.
[02:29:03	][IC] Nazariy Svyatopolk Kozlov: Hi.
[02:29:08	]Sir Duncan Wilford exited observer at their location.
[02:29:08	]Sir Duncan Wilford was knocked unconscious and is bleeding out.
[02:29:09	]Nazariy Svyatopolk Kozlov entered observer.
[02:29:11	]Sir Duncan Wilford ran SAM command 'bring' with arguments: 'naz'
[02:29:15	]Sir Duncan Wilford ran SAM command 'respawn' with arguments: 'wilf'
[02:29:21	]Sir Duncan Wilford ran SAM command 'hp' with arguments: 'wilf' '100'
[02:29:24	]Sir Duncan Wilford is fully healed.
[02:29:26	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:29:43	]Nazariy Svyatopolk Kozlov has spawned a pulse.
[02:29:58	]Nazariy Svyatopolk Kozlov has used a context menu option with the name: remove
[02:30:03	]Nazariy Svyatopolk Kozlov has spawned a frag_grenade.
[02:30:15	]Nazariy Svyatopolk Kozlov entered observer.
[02:30:20	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:30:28	]Nazariy Svyatopolk Kozlov entered observer.
[02:30:37	]Nazariy Svyatopolk Kozlov ran 'take' on item 'Frag Grenade' (#2046441)
[02:30:37	]Nazariy Svyatopolk Kozlov has gained a 'Frag Grenade' #2046441.
[02:30:43	]Nazariy Svyatopolk Kozlov ran 'Equip' on item 'Frag Grenade' (#2046441)
[02:30:54	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:31:02	]Nazariy Svyatopolk Kozlov has given himself a frag_grenade.
[02:31:02	]Nazariy Svyatopolk Kozlov has gained a 'Frag Grenade' #2046442.
[02:31:03	]Nazariy Svyatopolk Kozlov ran 'Equip' on item 'Frag Grenade' (#2046442)
[02:31:10	]Sir Duncan Wilford entered observer.
[02:31:12	]Sir Duncan Wilford exited observer at their location.
[02:31:13	]Nazariy Svyatopolk Kozlov entered observer.
[02:31:16	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:31:18	]Nazariy Svyatopolk Kozlov has given himself a frag_grenade.
[02:31:18	]Nazariy Svyatopolk Kozlov has gained a 'Frag Grenade' #2046443.
[02:31:20	]Nazariy Svyatopolk Kozlov ran 'Equip' on item 'Frag Grenade' (#2046443)
[02:31:22	]Sir Duncan Wilford has spawned a 'NPC [304][npc_zombie]'.
[02:31:22	]Sir Duncan Wilford entered observer.
[02:31:26	]Nazariy Svyatopolk Kozlov has given himself a frag_grenade.
[02:31:26	]Nazariy Svyatopolk Kozlov has gained a 'Frag Grenade' #2046444.
[02:31:27	]Nazariy Svyatopolk Kozlov has taken 12 damage from Nazariy Svyatopolk Kozlov.
[02:31:28	]Nazariy Svyatopolk Kozlov ran 'Equip' on item 'Frag Grenade' (#2046444)
[02:31:28	]Nazariy Svyatopolk Kozlov is fully healed.
[02:31:34	]Sir Duncan Wilford exited observer at their location.
[02:31:38	]Nazariy Svyatopolk Kozlov entered observer.
[02:31:46	]Sir Duncan Wilford used command '/CharFallOver 1'.
[02:31:56	]Sir Duncan Wilford entered observer.
[02:32:02	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:32:04	]Nazariy Svyatopolk Kozlov has given himself a frag_grenade.
[02:32:04	]Nazariy Svyatopolk Kozlov has gained a 'Frag Grenade' #2046445.
[02:32:06	]Nazariy Svyatopolk Kozlov ran 'Equip' on item 'Frag Grenade' (#2046445)
[02:32:13	]Nazariy Svyatopolk Kozlov has taken 19 damage from Nazariy Svyatopolk Kozlov.
[02:32:13	]Nazariy Svyatopolk Kozlov has given himself a frag_grenade.
[02:32:13	]Nazariy Svyatopolk Kozlov has gained a 'Frag Grenade' #2046446.
[02:32:13	]Nazariy Svyatopolk Kozlov is fully healed.
[02:32:15	]Nazariy Svyatopolk Kozlov ran 'Equip' on item 'Frag Grenade' (#2046446)
[02:32:18	]Sir Duncan Wilford exited observer at their location.
[02:32:21	]Nazariy Svyatopolk Kozlov has given himself a frag_grenade.
[02:32:21	]Nazariy Svyatopolk Kozlov has gained a 'Frag Grenade' #2046447.
[02:32:22	]Nazariy Svyatopolk Kozlov ran 'Equip' on item 'Frag Grenade' (#2046447)
[02:32:28	]Nazariy Svyatopolk Kozlov has given himself a frag_grenade.
[02:32:28	]Nazariy Svyatopolk Kozlov has gained a 'Frag Grenade' #2046448.
[02:32:28	]Nazariy Svyatopolk Kozlov has taken 40 damage from Nazariy Svyatopolk Kozlov.
[02:32:29	]Nazariy Svyatopolk Kozlov ran 'Equip' on item 'Frag Grenade' (#2046448)
[02:32:33	]Nazariy Svyatopolk Kozlov is fully healed.
[02:32:37	]Nazariy Svyatopolk Kozlov has taken 58 damage from Nazariy Svyatopolk Kozlov.
[02:32:38	]Nazariy Svyatopolk Kozlov is fully healed.
[02:32:39	]Nazariy Svyatopolk Kozlov has given himself a frag_grenade.
[02:32:39	]Nazariy Svyatopolk Kozlov has gained a 'Frag Grenade' #2046449.
[02:32:41	]Nazariy Svyatopolk Kozlov ran 'Equip' on item 'Frag Grenade' (#2046449)
[02:32:48	]Nazariy Svyatopolk Kozlov was knocked unconscious and is bleeding out.
[02:32:53	]Nazariy Svyatopolk Kozlov ran SAM command 'respawn' with arguments: '^'
[02:32:58	]Nazariy Svyatopolk Kozlov is fully healed.
[02:32:58	]Nazariy Svyatopolk Kozlov has given himself a frag_grenade.
[02:32:58	]Nazariy Svyatopolk Kozlov has gained a 'Frag Grenade' #2046450.
[02:33:01	]Nazariy Svyatopolk Kozlov ran 'Equip' on item 'Frag Grenade' (#2046450)
[02:33:09	]Sir Duncan Wilford was knocked unconscious and is bleeding out.
[02:33:13	]Nazariy Svyatopolk Kozlov entered observer.
[02:33:28	]Nazariy Svyatopolk Kozlov used command '/Event The Consul is dead... the end'.
[02:33:32	]Sir Duncan Wilford used command '/Event you fucking taliban'd the fucking sector administrator.'.
[02:33:36	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:33:39	]Nazariy Svyatopolk Kozlov has given himself a smoke_grenade.
[02:33:39	]Nazariy Svyatopolk Kozlov has gained a 'Smoke Grenade' #2046451.
[02:33:41	]Nazariy Svyatopolk Kozlov ran 'Equip' on item 'Smoke Grenade' (#2046451)
[02:33:42	]Sir Duncan Wilford ran SAM command 'respawn' with arguments: 'sir'
[02:33:44	]Sir Duncan Wilford is fully healed.
[02:33:50	]Nazariy Svyatopolk Kozlov has given himself a smoke_grenade.
[02:33:50	]Nazariy Svyatopolk Kozlov has gained a 'Smoke Grenade' #2046452.
[02:33:51	]Nazariy Svyatopolk Kozlov ran 'Equip' on item 'Smoke Grenade' (#2046452)
[02:33:58	]Nazariy Svyatopolk Kozlov entered observer.
[02:34:08	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:34:11	]Nazariy Svyatopolk Kozlov has given himself a smoke_grenade.
[02:34:11	]Nazariy Svyatopolk Kozlov has gained a 'Smoke Grenade' #2046453.
[02:34:15	]Nazariy Svyatopolk Kozlov ran 'Equip' on item 'Smoke Grenade' (#2046453)
[02:34:39	]Nazariy Svyatopolk Kozlov entered observer.
[02:34:42	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:35:06	]Nazariy Svyatopolk Kozlov entered observer.
[02:35:09	][OOC] Sir Duncan Wilford: ...
[02:35:36	]Sir Duncan Wilford entered observer.
[02:35:36	]Sir Duncan Wilford exited observer at their location.
[02:35:37	]Sir Duncan Wilford entered observer.
[02:35:37	]Sir Duncan Wilford exited observer at their location.
[02:35:39	]Sir Duncan Wilford entered observer.
[02:35:39	]Sir Duncan Wilford exited observer at their location.
[02:35:40	]Sir Duncan Wilford entered observer.
[02:35:40	]Sir Duncan Wilford exited observer at their location.
[02:35:40	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:35:44	]Sir Duncan Wilford entered observer.
[02:35:47	]Nazariy Svyatopolk Kozlov has spawned 'models\props/CS_militia/television_console01.mdl'.
[02:35:50	]Sir Duncan Wilford exited observer at their location.
[02:35:50	]Sir Duncan Wilford was knocked unconscious and is bleeding out.
[02:35:57	]Nazariy Svyatopolk Kozlov has spawned 'models/props_junk/PushCart01a.mdl'.
[02:35:59	]Sir Duncan Wilford ran SAM command 'respawn' with arguments: 'wilf'
[02:35:59	]Sir Duncan Wilford is fully healed.
[02:36:02	]Sir Duncan Wilford entered observer.
[02:36:08	]Sir Duncan Wilford exited observer at their location.
[02:36:08	]Sir Duncan Wilford used command '/CharFallOver 1'.
[02:36:12	]Sir Duncan Wilford entered observer.
[02:36:16	]Sir Duncan Wilford exited observer at their location.
[02:36:16	]Sir Duncan Wilford used command '/CharFallOver 1'.
[02:36:16	]Nazariy Svyatopolk Kozlov has spawned 'models/props_c17/powerbox.mdl'.
[02:36:19	]Sir Duncan Wilford entered observer.
[02:36:23	]Nazariy Svyatopolk Kozlov entered observer.
[02:36:24	]Nazariy Svyatopolk Kozlov exited observer at their location.
[02:36:26	]Sir Duncan Wilford exited observer at their location.
[02:36:26	]Sir Duncan Wilford used command '/CharFallOver 1'.
[02:36:30	]Sir Duncan Wilford entered observer.
[02:36:36	]Nazariy Svyatopolk Kozlov has spawned 'models/vehicles/vehicle_vandoor.mdl'.
[02:36:37	]Sir Duncan Wilford has spawned a 'NPC [434][npc_vj_zomnarch]'.
[02:36:40	]Sir Duncan Wilford has spawned a 'NPC [507][npc_vj_zomnarch]'.
[02:36:44	]Sir Duncan Wilford has fired a toolgun with the name: vjstool_npcmover
[02:36:57	]Nazariy Svyatopolk Kozlov has spawned 'models/combine_advisor_pod/combine_advisor_pod.mdl'.
[02:37:06	]Nazariy Svyatopolk Kozlov has taken 30 damage from Zomnarch.
[02:37:06	]Nazariy Svyatopolk Kozlov has taken 5 damage from obj_gonome_acid.
[02:37:08	]Nazariy Svyatopolk Kozlov is fully healed.
[02:37:16	]Nazariy Svyatopolk Kozlov has spawned 'models/gantry_crane/crane_trolley.mdl'.
[02:37:18	]Nazariy Svyatopolk Kozlov has spawned 'models/gantry_crane/crane_lever.mdl'.
[02:37:20	]Nazariy Svyatopolk Kozlov has spawned 'models/gantry_crane/crane_wheel.mdl'.
[02:37:25	]Sir Duncan Wilford has spawned a 'NPC [441][npc_monk]'.
[02:37:26	]Sir Duncan Wilford has spawned a 'NPC [450][npc_monk]'.
[02:37:27	]Sir Duncan Wilford has spawned a 'NPC [445][npc_monk]'.
[02:37:27	]Sir Duncan Wilford has spawned a 'NPC [455][npc_monk]'.
[02:37:28	]Sir Duncan Wilford has spawned a 'NPC [514][npc_monk]'.
[02:37:28	]Sir Duncan Wilford has spawned a 'NPC [476][npc_monk]'.
[02:37:29	]Sir Duncan Wilford has spawned a 'NPC [516][npc_monk]'.
[02:37:30	]Sir Duncan Wilford has spawned a 'NPC [529][npc_monk]'.
[02:37:33	]Sir Duncan Wilford has fired a toolgun with the name: vjstool_npcmover
[02:37:34	]Sir Duncan Wilford has fired a toolgun with the name: vjstool_npcmover
[02:37:34	]Sir Duncan Wilford has fired a toolgun with the name: vjstool_npcmover
[02:37:35	]Sir Duncan Wilford has fired a toolgun with the name: vjstool_npcmover
