[13:27:13	]Ozzekiel has connected.
[18:14:19	]1231 3123 has wasted a level 15 long boost in Intelligence (current: 0; target: 15).
[18:14:19	]1231 3123 has wasted a level 15 long boost in Perception (current: 0; target: 15).
[18:14:20	]Sachimii loaded the character 'Gah'Lung'Gah'
[18:14:20	]1231 3123 ran 'Consume' on item 'Extract Concoction' (#1650135)
[18:14:20	]1231 3123 has wasted a level 15 long boost in Strength (current: 0; target: 15).
[18:14:20	]1231 3123 has wasted a level 15 long boost in Agility (current: 0; target: 15).
[18:14:20	]1231 3123 has wasted a level 15 long boost in Intelligence (current: 0; target: 15).
[18:14:20	]1231 3123 has wasted a level 15 long boost in Perception (current: 0; target: 15).
[18:14:21	]1231 3123 entered observer.
[18:14:22	]1231 3123 exited observer at their location.
[18:14:27	][IC] 1231 3123: WE NEED TO COCK.
[18:14:28	][IC] Gah'Lung'Gah: Galanga.
[18:14:34	]apathy is death loaded the character 'vortivort'
[18:14:35	]Gah'Lung'Gah has given himself a xen_concoction.
[18:14:35	]Gah'Lung'Gah has gained a 'Extract Concoction' #1650136.
[18:14:37	][IC] Gah'Lung'Gah: Galanga.
[18:14:39	]Gah'Lung'Gah ran 'Consume' on item 'Extract Concoction' (#1650136)
[18:14:39	]Gah'Lung'Gah has wasted a level 15 long boost in Strength (current: 0; target: 15).
[18:14:39	]Gah'Lung'Gah has wasted a level 15 long boost in Agility (current: 0; target: 15).
[18:14:39	]Gah'Lung'Gah has wasted a level 15 long boost in Intelligence (current: 0; target: 15).
[18:14:39	]Gah'Lung'Gah has wasted a level 15 long boost in Perception (current: 0; target: 15).
[18:14:44	][IC] Gah'Lung'Gah: Ayo.
[18:14:46	][IC] Gah'Lung'Gah: Why he ourple.
[18:14:48	][IC] Gah'Lung'Gah: :skull:.
[18:14:48	][IC] 1231 3123: My vortibeam is not blue :(.
[18:14:53	][IC] vortivort: Yeap.
[18:14:58	][IC] vortivort: You have to be lvl 50 on vortessence.
[18:15:01	][IC] 1231 3123: Aaaa.
[18:15:02	][IC] vortivort: To get blue beam.
[18:15:03	][IC] 1231 3123: Got it.
[18:15:05	]vortivort entered observer.
[18:15:06	]vortivort exited observer at their location.
[18:15:07	]Alessiodoomboy created the character 'Male_07'
[18:15:07	]Alessiodoomboy loaded the character 'Male_07'
[18:15:07	]Male_07 has gained a '#38974's Identity Card' #1650137.
[18:15:08	][IC] 1231 3123: Sachimi.
[18:15:09	]Hiros | Error 410 created the character 'Golongo'
[18:15:09	]Hiros | Error 410 loaded the character 'Golongo'
[18:15:12	][IC] Gah'Lung'Gah: Hello!
[18:15:13	][IC] Gah'Lung'Gah: Die!
[18:15:14	]1231 3123 has taken 96 damage from Gah'Lung'Gah.
[18:15:17	][IC] 1231 3123: I have no fucking idea how to set my level.
[18:15:20	][IC] 1231 3123: Can you set it.
[18:15:22	][IC] Gah'Lung'Gah: Heel.
[18:15:27	][IC] Male_07: AJ.
[18:15:28	][IC] Gah'Lung'Gah: Hold fucking still you cuck.
[18:15:30	][IC] Male_07: FUCKING HELL WTF.
[18:15:33	][IC] Golongo: Wha.
[18:15:35	][Y] Gah'Lung'Gah: Galanga.
[18:15:36	][IC] Golongo: Racist.
[18:15:37	][IC] Golongo: Pig.
[18:15:37	][IC] Male_07: U'RE GROSS.
[18:15:38	]Gah'Lung'Gah entered observer.
[18:15:39	]vortivort entered observer.
[18:15:39	]Gah'Lung'Gah exited observer at their location.
[18:15:40	]vortivort exited observer at their location.
[18:15:42	]Golongo used command '/ToggleRaise'.
[18:15:44	][IC] Gah'Lung'Gah: Hi.
[18:15:47	][IC] Gah'Lung'Gah: Watch this shit.
[18:15:47	]1231 3123 has gained level 50 in the Vortessence skill.
[18:15:47	]vortivort used command '/CharSkillSet 123 vortessence 50'.
[18:15:48	]Gah'Lung'Gah has taken 68 damage from Golongo.
[18:15:48	]Male_07 has taken 68 damage from Golongo.
[18:15:49	]Golongo has taken 15 damage from Gah'Lung'Gah.
[18:15:49	]Male_07 has taken 15 damage from Gah'Lung'Gah.
[18:15:49	]vortivort has taken 15 damage from Gah'Lung'Gah.
[18:15:49	]vortivort has taken 1 damage from entityflame.
[18:15:49	]Golongo has taken 1 damage from entityflame.
[18:15:49	]Male_07 has taken 1 damage from entityflame.
[18:15:50	]Male_07 has taken 1 damage from entityflame.
[18:15:50	]vortivort has taken 1 damage from entityflame.
[18:15:50	]Golongo has taken 1 damage from entityflame.
[18:15:50	]Golongo has taken 1 damage from entityflame.
[18:15:50	]Male_07 has taken 1 damage from entityflame.
[18:15:50	]vortivort has taken 1 damage from entityflame.
[18:15:50	]Golongo has taken 1 damage from entityflame.
[18:15:50	]Male_07 has taken 1 damage from entityflame.
[18:15:50	]vortivort has taken 1 damage from entityflame.
[18:15:50	]Golongo has taken 1 damage from entityflame.
[18:15:50	]Male_07 has taken 1 damage from entityflame.
[18:15:50	]vortivort has taken 1 damage from entityflame.
[18:15:50	]Golongo has taken 1 damage from entityflame.
[18:15:50	]Male_07 has taken 1 damage from entityflame.
[18:15:50	]vortivort has taken 1 damage from entityflame.
[18:15:51	]Golongo has taken 1 damage from entityflame.
[18:15:51	]Male_07 has taken 1 damage from entityflame.
[18:15:51	]vortivort has taken 1 damage from entityflame.
[18:15:51	]Golongo has taken 1 damage from entityflame.
[18:15:51	]Male_07 has taken 1 damage from entityflame.
[18:15:51	]vortivort has taken 1 damage from entityflame.
[18:15:51	]Golongo has taken 1 damage from entityflame.
[18:15:51	]Male_07 has taken 1 damage from entityflame.
[18:15:51	]vortivort has taken 1 damage from entityflame.
[18:15:51	]Golongo has taken 1 damage from entityflame.
[18:15:51	]Male_07 has taken 1 damage from entityflame.
[18:15:51	]vortivort has taken 1 damage from entityflame.
[18:15:51	]vortivort has taken 1 damage from entityflame.
[18:15:51	]Golongo has taken 1 damage from entityflame.
[18:15:51	]Male_07 has taken 1 damage from entityflame.
[18:15:52	]vortivort has taken 1 damage from entityflame.
[18:15:52	]Golongo has taken 1 damage from entityflame.
[18:15:52	]Male_07 has taken 1 damage from entityflame.
[18:15:52	][IC] vortivort: Reload your character.
[18:15:52	]vortivort has taken 1 damage from entityflame.
[18:15:52	]Golongo has taken 1 damage from entityflame.
[18:15:52	]Male_07 has taken 1 damage from entityflame.
[18:15:52	]vortivort has taken 1 damage from entityflame.
[18:15:52	]Golongo has taken 1 damage from entityflame.
[18:15:52	]Male_07 has taken 1 damage from entityflame.
[18:15:52	]vortivort has taken 1 damage from entityflame.
[18:15:52	]Golongo has taken 1 damage from entityflame.
[18:15:52	]Male_07 was knocked unconscious and is bleeding out.
[18:15:52	]vortivort has taken 1 damage from entityflame.
[18:15:52	]Golongo has taken 1 damage from entityflame.
[18:15:53	]vortivort has taken 1 damage from entityflame.
[18:15:53	]Golongo has taken 1 damage from entityflame.
[18:15:53	]Golongo has taken 1 damage from entityflame.
[18:15:53	]Male_07 was killed while bleeding out.
[18:15:53	]entityflame has killed Male_07 with entityflame.
[18:15:53	]vortivort has taken 1 damage from entityflame.
[18:15:53	]Golongo has taken 1 damage from entityflame.
[18:15:53	]Gah'Lung'Gah has taken 4 damage from entityflame.
[18:15:53	]vortivort has taken 1 damage from entityflame.
[18:15:53	]Golongo has taken 1 damage from entityflame.
[18:15:53	]Gah'Lung'Gah has taken 4 damage from entityflame.
[18:15:53	]vortivort has taken 1 damage from entityflame.
[18:15:53	]Golongo has taken 1 damage from entityflame.
[18:15:53	]Gah'Lung'Gah has taken 4 damage from entityflame.
[18:15:53	]vortivort has taken 1 damage from entityflame.
[18:15:54	]Golongo has taken 1 damage from entityflame.
[18:15:54	]Gah'Lung'Gah has taken 4 damage from entityflame.
[18:15:54	]vortivort has taken 1 damage from entityflame.
[18:15:54	]Golongo has taken 1 damage from entityflame.
[18:15:54	]Gah'Lung'Gah has taken 4 damage from entityflame.
[18:15:54	]vortivort has taken 1 damage from entityflame.
[18:15:54	]Golongo has taken 1 damage from entityflame.
[18:15:54	]Gah'Lung'Gah has taken 4 damage from entityflame.
[18:15:54	]vortivort has taken 1 damage from entityflame.
[18:15:54	]Golongo has taken 15 damage from Gah'Lung'Gah.
[18:15:54	]Golongo has taken 1 damage from entityflame.
[18:15:54	]Gah'Lung'Gah has taken 4 damage from entityflame.
[18:15:54	]vortivort has taken 1 damage from entityflame.
[18:15:54	]Golongo has taken 1 damage from entityflame.
[18:15:54	]Gah'Lung'Gah has taken 4 damage from entityflame.
[18:15:54	]vortivort has taken 1 damage from entityflame.
[18:15:55	]vortivort has taken 1 damage from entityflame.
[18:15:55	]Golongo has taken 1 damage from entityflame.
[18:15:55	]vortivort has taken 1 damage from entityflame.
[18:15:55	]Golongo has taken 1 damage from entityflame.
[18:15:55	]vortivort has taken 1 damage from entityflame.
[18:15:55	]Golongo has taken 1 damage from entityflame.
[18:15:55	]vortivort has taken 1 damage from entityflame.
[18:15:55	]Golongo has taken 1 damage from entityflame.
[18:15:55	]vortivort has taken 1 damage from entityflame.
[18:15:55	]Golongo has taken 1 damage from entityflame.
[18:15:56	]Golongo has taken 1 damage from entityflame.
[18:15:56	]vortivort has taken 1 damage from entityflame.
[18:15:56	]Golongo has taken 1 damage from entityflame.
[18:15:56	]vortivort has taken 1 damage from entityflame.
[18:15:56	]Golongo has taken 1 damage from entityflame.
[18:15:56	]vortivort has taken 1 damage from entityflame.
[18:15:56	]Golongo has taken 1 damage from entityflame.
[18:15:56	]vortivort has taken 1 damage from entityflame.
[18:15:56	]Golongo has taken 1 damage from entityflame.
[18:15:56	]vortivort has taken 1 damage from entityflame.
[18:15:57	]Golongo has taken 1 damage from entityflame.
[18:15:57	]vortivort has taken 1 damage from entityflame.
[18:15:57	]Golongo has taken 1 damage from entityflame.
[18:15:57	]vortivort has taken 1 damage from entityflame.
[18:15:57	]Golongo has taken 1 damage from entityflame.
[18:15:57	]vortivort has taken 1 damage from entityflame.
[18:15:57	]Golongo has taken 1 damage from entityflame.
[18:15:57	]vortivort has taken 1 damage from entityflame.
[18:15:57	]Golongo has taken 1 damage from entityflame.
[18:15:57	]vortivort has taken 1 damage from entityflame.
[18:15:57	][IC] Male_07: Ah yes.
[18:15:58	]Golongo has taken 1 damage from entityflame.
[18:15:58	]vortivort has taken 1 damage from entityflame.
[18:15:58	]vortivort has taken 1 damage from entityflame.
[18:15:58	]Golongo has taken 1 damage from entityflame.
[18:15:58	]vortivort has taken 1 damage from entityflame.
[18:15:58	]Golongo has taken 1 damage from entityflame.
[18:15:58	]vortivort has taken 1 damage from entityflame.
[18:15:58	]Golongo has taken 1 damage from entityflame.
[18:15:58	]Golongo has taken 1 damage from entityflame.
[18:15:58	]vortivort has taken 1 damage from entityflame.
[18:15:59	]Golongo has taken 1 damage from entityflame.
[18:15:59	]vortivort has taken 1 damage from entityflame.
[18:15:59	]Golongo has taken 1 damage from entityflame.
[18:15:59	]vortivort has taken 1 damage from entityflame.
[18:15:59	]Golongo has taken 1 damage from entityflame.
[18:15:59	]vortivort has taken 1 damage from entityflame.
[18:15:59	]Golongo has taken 1 damage from entityflame.
[18:15:59	]vortivort has taken 1 damage from entityflame.
[18:15:59	]Golongo has taken 1 damage from entityflame.
[18:15:59	]vortivort has taken 1 damage from entityflame.
[18:16:00	]Golongo has taken 1 damage from entityflame.
[18:16:00	]vortivort has taken 1 damage from entityflame.
[18:16:00	]1231 3123 used command '/CharSetAttribute 1231 vort 50'.
[18:16:00	]Golongo has taken 1 damage from entityflame.
[18:16:00	]vortivort has taken 1 damage from entityflame.
[18:16:00	]Golongo has taken 1 damage from entityflame.
[18:16:00	]vortivort has taken 1 damage from entityflame.
[18:16:00	]vortivort ran SAM command 'hp' with arguments: '^' '200'
[18:16:00	]Golongo has taken 1 damage from entityflame.
[18:16:00	]vortivort has taken 1 damage from entityflame.
[18:16:00	]Golongo has taken 1 damage from entityflame.
[18:16:00	]vortivort has taken 1 damage from entityflame.
[18:16:01	]Golongo has taken 40 damage from Gah'Lung'Gah.
[18:16:01	]Golongo has taken 1 damage from entityflame.
[18:16:01	]vortivort has taken 1 damage from entityflame.
[18:16:01	]Golongo has taken 1 damage from entityflame.
[18:16:01	]vortivort has taken 1 damage from entityflame.
[18:16:01	]vortivort has taken 1 damage from entityflame.
[18:16:01	]Golongo has taken 1 damage from entityflame.
[18:16:01	]vortivort has taken 1 damage from entityflame.
[18:16:01	]Golongo has taken 1 damage from entityflame.
[18:16:01	]Golongo has taken 1 damage from entityflame.
[18:16:02	]Golongo has taken 1 damage from entityflame.
[18:16:02	][IC] Male_07: The execute in bleedout move.
[18:16:02	]Golongo has taken 1 damage from entityflame.
[18:16:02	]Golongo has taken 1 damage from entityflame.
[18:16:02	]Golongo has taken 1 damage from entityflame.
[18:16:02	]Golongo has taken 1 damage from entityflame.
[18:16:03	]Golongo has taken 1 damage from entityflame.
[18:16:03	]Golongo has taken 1 damage from entityflame.
[18:16:03	][IC] Golongo: Hung.
[18:16:03	]Golongo has taken 1 damage from entityflame.
[18:16:03	]vortivort ran SAM command 'hp' with arguments: '^' '200'
[18:16:03	]Golongo has taken 1 damage from entityflame.
[18:16:03	]Golongo has taken 1 damage from entityflame.
[18:16:04	]Golongo has taken 1 damage from entityflame.
[18:16:04	]Golongo has taken 1 damage from entityflame.
[18:16:04	]Golongo has taken 1 damage from entityflame.
[18:16:04	]Golongo has taken 1 damage from entityflame.
[18:16:04	]Golongo has taken 1 damage from entityflame.
[18:16:04	]vortivort is fully healed.
[18:16:05	]Golongo has taken 1 damage from entityflame.
[18:16:05	]Golongo has taken 1 damage from entityflame.
[18:16:05	]Golongo has taken 1 damage from entityflame.
[18:16:05	]1231 3123 used command '/CharSetAttribute 1231 vortessence 50'.
[18:16:05	]Golongo has taken 1 damage from entityflame.
[18:16:05	]Golongo has taken 1 damage from entityflame.
[18:16:05	][IC] Gah'Lung'Gah: Yes.
[18:16:06	]Golongo has taken 1 damage from entityflame.
[18:16:06	]Golongo has taken 1 damage from entityflame.
[18:16:06	]Golongo has taken 1 damage from entityflame.
[18:16:09	][IC] Gah'Lung'Gah: Hi.
[18:16:09	]Golongo ran SAM command 'hp' with arguments: '^' '250'
[18:16:09	]Golongo is fully healed.
[18:16:09	]Golongo used command '/ToggleRaise'.
[18:16:11	][IC] Male_07: Hi.
[18:16:11	]kawasaniac loaded the character '23123131 3213 1'
[18:16:12	]Gah'Lung'Gah ran SAM command 'hp' with arguments: 'Gah' '100'
[18:16:15	]Gah'Lung'Gah ran SAM command 'hp' with arguments: 'Gah' '200'
[18:16:15	]Gah'Lung'Gah is fully healed.
[18:16:17	]Golongo used command '/EnterMeditation'.
[18:16:17	]Gah'Lung'Gah ran SAM command 'hp' with arguments: 'Gah' '200000000'
[18:16:21	]Gah'Lung'Gah has given himself a xen_concoction.
[18:16:21	]Gah'Lung'Gah has gained a 'Extract Concoction' #1650138.
[18:16:23	][IC] Gah'Lung'Gah: Peep this.
[18:16:24	]kawasaniac loaded the character '1231 3123'
[18:16:25	]Gah'Lung'Gah ran 'Consume' on item 'Extract Concoction' (#1650138)
[18:16:25	]Gah'Lung'Gah has wasted a level 15 long boost in Strength (current: 0; target: 15).
[18:16:25	]Gah'Lung'Gah has wasted a level 15 long boost in Agility (current: 0; target: 15).
[18:16:25	]Gah'Lung'Gah has wasted a level 15 long boost in Intelligence (current: 0; target: 15).
[18:16:25	]Gah'Lung'Gah has wasted a level 15 long boost in Perception (current: 0; target: 15).
[18:16:29	]1231 3123 is fully healed.
[18:16:31	][IC] Gah'Lung'Gah: FUCK YOU COMBINE IM A GAMER NOW.
[18:16:32	]1231 3123 ran 'Consume' on item 'Extract Concoction' (#1650118)
[18:16:32	]1231 3123 has wasted a level 15 long boost in Strength (current: 0; target: 15).
[18:16:32	]1231 3123 has wasted a level 15 long boost in Agility (current: 0; target: 15).
[18:16:32	]1231 3123 has wasted a level 15 long boost in Intelligence (current: 0; target: 15).
[18:16:32	]1231 3123 has wasted a level 15 long boost in Perception (current: 0; target: 15).
[18:16:33	]1231 3123 entered observer.
[18:16:34	]Golongo has given himself a xen_concoction.
[18:16:34	]Golongo has taken 96 damage from Gah'Lung'Gah.
[18:16:34	]Male_07 has taken 96 damage from Gah'Lung'Gah.
[18:16:34	]Golongo has gained a 'Extract Concoction' #1650139.
[18:16:34	]1231 3123 exited observer at their location.
[18:16:35	][IC] Male_07: OH SHIOIIITTTT.
[18:16:37	]Male_07 was knocked unconscious and is bleeding out.
[18:16:38	]Male_07 used command '/CharGetUp'.
[18:16:40	]Male_07 was killed while bleeding out.
[18:16:40	]1231 3123 has killed Male_07 with ix_vortbeam.
[18:16:40	]1231 3123 has taken 96 damage from Gah'Lung'Gah.
[18:16:43	]1231 3123 has taken 96 damage from Gah'Lung'Gah.
[18:16:43	]Golongo ran 'Consume' on item 'Extract Concoction' (#1650139)
[18:16:43	]Golongo has gained a level 15 long boost in Strength.
[18:16:43	]Golongo has gained a level 15 long boost in Agility.
[18:16:43	]Golongo has gained a level 15 long boost in Intelligence.
[18:16:43	]Golongo has gained a level 15 long boost in Perception.
[18:16:43	]Male_07 used command '/CharGetUp'.
[18:16:44	]Golongo is fully healed.
[18:16:45	]Male_07 used command '/CharGetUp'.
[18:16:48	]Gah'Lung'Gah has taken 96 damage from vortivort.
[18:16:49	]Golongo used command '/EnterMeditation'.
[18:16:50	]Golongo has taken 96 damage from Gah'Lung'Gah.
[18:16:50	]1231 3123 was knocked unconscious and is bleeding out.
[18:16:50	]Male_07 has taken 96 damage from Gah'Lung'Gah.
[18:16:53	]Golongo has taken 96 damage from Gah'Lung'Gah.
[18:16:54	]Golongo was knocked unconscious and is bleeding out.
[18:16:55	]1231 3123 ran SAM command 'respawn' with arguments: '^'
[18:16:57	]Golongo was killed while bleeding out.
[18:16:57	]Gah'Lung'Gah has killed Golongo with ix_vortpyro.
[18:16:57	]1231 3123 has taken 15 damage from Gah'Lung'Gah.
[18:16:57	]Male_07 was knocked unconscious and is bleeding out.
[18:16:57	]1231 3123 has taken 1 damage from entityflame.
[18:16:57	]Gah'Lung'Gah has taken 96 damage from vortivort.
[18:16:57	]1231 3123 has taken 1 damage from entityflame.
[18:16:57	]1231 3123 has taken 1 damage from entityflame.
[18:16:57	]Male_07 was killed while bleeding out.
[18:16:57	]entityflame has killed Male_07 with entityflame.
[18:16:57	]1231 3123 has taken 1 damage from entityflame.
[18:16:58	]1231 3123 has taken 1 damage from entityflame.
[18:16:58	]1231 3123 has taken 1 damage from entityflame.
[18:16:58	]1231 3123 has taken 1 damage from entityflame.
[18:16:58	]1231 3123 has taken 1 damage from entityflame.
[18:16:58	]1231 3123 has taken 1 damage from entityflame.
[18:16:59	]1231 3123 has taken 1 damage from entityflame.
[18:16:59	]1231 3123 has taken 1 damage from entityflame.
[18:16:59	]1231 3123 has taken 1 damage from entityflame.
[18:16:59	]1231 3123 has taken 1 damage from entityflame.
[18:16:59	]1231 3123 has taken 1 damage from entityflame.
[18:17:00	]1231 3123 has taken 1 damage from entityflame.
[18:17:00	]Golongo used command '/CharGetUp'.
[18:17:00	]1231 3123 has taken 1 damage from entityflame.
[18:17:00	]1231 3123 has taken 1 damage from entityflame.
[18:17:00	]Gah'Lung'Gah was knocked unconscious and is bleeding out.
[18:17:00	]1231 3123 has taken 1 damage from entityflame.
[18:17:00	]1231 3123 has taken 1 damage from entityflame.
[18:17:01	]1231 3123 has taken 1 damage from entityflame.
[18:17:01	]1231 3123 has taken 1 damage from entityflame.
[18:17:01	]1231 3123 has taken 1 damage from entityflame.
[18:17:01	]1231 3123 has taken 1 damage from entityflame.
[18:17:01	]1231 3123 has taken 1 damage from entityflame.
[18:17:02	]1231 3123 has taken 1 damage from entityflame.
[18:17:02	]1231 3123 has taken 1 damage from entityflame.
[18:17:02	]1231 3123 has taken 1 damage from entityflame.
[18:17:02	]1231 3123 has taken 1 damage from entityflame.
[18:17:02	][IC] Gah'Lung'Gah: Ow.
[18:17:02	]1231 3123 has taken 1 damage from entityflame.
[18:17:03	]1231 3123 has taken 1 damage from entityflame.
[18:17:03	]1231 3123 has taken 1 damage from entityflame.
[18:17:03	][OOC] Male_07: Wait I'm so confused
[18:17:03	]1231 3123 has taken 1 damage from entityflame.
[18:17:03	]1231 3123 has taken 1 damage from entityflame.
[18:17:03	]1231 3123 has taken 1 damage from entityflame.
[18:17:04	][IC] Gah'Lung'Gah: Ow.
[18:17:04	]1231 3123 has taken 1 damage from entityflame.
[18:17:04	]1231 3123 has taken 1 damage from entityflame.
[18:17:04	]1231 3123 has taken 1 damage from entityflame.
[18:17:04	]1231 3123 has taken 1 damage from entityflame.
[18:17:04	]1231 3123 has taken 1 damage from entityflame.
[18:17:04	][IC] Gah'Lung'Gah: Ow.
[18:17:05	]1231 3123 has taken 1 damage from entityflame.
[18:17:05	]1231 3123 has taken 1 damage from entityflame.
[18:17:05	]1231 3123 has taken 1 damage from entityflame.
[18:17:05	][IC] Gah'Lung'Gah: Ow.
[18:17:05	]1231 3123 has taken 1 damage from entityflame.
[18:17:05	]1231 3123 has taken 1 damage from entityflame.
