[05:50:28	]ryebredd has connected.
[06:32:04	]José Juan Carlos Bautista exited observer at their location.
[06:32:33	]José Juan Carlos Bautista entered observer.
[06:32:39	]José Juan Carlos Bautista used command '/PanelRemove'.
[06:32:46	]José Juan Carlos Bautista exited observer at their location.
[06:32:58	]José Juan Carlos Bautista used command '/PanelAdd https://i.imgur.com/wcbDc4a.png 3 55'.
[06:33:01	]José Juan Carlos Bautista entered observer.
[06:33:02	]José Juan Carlos Bautista exited observer at their location.
[06:33:02	]José Juan Carlos Bautista entered observer.
[06:33:03	]José Juan Carlos Bautista exited observer at their location.
[06:33:05	]José Juan Carlos Bautista entered observer.
[06:33:07	]José Juan Carlos Bautista exited observer at their location.
[06:33:09	]José Juan Carlos Bautista entered observer.
[06:33:25	]José Juan Carlos Bautista exited observer at their location.
[06:33:58	]José Juan Carlos Bautista entered observer.
[06:33:59	]José Juan Carlos Bautista exited observer at their location.
[06:34:04	]José Juan Carlos Bautista entered observer.
[06:34:07	]José Juan Carlos Bautista exited observer at their location.
[06:34:09	]José Juan Carlos Bautista entered observer.
[06:34:09	]José Juan Carlos Bautista exited observer at their location.
[06:34:45	]José Juan Carlos Bautista has spawned 'models/props/props_crates/wooden_crate_32x64.mdl'.
[06:34:56	]José Juan Carlos Bautista has spawned 'models/props_debris/wood_board06a.mdl'.
[06:35:06	]José Juan Carlos Bautista has enabled persistence for 'models/props_debris/wood_board06a.mdl'.
[06:35:06	]José Juan Carlos Bautista has used a context menu option with the name: persist
[06:35:08	]José Juan Carlos Bautista has spawned 'models/props_debris/wood_board06a.mdl'.
[06:35:28	]José Juan Carlos Bautista has enabled persistence for 'models/build1/build3.mdl'.
[06:35:28	]José Juan Carlos Bautista has used a context menu option with the name: persist
[06:35:31	]José Juan Carlos Bautista has disabled persistence for 'models/props_debris/wood_board06a.mdl'.
[06:35:31	]José Juan Carlos Bautista has used a context menu option with the name: persist_end
[06:35:38	]José Juan Carlos Bautista has spawned 'models/props_debris/wood_board05a.mdl'.
[06:35:40	]José Juan Carlos Bautista has spawned 'models/props_debris/wood_board07a.mdl'.
[06:35:42	]José Juan Carlos Bautista has spawned 'models/props_debris/wood_board03a.mdl'.
[06:35:44	]José Juan Carlos Bautista has spawned 'models/props_debris/wood_board01a.mdl'.
[06:35:46	]José Juan Carlos Bautista has spawned 'models/props_debris/wood_board02a.mdl'.
[06:35:59	]José Juan Carlos Bautista has spawned 'models/props_debris/wood_chunk04a.mdl'.
[06:36:02	]José Juan Carlos Bautista has spawned 'models/props_debris/wood_chunk04a.mdl'.
[06:37:01	]José Juan Carlos Bautista has enabled persistence for 'models/props_debris/wood_board02a.mdl'.
[06:37:01	]José Juan Carlos Bautista has used a context menu option with the name: persist
[06:37:02	]José Juan Carlos Bautista has enabled persistence for 'models/props_debris/wood_board06a.mdl'.
[06:37:02	]José Juan Carlos Bautista has used a context menu option with the name: persist
[06:37:03	]José Juan Carlos Bautista has enabled persistence for 'models/props_debris/wood_board06a.mdl'.
[06:37:03	]José Juan Carlos Bautista has used a context menu option with the name: persist
[06:37:04	]José Juan Carlos Bautista entered observer.
[06:37:04	]José Juan Carlos Bautista exited observer at their location.
[06:37:20	]José Juan Carlos Bautista has spawned 'models/props_junk/trashdumpster01a.mdl'.
[06:37:25	]José Juan Carlos Bautista has enabled persistence for 'models/props_junk/trashdumpster01a.mdl'.
[06:37:25	]José Juan Carlos Bautista has used a context menu option with the name: persist
[06:37:26	]José Juan Carlos Bautista created a 'Dumpster' container.
[06:37:26	]José Juan Carlos Bautista has used a context menu option with the name: wncontainer_create
[06:37:27	]José Juan Carlos Bautista entered observer.
[06:37:28	]José Juan Carlos Bautista exited observer at their location.
[06:37:29	]José Juan Carlos Bautista entered observer.
[06:37:29	]José Juan Carlos Bautista exited observer at their location.
[06:37:33	]José Juan Carlos Bautista entered observer.
[06:37:47	]José Juan Carlos Bautista exited observer at their location.
[06:37:47	]José Juan Carlos Bautista entered observer.
[06:37:48	]José Juan Carlos Bautista exited observer at their location.
[06:38:37	]José Juan Carlos Bautista has spawned 'models/props_junk/garbage128_composite001d.mdl'.
[06:38:41	]José Juan Carlos Bautista has enabled persistence for 'models/props_junk/garbage128_composite001d.mdl'.
[06:38:41	]José Juan Carlos Bautista has used a context menu option with the name: persist
[06:38:43	]José Juan Carlos Bautista has spawned 'models/props_junk/garbage128_composite001c.mdl'.
[06:38:46	]José Juan Carlos Bautista has enabled persistence for 'models/props_junk/garbage128_composite001c.mdl'.
[06:38:46	]José Juan Carlos Bautista has used a context menu option with the name: persist
[06:38:49	]José Juan Carlos Bautista has spawned 'models/props_junk/garbage128_composite001b.mdl'.
[06:38:53	]José Juan Carlos Bautista entered observer.
[06:38:56	]José Juan Carlos Bautista has fired a toolgun with the name: nocollideworld
[06:39:16	]José Juan Carlos Bautista has fired a toolgun with the name: nocollideworld
[06:39:17	]José Juan Carlos Bautista has fired a toolgun with the name: nocollideworld
[06:39:21	]José Juan Carlos Bautista has enabled persistence for 'models/props_junk/garbage128_composite001b.mdl'.
[06:39:21	]José Juan Carlos Bautista has used a context menu option with the name: persist
[06:39:22	]José Juan Carlos Bautista exited observer at their location.
[06:39:50	]José Juan Carlos Bautista entered observer.
[06:40:56	]José Juan Carlos Bautista has spawned 'models/props_lab/workspace001.mdl'.
[06:40:57	]José Juan Carlos Bautista has spawned 'models/props_lab/workspace002.mdl'.
[06:40:59	]José Juan Carlos Bautista has spawned 'models/props_lab/workspace001.mdl'.
[06:41:01	]José Juan Carlos Bautista has spawned 'models/props_lab/workspace004.mdl'.
[06:41:14	]José Juan Carlos Bautista has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[06:41:44	]José Juan Carlos Bautista has enabled persistence for 'models/props_lab/workspace004.mdl'.
[06:41:44	]José Juan Carlos Bautista has used a context menu option with the name: persist
[06:41:45	]José Juan Carlos Bautista has enabled persistence for 'models/props_wasteland/controlroom_desk001b.mdl'.
[06:41:45	]José Juan Carlos Bautista has used a context menu option with the name: persist
[06:41:50	]José Juan Carlos Bautista exited observer at their location.
[06:41:54	]José Juan Carlos Bautista entered observer.
[06:42:59	]José Juan Carlos Bautista has spawned 'models/props_vehicles/truck002a_cab.mdl'.
[06:43:09	]José Juan Carlos Bautista has enabled persistence for 'models/props_vehicles/truck002a_cab.mdl'.
[06:43:09	]José Juan Carlos Bautista has used a context menu option with the name: persist
[06:43:10	]José Juan Carlos Bautista exited observer at their location.
[06:43:14	]José Juan Carlos Bautista has disabled persistence for 'models/props_vehicles/truck002a_cab.mdl'.
[06:43:14	]José Juan Carlos Bautista has used a context menu option with the name: persist_end
[06:43:24	]José Juan Carlos Bautista entered observer.
[06:43:41	]José Juan Carlos Bautista has fired a toolgun with the name: nocollideworld
[06:43:49	]José Juan Carlos Bautista exited observer at their location.
[06:43:52	]José Juan Carlos Bautista has enabled persistence for 'models/props_vehicles/truck002a_cab.mdl'.
[06:43:52	]José Juan Carlos Bautista has used a context menu option with the name: persist
[06:44:02	]José Juan Carlos Bautista has spawned 'models/props_junk/trashcluster01a.mdl'.
[06:44:09	]José Juan Carlos Bautista has used a context menu option with the name: skin
[06:44:10	]José Juan Carlos Bautista has enabled persistence for 'models/props_junk/trashcluster01a.mdl'.
[06:44:10	]José Juan Carlos Bautista has used a context menu option with the name: persist
[06:44:15	]José Juan Carlos Bautista has spawned 'models/props_trainstation/trashcan_indoor001a.mdl'.
[06:44:21	]José Juan Carlos Bautista has spawned 'models/props_trainstation/trashcan_indoor001b.mdl'.
[06:44:31	]José Juan Carlos Bautista has spawned 'models/props/de_train/hr_t/trash_b/hr_food_pile.mdl'.
[06:44:32	]José Juan Carlos Bautista has spawned 'models/props/de_train/hr_t/trash_b/hr_food_pile_02.mdl'.
[06:44:36	]José Juan Carlos Bautista has spawned 'models/props/de_train/hr_t/trash_a/trash_a.mdl'.
[06:44:39	]José Juan Carlos Bautista has spawned 'models/props/de_train/hr_t/trash_a/trash_a_cans.mdl'.
[06:44:49	]José Juan Carlos Bautista entered observer.
[06:45:13	]José Juan Carlos Bautista exited observer at their location.
[06:45:16	]José Juan Carlos Bautista entered observer.
[06:45:21	]José Juan Carlos Bautista exited observer at their location.
[06:45:23	]José Juan Carlos Bautista entered observer.
[06:45:25	]José Juan Carlos Bautista exited observer at their location.
[06:45:26	]José Juan Carlos Bautista entered observer.
[06:46:02	]José Juan Carlos Bautista used command '/PanelRemove'.
[06:46:05	]José Juan Carlos Bautista has used a context menu option with the name: rb655_dissolve
[06:46:28	]José Juan Carlos Bautista exited observer at their location.
[06:46:29	]José Juan Carlos Bautista entered observer.
[06:46:33	]José Juan Carlos Bautista exited observer at their location.
[06:46:36	]ryebredd (STEAM_0:0:30307584) has disconnected.
[19:44:56	]Imperator RAD-X has connected.
[19:47:59	]Imperator RAD-X loaded the character 'ADV/F9-39/SH.40'
[19:48:41	]ADV/F9-39/SH.40 entered observer.
[19:48:43	]ADV/F9-39/SH.40 exited observer at their location.
[19:48:45	]ADV/F9-39/SH.40 entered observer.
[19:49:03	]ADV/F9-39/SH.40 exited observer at their location.
[19:49:11	]ADV/F9-39/SH.40 entered observer.
[19:49:34	]ADV/F9-39/SH.40 has used a context menu option with the name: remove
[19:49:48	]ADV/F9-39/SH.40 has spawned 'models/props_combine/combine_booth_short01a.mdl'.
[19:50:16	]ADV/F9-39/SH.40 exited observer at their location.
[19:50:27	]ADV/F9-39/SH.40 has enabled persistence for 'models/props_combine/combine_booth_short01a.mdl'.
[19:50:27	]ADV/F9-39/SH.40 has used a context menu option with the name: persist
[19:50:27	]ADV/F9-39/SH.40 entered observer.
[19:50:28	]ADV/F9-39/SH.40 exited observer at their location.
[19:50:38	]ADV/F9-39/SH.40 has spawned 'models/props_combine/combine_light002a.mdl'.
[19:50:46	]ADV/F9-39/SH.40 has spawned a usable entity class 'ix_lamp' with model 'models/props_combine/combine_light002a.mdl'.
[19:50:46	]ADV/F9-39/SH.40 has used a context menu option with the name: ixusableentitycreate
[19:51:00	]ADV/F9-39/SH.40 entered observer.
[19:51:15	]ADV/F9-39/SH.40 exited observer at their location.
[19:51:16	]ADV/F9-39/SH.40 entered observer.
[19:51:23	]ADV/F9-39/SH.40 exited observer at their location.
[19:51:26	]ADV/F9-39/SH.40 has spawned 'models/props_combine/combine_interface001.mdl'.
[19:51:33	]ADV/F9-39/SH.40 entered observer.
[19:51:35	]ADV/F9-39/SH.40 exited observer at their location.
[19:51:39	]ADV/F9-39/SH.40 entered observer.
[19:51:50	]ADV/F9-39/SH.40 has spawned a 'Entity [251][ix_forcefield]'.
[19:51:57	]ADV/F9-39/SH.40 has spawned a 'Entity [251][ix_forcefield]'.
[19:52:05	]ADV/F9-39/SH.40 has spawned a 'Entity [251][ix_forcefield]'.
[19:52:17	]ADV/F9-39/SH.40 exited observer at their location.
[19:52:32	]Imperator RAD-X loaded the character 'Manhack'
[19:52:37	]Manhack is fully healed.
[19:52:38	]Manhack entered observer.
[19:52:41	]Manhack exited observer at their location.
[19:52:47	]Manhack entered observer.
[19:52:54	]Manhack has spawned a 'Entity [236][ix_forcefield]'.
[19:52:55	]Manhack exited observer at their location.
[19:53:10	]Manhack ran 'drop' on item 'CP Mask' (#1307930)
[19:53:10	]Manhack has lost a 'CP Mask' #1307930.
[19:53:12	]Manhack ran 'drop' on item 'CP Uniform' (#1307929)
[19:53:12	]Manhack has lost a 'CP Uniform' #1307929.
[19:53:15	]Manhack has used a context menu option with the name: remove
[19:53:16	]Manhack has used a context menu option with the name: remove
[19:53:30	]Manhack has given himself a uniform_ocs.
[19:53:30	]Manhack has gained a 'Containment Uniform' #1583997.
[19:53:31	]Manhack has given himself a mask_cp.
[19:53:31	]Manhack has gained a 'CP Mask' #1583998.
[19:53:59	]Manhack entered observer.
[19:53:59	]Manhack exited observer at their location.
[19:54:01	]Manhack entered observer.
[19:54:06	]Manhack exited observer at their location.
[19:54:08	]Manhack entered observer.
[19:54:24	]Manhack has spawned 'models/props_combine/combine_booth_short01a.mdl'.
[19:54:37	]Manhack has spawned 'models/props_combine/combine_barricade_med02b.mdl'.
[19:54:45	]Manhack has fired a toolgun with the name: nocollideworld
[19:54:55	]Manhack has enabled persistence for 'models/props_combine/combine_barricade_med02b.mdl'.
[19:54:55	]Manhack has used a context menu option with the name: persist
[19:55:01	]Manhack has spawned 'models/props_combine/combine_booth_short01a.mdl'.
[19:55:12	]Manhack has spawned 'models/props_combine/combine_barricade_med02c.mdl'.
[19:55:19	]Manhack has fired a toolgun with the name: nocollideworld
[19:56:03	]Manhack exited observer at their location.
[19:56:05	]Manhack entered observer.
[19:56:21	]Manhack has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[19:56:25	]Manhack has fired a toolgun with the name: nocollideworld
[19:56:36	]Manhack has enabled persistence for 'models/props_debris/concrete_debris256pile001a.mdl'.
[19:56:36	]Manhack has used a context menu option with the name: persist
[19:56:39	]Manhack exited observer at their location.
[19:56:44	]Manhack entered observer.
[19:58:01	]Manhack has enabled persistence for 'models/props_combine/combine_barricade_med02c.mdl'.
[19:58:01	]Manhack has used a context menu option with the name: persist
[19:58:13	]Manhack has spawned 'models/props_wasteland/exterior_fence001a.mdl'.
[19:58:15	]Manhack has spawned 'models/props_wasteland/interior_fence002c.mdl'.
[19:58:23	]Manhack has fired a toolgun with the name: nocollideworld
[19:58:40	]Manhack has enabled persistence for 'models/props_wasteland/interior_fence002c.mdl'.
[19:58:40	]Manhack has used a context menu option with the name: persist
[19:59:03	]Manhack has fired a toolgun with the name: nocollideworld
[19:59:05	]Manhack has disabled persistence for 'models/props_wasteland/interior_fence002c.mdl'.
[19:59:05	]Manhack has used a context menu option with the name: persist_end
[19:59:14	]Manhack has fired a toolgun with the name: nocollideworld
[19:59:16	]Manhack has enabled persistence for 'models/props_wasteland/interior_fence002c.mdl'.
[19:59:16	]Manhack has used a context menu option with the name: persist
[19:59:18	]Manhack exited observer at their location.
