[00:00:20	][IC] Mar'Eyoo: Stop typing.
[00:17:50	]C24:i5.GRID-3 has taken 4 damage from John Husky.
[00:17:50	]John Husky has hit C24:i5.GRID-3 in the head dealing 4 damage (CritChance was 0.25).
[00:17:50	]C24:i5.GRID-3 has taken 4 damage from John Husky.
[00:17:50	]John Husky has hit C24:i5.GRID-3 in the head dealing 4 damage (CritChance was 0.25).
[00:17:50	]C24:i5.GRID-3 has taken 4 damage from John Husky.
[00:17:50	]John Husky has gained level 22 in the Guns skill.
[00:17:50	]John Husky has critically hit C24:i5.GRID-3 in the head dealing 8 damage (CritChance was 0.25).
[00:17:50	]C24:i5.GRID-3 has taken 8 damage from John Husky.
[00:17:50	]C17:RCT.YELLO-33 has gained a '30rnd MP-magazine' #1656025.
[00:17:50	]C17:RCT.YELLO-33 has lost a '30rnd MP-magazine' #1656026.
[00:17:50	]John Husky has hit C24:i5.GRID-3 in the chest dealing 4 damage (CritChance was 0.25).
[00:17:50	]C24:i5.GRID-3 has taken 4 damage from John Husky.
[00:17:50	]John Husky has critically hit C24:i5.GRID-3 in the chest dealing 7 damage (CritChance was 0.25).
[00:17:50	]C24:i5.GRID-3 has taken 7 damage from John Husky.
[00:17:50	]John Husky has hit C24:i5.GRID-3 in the stomach dealing 4 damage (CritChance was 0.25).
[00:17:50	]C24:i5.GRID-3 has taken 4 damage from John Husky.
[00:17:50	]John Husky has critically hit C24:i5.GRID-3 in the chest dealing 7 damage (CritChance was 0.25).
[00:17:50	]C24:i5.GRID-3 has taken 7 damage from John Husky.
[00:17:50	]John Husky has gained level 23 in the Guns skill.
[00:17:50	]John Husky has hit C24:i5.GRID-3 in the chest dealing 4 damage (CritChance was 0.25).
[00:17:50	]C24:i5.GRID-3 has taken 4 damage from John Husky.
[00:17:50	]John Husky has critically hit C24:i5.GRID-3 in the chest dealing 7 damage (CritChance was 0.84).
[00:17:50	]C24:i5.GRID-3 has taken 7 damage from John Husky.
[00:17:50	]John Husky has critically hit C24:i5.GRID-3 in the chest dealing 7 damage (CritChance was 0.84).
[00:17:50	]C24:i5.GRID-3 has taken 7 damage from John Husky.
[00:17:50	]John Husky has critically hit C24:i5.GRID-3 in the stomach dealing 7 damage (CritChance was 0.84).
[00:17:50	]C24:i5.GRID-3 has taken 7 damage from John Husky.
[00:17:51	][IC] C24:i5.GRID-3: <:: Oh. ::>
[00:17:51	]John Husky has hit C24:i5.GRID-3 in the right arm dealing 2 damage (CritChance was 0.84).
[00:17:51	]C24:i5.GRID-3 has taken 2 damage from John Husky.
[00:17:51	]John Husky has gained level 24 in the Guns skill.
[00:17:51	]John Husky has critically hit C24:i5.GRID-3 in the right arm dealing 2 damage (CritChance was 0.84).
[00:17:51	]C24:i5.GRID-3 has taken 2 damage from John Husky.
[00:17:51	]John Husky has critically hit C24:i5.GRID-3 in the right arm dealing 2 damage (CritChance was 0.84).
[00:17:51	]C24:i5.GRID-3 has taken 2 damage from John Husky.
[00:17:51	]John Husky has critically hit C24:i5.GRID-3 in the right arm dealing 2 damage (CritChance was 0.84).
[00:17:51	]C24:i5.GRID-3 has taken 2 damage from John Husky.
[00:17:51	]John Husky has hit C24:i5.GRID-3 in the right arm dealing 2 damage (CritChance was 0.84).
[00:17:51	]C24:i5.GRID-3 has taken 2 damage from John Husky.
[00:17:51	]John Husky has critically hit C24:i5.GRID-3 in the right arm dealing 2 damage (CritChance was 0.84).
[00:17:51	]C24:i5.GRID-3 has taken 2 damage from John Husky.
[00:17:51	]John Husky has gained level 25 in the Guns skill.
[00:17:51	]John Husky has critically hit C24:i5.GRID-3 in the right arm dealing 2 damage (CritChance was 0.84).
[00:17:51	]C24:i5.GRID-3 has taken 2 damage from John Husky.
[00:17:51	]John Husky has critically hit C24:i5.GRID-3 in the right arm dealing 2 damage (CritChance was 0.84).
[00:17:51	]C24:i5.GRID-3 has taken 2 damage from John Husky.
[00:17:52	][IC] C24:i5.GRID-3: <:: I have no ammo]. ::>
[00:17:52	]John Husky has hit C24:i5.GRID-3 in the head dealing 4 damage (CritChance was 0.84).
[00:17:52	]C24:i5.GRID-3 has taken 4 damage from John Husky.
[00:17:52	]John Husky has critically hit C24:i5.GRID-3 in the head dealing 8 damage (CritChance was 0.84).
[00:17:52	]C24:i5.GRID-3 has taken 8 damage from John Husky.
[00:17:52	]John Husky has gained level 26 in the Guns skill.
[00:17:52	]John Husky has critically hit C24:i5.GRID-3 in the head dealing 8 damage (CritChance was 0.84).
[00:17:52	]C24:i5.GRID-3 has taken 8 damage from John Husky.
[00:17:52	]John Husky has critically hit C24:i5.GRID-3 in the head dealing 8 damage (CritChance was 0.84).
[00:17:52	]C24:i5.GRID-3 has taken 8 damage from John Husky.
[00:17:52	]John Husky has critically hit C24:i5.GRID-3 in the head dealing 8 damage (CritChance was 0.84).
[00:17:52	]C24:i5.GRID-3 has taken 8 damage from John Husky.
[00:17:52	]John Husky has hit C24:i5.GRID-3 in the right arm dealing 2 damage (CritChance was 0.84).
[00:17:52	]C24:i5.GRID-3 has taken 2 damage from John Husky.
[00:17:52	]John Husky has critically hit C24:i5.GRID-3 in the head dealing 8 damage (CritChance was 0.84).
[00:17:52	]C24:i5.GRID-3 has taken 8 damage from John Husky.
[00:17:52	]John Husky has gained level 27 in the Guns skill.
[00:17:52	]John Husky has critically hit C24:i5.GRID-3 in the head dealing 8 damage (CritChance was 0.84).
[00:17:52	]C24:i5.GRID-3 has taken 8 damage from John Husky.
[00:17:52	][IC] C24:i5.GRID-3: <:: Lol. ::>
[00:17:53	]John Husky has critically hit C24:i5.GRID-3 in the head dealing 8 damage (CritChance was 0.84).
[00:17:53	]C24:i5.GRID-3 was knocked unconscious and is bleeding out.
[00:17:54	]John Husky has gained a '8rnd 870-magazine' #1652746.
[00:17:54	]John Husky has lost a '8rnd 870-magazine' #1652747.
[00:17:55	]C17:RCT.YELLO-33 has hit John Husky in the chest dealing 0 damage (CritChance was 0.14).
[00:17:55	]C17:RCT.YELLO-33 has critically hit John Husky in the head dealing 12 damage (CritChance was 0.14).
[00:17:55	]John Husky has taken 12 damage from C17:RCT.YELLO-33.
[00:17:55	]C17:RCT.YELLO-33 has gained level 8 in the Guns skill.
[00:17:55	]C17:RCT.YELLO-33 has hit John Husky in the head dealing 6 damage (CritChance was 0.14).
[00:17:55	]John Husky has taken 6 damage from C17:RCT.YELLO-33.
[00:17:55	]C17:RCT.YELLO-33 has hit John Husky in the head dealing 6 damage (CritChance was 0.14).
[00:17:55	]John Husky has taken 6 damage from C17:RCT.YELLO-33.
[00:17:55	]C17:RCT.YELLO-33 has critically hit John Husky in the chest dealing 11 damage (CritChance was 0.93).
[00:17:55	]John Husky has taken 11 damage from C17:RCT.YELLO-33.
[00:17:55	]C17:RCT.YELLO-33 has gained level 9 in the Guns skill.
[00:17:55	]C17:RCT.YELLO-33 has critically hit John Husky in the head dealing 12 damage (CritChance was 0.93).
[00:17:55	]John Husky has taken 12 damage from C17:RCT.YELLO-33.
[00:17:55	]C17:RCT.YELLO-33 has critically hit John Husky in the head dealing 12 damage (CritChance was 0.94).
[00:17:55	]John Husky has taken 12 damage from C17:RCT.YELLO-33.
[00:17:55	]C17:RCT.YELLO-33 has critically hit John Husky in the head dealing 12 damage (CritChance was 0.94).
[00:17:55	]John Husky has taken 12 damage from C17:RCT.YELLO-33.
[00:17:55	]C17:RCT.YELLO-33 has gained level 10 in the Guns skill.
[00:17:55	]C17:RCT.YELLO-33 has critically hit John Husky in the head dealing 12 damage (CritChance was 0.94).
[00:17:55	]John Husky has taken 12 damage from C17:RCT.YELLO-33.
[00:17:55	]C17:RCT.YELLO-33 has critically hit John Husky in the chest dealing 11 damage (CritChance was 0.95).
[00:17:55	]John Husky has taken 11 damage from C17:RCT.YELLO-33.
[00:17:56	]C17:RCT.YELLO-33 has critically hit John Husky in the head dealing 12 damage (CritChance was 0.95).
[00:17:56	]John Husky has taken 12 damage from C17:RCT.YELLO-33.
[00:17:56	]C17:RCT.YELLO-33 has gained level 11 in the Guns skill.
[00:17:56	]C17:RCT.YELLO-33 has critically hit John Husky in the chest dealing 11 damage (CritChance was 0.95).
[00:17:56	]John Husky has taken 11 damage from C17:RCT.YELLO-33.
[00:17:56	]C17:RCT.YELLO-33 has critically hit John Husky in the head dealing 12 damage (CritChance was 0.96).
[00:17:56	]John Husky has gained a '8rnd 870-magazine' #1652747.
[00:17:56	]John Husky was knocked unconscious and is bleeding out.
[00:17:57	]C17:RCT.YELLO-33 has gained level 12 in the Guns skill.
[00:17:57	]C17:RCT.YELLO-33 has critically hit John Husky in the right leg dealing 0 damage (CritChance was 0.96).
[00:17:57	]C17:RCT.YELLO-33 has critically hit John Husky in the right leg dealing 10 damage (CritChance was 0.97).
[00:17:57	]John Husky was killed while bleeding out.
[00:17:57	]C17:RCT.YELLO-33 has killed John Husky with player.
[00:17:58	]C17:RCT.YELLO-33 has gained a '30rnd MP-magazine' #1656026.
[00:17:58	]C17:RCT.YELLO-33 has lost a '30rnd MP-magazine' #1656025.
[00:17:58	]C24:i5.GRID-3 ran SAM command 'hp' with arguments: 'grid-3' '100'
[00:17:59	]C24:i5.GRID-3 is no longer unconscious from critical wounds.
[00:17:59	]C24:i5.GRID-3 is fully healed.
[00:18:03	]C17:RCT.YELLO-33 ran 'combine' on item '30rnd MP-magazine' (#1656026)
[00:18:04	]C17:RCT.YELLO-33 has gained a '30rnd MP-magazine' #1656025.
[00:18:04	]C17:RCT.YELLO-33 has lost a '30rnd MP-magazine' #1656026.
[00:18:05	][OOC] John Husky: mfw no bleedout god mode.
[00:18:07	][IC] C24:i5.GRID-3: <:: This character is pre arccw. ::>
[00:18:12	][IC] C17:RCT.YELLO-33: <:: Ok. ::>
[00:18:14	][IC] C24:i5.GRID-3: <:: I have no ammo. ::>
[00:18:18	][OOC] John Husky: TRASH server ..
[00:18:21	]C24:i5.GRID-3 ran 'EquipUn' on item 'USP-45' (#1518040)
[00:18:26	]C24:i5.GRID-3 used command '/CharStopBleedout grid-3'.
[00:18:28	]C24:i5.GRID-3 ran 'drop' on item 'USP-45' (#1518040)
[00:18:28	]C24:i5.GRID-3 has lost a 'USP-45' #1518040.
[00:18:30	]C24:i5.GRID-3 has used a context menu option with the name: remove
[00:18:38	]C24:i5.GRID-3 has given himself a akm.
[00:18:38	]C24:i5.GRID-3 has gained a 'AKM' #1656032.
[00:18:40	]C24:i5.GRID-3 ran 'Equip' on item 'AKM' (#1656032)
[00:18:40	][OOC] Mister Promiscuous: where is VADIM
[00:18:43	]Mister Promiscuous entered observer.
[00:18:52	][OOC] John Husky: his pc is from 1998 its not his fauklt
[00:18:54	]Mister Promiscuous exited observer at their location.
[00:18:56	]C24:i5.GRID-3 has given himself a bullets_assaultrifle.
[00:18:56	]C24:i5.GRID-3 has gained a 'Assault Rifle Bullets' #1656033.
[00:19:01	]C24:i5.GRID-3 used command '/CharGiveItem grid-3 bullets_assaultrifle 7'.
[00:19:01	]C24:i5.GRID-3 has gained a 'Assault Rifle Bullets' #1656034.
[00:19:01	]C24:i5.GRID-3 has gained a 'Assault Rifle Bullets' #1656035.
[00:19:01	]C24:i5.GRID-3 has gained a 'Assault Rifle Bullets' #1656036.
[00:19:01	]C24:i5.GRID-3 has gained a 'Assault Rifle Bullets' #1656037.
[00:19:01	]C24:i5.GRID-3 has gained a 'Assault Rifle Bullets' #1656038.
[00:19:01	]C24:i5.GRID-3 has gained a 'Assault Rifle Bullets' #1656039.
[00:19:01	]C24:i5.GRID-3 has gained a 'Assault Rifle Bullets' #1656040.
[00:19:15	]John Husky ran 'combine' on item '8rnd 870-magazine' (#1652749)
[00:19:16	]John Husky ran 'combine' on item '8rnd 870-magazine' (#1652748)
[00:19:17	]John Husky ran 'combine' on item '8rnd 870-magazine' (#1652746)
[00:19:17	]John Husky ran 'combine' on item '8rnd 870-magazine' (#1652747)
[00:19:26	][OOC] John Husky: the shotgun magazine system fills me with rage
[00:19:26	]C24:i5.GRID-3 has given himself a magazine_m4_30rnd.
[00:19:26	]C24:i5.GRID-3 has gained a '30rnd M4-magazine' #1656041.
[00:19:29	]C24:i5.GRID-3 ran 'combine' on item '30rnd M4-magazine' (#1656041)
[00:19:35	]Leudoberct loaded the character 'Yaroslav Kiselyov'
[00:19:35	]Yaroslav Kiselyov their 'civil protection lockers' stash no longer exists, location reset.
[00:19:40	]Yaroslav Kiselyov is fully healed.
[00:19:48	]Leudoberct loaded the character 'C24:i5.GRID-3'
[00:20:02	]C24:i5.GRID-3 ran 'drop' on item '30rnd M4-magazine' (#1656041)
[00:20:02	]C24:i5.GRID-3 has lost a '30rnd M4-magazine' #1656041.
[00:20:04	]C24:i5.GRID-3 has used a context menu option with the name: remove
[00:20:07	]Vadim has connected.
[00:20:08	]C24:i5.GRID-3 used command '/CharGiveItem grid-3 magazine_ak_30rnd 7'.
[00:20:08	]C24:i5.GRID-3 has gained a '30rnd AK-magazine' #1656042.
[00:20:08	]C24:i5.GRID-3 has gained a '30rnd AK-magazine' #1656043.
[00:20:08	]C24:i5.GRID-3 has gained a '30rnd AK-magazine' #1656044.
[00:20:08	]C24:i5.GRID-3 has gained a '30rnd AK-magazine' #1656045.
[00:20:08	]C24:i5.GRID-3 has gained a '30rnd AK-magazine' #1656046.
[00:20:08	]C24:i5.GRID-3 has gained a '30rnd AK-magazine' #1656047.
[00:20:08	]C24:i5.GRID-3 has gained a '30rnd AK-magazine' #1656048.
[00:20:11	][OOC] C17:RCT.YELLO-33: how come i cant even raise my gun and lower it without swapping mags
[00:20:13	]C24:i5.GRID-3 has given himself a bullets_assaultrifle.
[00:20:13	]C24:i5.GRID-3 has gained a 'Assault Rifle Bullets' #1656049.
[00:20:15	]C24:i5.GRID-3 ran 'combine' on item '30rnd AK-magazine' (#1656047)
[00:20:15	]C24:i5.GRID-3 ran 'combine' on item '30rnd AK-magazine' (#1656046)
[00:20:16	]C24:i5.GRID-3 ran 'combine' on item '30rnd AK-magazine' (#1656042)
[00:20:16	]C24:i5.GRID-3 ran 'combine' on item '30rnd AK-magazine' (#1656043)
[00:20:17	]C24:i5.GRID-3 ran 'combine' on item '30rnd AK-magazine' (#1656044)
[00:20:18	]C24:i5.GRID-3 ran 'combine' on item '30rnd AK-magazine' (#1656045)
[00:20:19	]C24:i5.GRID-3 ran 'combine' on item '30rnd AK-magazine' (#1656048)
[00:20:21	]C24:i5.GRID-3 has lost a '30rnd AK-magazine' #1656048.
[00:20:22	]C17:RCT.YELLO-33 used command '/ActStand 5'.
[00:20:26	]C24:i5.GRID-3 ran SAM command 'armor' with arguments: 'grid-3' '50'
[00:20:28	][IC] C17:RCT.YELLO-33: <:: Wtf. ::>
[00:20:30	]C24:i5.GRID-3 used command '/ToggleRaise'.
[00:20:34	]C24:i5.GRID-3 has given himself a flashlight.
[00:20:34	]C24:i5.GRID-3 has gained a 'Flashlight' #1656050.
[00:20:35	][IC] C17:RCT.YELLO-33: <:: I cant see shit. ::>
[00:20:36	][OOC] John Husky: because this game SUCKS ASS!
[00:20:40	]C24:i5.GRID-3 has critically hit John Husky in the chest dealing 18 damage (CritChance was 1.01).
[00:20:40	]John Husky has taken 18 damage from C24:i5.GRID-3.
[00:20:40	]C24:i5.GRID-3 has critically hit John Husky in the stomach dealing 18 damage (CritChance was 1.01).
[00:20:40	]John Husky has taken 18 damage from C24:i5.GRID-3.
[00:20:40	]C24:i5.GRID-3 has critically hit John Husky in the chest dealing 18 damage (CritChance was 1.01).
[00:20:40	]John Husky has taken 18 damage from C24:i5.GRID-3.
[00:20:41	]C24:i5.GRID-3 has critically hit John Husky in the right leg dealing 5 damage (CritChance was 1.01).
[00:20:41	]John Husky has taken 4 damage from C24:i5.GRID-3.
[00:20:41	]C24:i5.GRID-3 has critically hit John Husky in the stomach dealing 18 damage (CritChance was 1.01).
[00:20:41	]John Husky has taken 18 damage from C24:i5.GRID-3.
[00:20:41	]C24:i5.GRID-3 has gained level 41 in the Guns skill.
[00:20:41	]C24:i5.GRID-3 has critically hit John Husky in the stomach dealing 18 damage (CritChance was 1.01).
[00:20:41	]John Husky has taken 18 damage from C24:i5.GRID-3.
[00:20:41	]C24:i5.GRID-3 has critically hit John Husky in the right leg dealing 5 damage (CritChance was 1.01).
[00:20:41	]John Husky was knocked unconscious and is bleeding out.
[00:20:43	]C24:i5.GRID-3 has hit C17:RCT.YELLO-33 in the chest dealing 11 damage (CritChance was 0.30).
[00:20:43	]C17:RCT.YELLO-33 has taken 11 damage from C24:i5.GRID-3.
[00:20:43	]C24:i5.GRID-3 has hit C17:RCT.YELLO-33 in the left arm dealing 5 damage (CritChance was 0.30).
[00:20:43	]C17:RCT.YELLO-33 has taken 4 damage from C24:i5.GRID-3.
[00:20:43	]C24:i5.GRID-3 has critically hit C17:RCT.YELLO-33 in the stomach dealing 18 damage (CritChance was 0.30).
[00:20:43	]C17:RCT.YELLO-33 has taken 18 damage from C24:i5.GRID-3.
[00:20:43	]C24:i5.GRID-3 has hit C17:RCT.YELLO-33 in the stomach dealing 11 damage (CritChance was 0.30).
[00:20:43	]C17:RCT.YELLO-33 has taken 11 damage from C24:i5.GRID-3.
[00:20:43	]C24:i5.GRID-3 has hit C17:RCT.YELLO-33 in the stomach dealing 11 damage (CritChance was 0.30).
[00:20:43	]C17:RCT.YELLO-33 has taken 11 damage from C24:i5.GRID-3.
[00:20:43	]C24:i5.GRID-3 has critically hit C17:RCT.YELLO-33 in the left arm dealing 5 damage (CritChance was 1.01).
[00:20:43	]C17:RCT.YELLO-33 has taken 4 damage from C24:i5.GRID-3.
[00:20:43	]C24:i5.GRID-3 has critically hit C17:RCT.YELLO-33 in the left arm dealing 5 damage (CritChance was 1.01).
[00:20:43	]C17:RCT.YELLO-33 has taken 4 damage from C24:i5.GRID-3.
[00:20:43	]C24:i5.GRID-3 has critically hit C17:RCT.YELLO-33 in the stomach dealing 18 damage (CritChance was 1.01).
[00:20:43	]C17:RCT.YELLO-33 has taken 18 damage from C24:i5.GRID-3.
[00:20:44	]C24:i5.GRID-3 has critically hit C17:RCT.YELLO-33 in the stomach dealing 18 damage (CritChance was 1.01).
[00:20:44	]C17:RCT.YELLO-33 has taken 18 damage from C24:i5.GRID-3.
[00:20:44	]C24:i5.GRID-3 has critically hit C17:RCT.YELLO-33 in the stomach dealing 18 damage (CritChance was 1.01).
[00:20:44	]C17:RCT.YELLO-33 has taken 18 damage from C24:i5.GRID-3.
[00:20:44	]C24:i5.GRID-3 has gained level 42 in the Guns skill.
[00:20:44	]C24:i5.GRID-3 has critically hit C17:RCT.YELLO-33 in the stomach dealing 18 damage (CritChance was 1.01).
[00:20:44	]C17:RCT.YELLO-33 has taken 18 damage from C24:i5.GRID-3.
[00:20:44	]C24:i5.GRID-3 has critically hit C17:RCT.YELLO-33 in the stomach dealing 18 damage (CritChance was 1.01).
[00:20:44	]C17:RCT.YELLO-33 has gained a '30rnd MP-magazine' #1656026.
[00:20:44	]C17:RCT.YELLO-33 was knocked unconscious and is bleeding out.
[00:20:46	]C24:i5.GRID-3 has critically hit C17:RCT.YELLO-33 in the right leg dealing 0 damage (CritChance was 1.01).
[00:20:46	]C24:i5.GRID-3 has critically hit C17:RCT.YELLO-33 in the right leg dealing 0 damage (CritChance was 1.01).
[00:20:46	]C24:i5.GRID-3 has critically hit C17:RCT.YELLO-33 in the right leg dealing 0 damage (CritChance was 1.01).
[00:20:46	]C24:i5.GRID-3 has critically hit C17:RCT.YELLO-33 in the right leg dealing 17 damage (CritChance was 1.01).
[00:20:46	]C17:RCT.YELLO-33 was killed while bleeding out.
[00:20:46	]C24:i5.GRID-3 has killed C17:RCT.YELLO-33 with player.
[00:20:46	]Mister Promiscuous entered observer.
[00:20:47	]C24:i5.GRID-3 has gained a '30rnd AK-magazine' #1656048.
[00:20:47	]C24:i5.GRID-3 has lost a '30rnd AK-magazine' #1656047.
[00:20:50	]Mister Promiscuous exited observer at their location.
[00:20:50	]C24:i5.GRID-3 has critically hit John Husky in the right leg dealing 0 damage (CritChance was 0.97).
[00:20:50	]C24:i5.GRID-3 has critically hit John Husky in the right leg dealing 17 damage (CritChance was 0.97).
[00:20:50	]John Husky was killed while bleeding out.
[00:20:50	]C24:i5.GRID-3 has killed John Husky with player.
[00:20:52	][OOC] C24:i5.GRID-3: mcp on top
[00:20:53	]Leudoberct (STEAM_0:0:80190) has disconnected.
[00:20:57	]C17:RCT.YELLO-33 ran 'Equip' on item 'MP7A1' (#1656024)
[00:20:59	]C17:RCT.YELLO-33 has lost a '30rnd MP-magazine' #1656026.
[00:21:07	]Mister Promiscuous entered observer.
[00:21:10	]Mister Promiscuous exited observer at their location.
[00:21:10	]Mister Promiscuous entered observer.
[00:21:11	]Mister Promiscuous exited observer at their location.
[00:21:18	]C17:RCT.YELLO-33 has gained a '30rnd MP-magazine' #1656026.
[00:21:18	]C17:RCT.YELLO-33 has lost a '30rnd MP-magazine' #1656025.
[00:21:21	]C17:RCT.YELLO-33 has gained a '30rnd MP-magazine' #1656025.
[00:21:21	]C17:RCT.YELLO-33 has lost a '30rnd MP-magazine' #1656026.
[00:21:21	]Vadim loaded the character 'Mar'Eyoo'
[00:21:26	]Mar'Eyoo is fully healed.
[00:21:27	]Mister Promiscuous has hit C17:RCT.YELLO-33 in the head dealing 21 damage (CritChance was 0.11).
[00:21:27	]C17:RCT.YELLO-33 has taken 21 damage from Mister Promiscuous.
