[01:48:17	]'Sevens' has connected.
[12:00:46	]GM character has gained a 'CWU Member Access Keycard' #2050598.
[12:00:50	]GM character has used a context menu option with the name: remove
[12:00:54	]GM character has spawned a 'Entity [294][ix_cwuterminal]'.
[12:00:59	]GM character used command '/CreateCid gm'.
[12:00:59	]GM character has gained a '#52785's Identity Card' #2050600.
[12:01:04	]GM character ran 'drop' on item '#52785's Identity Card' (#2050600)
[12:01:04	]GM character has lost a '#52785's Identity Card' #2050600.
[12:01:06	]GM character ran 'drop' on item 'CWU Member Access Keycard' (#2050598)
[12:01:06	]GM character has lost a 'CWU Member Access Keycard' #2050598.
[12:01:14	]GM character has used a context menu option with the name: remove
[12:01:34	]GM character has used a context menu option with the name: remove
[12:01:46	]GM character entered observer.
[12:01:46	]GM character exited observer at their location.
[12:01:49	]reece (STEAM_0:1:158746618) has disconnected.
[16:41:56	][CG] Delta has connected.
[16:42:27	][CG] Delta loaded the character 'Harvey Dalloway'
[16:43:25	]Harvey Dalloway ran 'drop' on item 'CWU Member Access Keycard' (#1372715)
[16:43:25	]Harvey Dalloway has lost a 'CWU Member Access Keycard' #1372715.
[16:43:32	]Harvey Dalloway ran 'drop' on item '#64767's Identity Card' (#1342769)
[16:43:32	]Harvey Dalloway has lost a '#64767's Identity Card' #1342769.
[16:43:43	]Harvey Dalloway ran 'take' on item '#64767's Identity Card' (#1342769)
[16:43:43	]Harvey Dalloway has gained a '#64767's Identity Card' #1342769.
[16:43:45	]Harvey Dalloway ran 'drop' on item '#64767's Identity Card' (#1342769)
[16:43:45	]Harvey Dalloway has lost a '#64767's Identity Card' #1342769.
[16:45:32	]Harvey Dalloway ran 'take' on item '#64767's Identity Card' (#1342769)
[16:45:32	]Harvey Dalloway has gained a '#64767's Identity Card' #1342769.
[16:45:49	]Harvey Dalloway ran 'drop' on item '#64767's Identity Card' (#1342769)
[16:45:49	]Harvey Dalloway has lost a '#64767's Identity Card' #1342769.
[16:46:52	]Harvey Dalloway ran 'take' on item '#64767's Identity Card' (#1342769)
[16:46:52	]Harvey Dalloway has gained a '#64767's Identity Card' #1342769.
[16:46:59	]Harvey Dalloway ran 'drop' on item '#64767's Identity Card' (#1342769)
[16:46:59	]Harvey Dalloway has lost a '#64767's Identity Card' #1342769.
[16:47:11	]Harvey Dalloway ran 'take' on item '#64767's Identity Card' (#1342769)
[16:47:11	]Harvey Dalloway has gained a '#64767's Identity Card' #1342769.
[16:47:13	]Harvey Dalloway ran 'take' on item 'CWU Member Access Keycard' (#1372715)
[16:47:13	]Harvey Dalloway has gained a 'CWU Member Access Keycard' #1372715.
[16:47:20	]Harvey Dalloway ran 'Listen' on item 'Learn Japanese - Chapter 5 - An Audiobook' (#2034655)
[16:47:57	][CG] Delta (STEAM_0:1:114447691) has disconnected.
[19:14:11	][DEFN] madpro187 has connected.
[19:15:19	][DEFN] madpro187 loaded the character 'Samuel Lacrose'
[19:15:24	]Samuel Lacrose is fully healed.
[19:15:30	]NanCi-  なんしい has connected.
[19:16:14	]Travis has connected.
[19:16:34	]Rabithunter has connected.
[19:17:05	]Rabithunter loaded the character 'Monika Némethová'
[19:17:10	]Monika Némethová is fully healed.
[19:17:12	]Samuel Lacrose ran 'drop' on item 'CWU Management Access Keycard' (#1532370)
[19:17:12	]Samuel Lacrose has lost a 'CWU Management Access Keycard' #1532370.
[19:17:19	]Samuel Lacrose ran 'drop' on item '#10085's Identity Card' (#1386940)
[19:17:19	]Samuel Lacrose has lost a '#10085's Identity Card' #1386940.
[19:17:51	]NanCi-  なんしい loaded the character 'Hank J. Wimleton'
[19:18:12	]Hank J. Wimleton ran 'Equip' on item 'Model 870' (#1987240)
[19:18:13	]Hank J. Wimleton has lost a '8rnd 870-magazine' #1987256.
[19:18:31	][IC] Hank J. Wimleton: I finished you off for the first time and failed. I will do it the second time and will win.
[19:18:32	]Samuel Lacrose used command '/Broadcast galanga'.
[19:18:38	][IC] Monika Némethová: Gl!
[19:18:42	]Furret No Furry Asimo has connected.
[19:18:49	][IC] Hank J. Wimleton: Do i need to get on my CWU char?
[19:18:54	]Samuel Lacrose ran 'take' on item '#10085's Identity Card' (#1386940)
[19:18:54	]Samuel Lacrose has gained a '#10085's Identity Card' #1386940.
[19:18:55	]NanCi-  なんしい has unloaded their "Hank J. Wimleton" character.
[19:18:55	]Samuel Lacrose ran 'take' on item 'CWU Management Access Keycard' (#1532370)
[19:18:55	]Samuel Lacrose has gained a 'CWU Management Access Keycard' #1532370.
[19:19:00	][IC] Monika Némethová: I have no idea.
[19:19:06	]NanCi-  なんしい loaded the character 'Gabriel Ainsworth'
[19:19:06	]Gabriel Ainsworth their 'staircase stash' stash no longer exists, location reset.
[19:19:07	][IC] Samuel Lacrose: I think so, if its cwu specific for the shift.
[19:19:14	][IC] Samuel Lacrose: Oh, rabit.
[19:19:25	][IC] Samuel Lacrose: Can you set up a vendor for the data-discs and the other stuff?
[19:19:33	][IC] Monika Némethová: Erm....Let me see.
[19:19:34	]Furret No Furry Asimo loaded the character 'Su'Kma'Ba'Lez'
[19:19:35	]Travis created the character 'Kanye West'
[19:19:35	]Kanye West has gained a '#48352's Identity Card' #2050601.
[19:19:35	]Kanye West has gained a 'Combine PDA' #2050602.
[19:19:35	]Kanye West has gained a 'Collector' #2050603.
[19:19:35	]Kanye West has gained a 'Collector Trousers' #2050604.
[19:19:35	]Kanye West has gained a 'Dress Shoes' #2050605.
[19:19:35	]Travis loaded the character 'Kanye West'
[19:19:39	]Su'Kma'Ba'Lez is fully healed.
[19:19:42	][IC] Gabriel Ainsworth: Let me use it!
[19:19:45	]Monika Némethová has spawned a datadisc.
[19:19:46	]Monika Némethová has spawned a datadisc.
[19:19:46	]Monika Némethová has spawned a datadisc.
[19:19:46	]Monika Némethová has spawned a datadisc.
[19:19:46	]Monika Némethová has spawned a datadisc.
[19:19:46	]Monika Némethová has spawned a datadisc.
[19:19:46	]Monika Némethová has spawned a datadisc.
[19:19:47	]Monika Némethová has spawned a datadisc.
[19:19:47	]Monika Némethová has spawned a datadisc.
[19:19:49	][IC] Samuel Lacrose: You are galunga'ed.
[19:19:52	][IC] Su'Kma'Ba'Lez: Cooking.
[19:19:54	]Gabriel Ainsworth ran 'take' on item 'Data-Disc' (#2050607)
[19:19:54	]Gabriel Ainsworth has gained a 'Data-Disc' #2050607.
[19:19:57	]Samuel Lacrose ran 'take' on item 'Data-Disc' (#2050608)
[19:19:57	]Samuel Lacrose has gained a 'Data-Disc' #2050608.
[19:20:00	][IC] Samuel Lacrose: I concur.
[19:20:02	][IC] Gabriel Ainsworth: What a mingy name lmao.
[19:20:05	][IC] Gabriel Ainsworth: Sukma balez.
[19:20:12	][IC] Su'Kma'Ba'Lez: Cope.
[19:20:24	]Samuel Lacrose ran 'drop' on item 'Data-Disc' (#2050608)
[19:20:24	]Samuel Lacrose has lost a 'Data-Disc' #2050608.
[19:20:25	]Kanye West used command '/CharDesc Yes, he did, so he packed it up and brought it back to the crib Just a lil' somethin' show ya how we live E'rybody want it but it ain't that serious Mm-hmm, that's that shit So if you gon' do it, do it just like this'.
[19:20:26	][IC] Su'Kma'Ba'Lez: Fuck me man I can hardly see the text witth this background.
[19:20:33	]Su'Kma'Ba'Lez has spawned 'models/props_c17/shelfunit01a.mdl'.
[19:20:40	]Samuel Lacrose ran 'drop' on item 'Wrench' (#1224308)
[19:20:40	]Samuel Lacrose has lost a 'Wrench' #1224308.
[19:20:52	]Imperator RAD-X has connected.
[19:20:53	]Kanye West has given himself a flashlight.
[19:20:53	]Kanye West has gained a 'Flashlight' #2050615.
[19:20:53	]Gabriel Ainsworth ran 'drop' on item 'Data-Disc' (#2050607)
[19:20:53	]Gabriel Ainsworth has lost a 'Data-Disc' #2050607.
[19:20:56	]Samuel Lacrose ran 'take' on item 'Wrench' (#1224308)
[19:20:56	]Samuel Lacrose has gained a 'Wrench' #1224308.
[19:21:13	][IC] Su'Kma'Ba'Lez: Fucking text made for ants.
[19:21:13	][IC] Samuel Lacrose: Huh, only a USP.
[19:21:21	]Samuel Lacrose ran 'take' on item 'Data-Disc' (#2050608)
[19:21:21	]Samuel Lacrose has gained a 'Data-Disc' #2050608.
[19:21:25	]Gabriel Ainsworth ran 'take' on item 'Data-Disc' (#2050606)
[19:21:25	]Gabriel Ainsworth has gained a 'Data-Disc' #2050606.
[19:21:29	][IC] Samuel Lacrose: I suppose we need USPs then.
[19:21:29	]Kanye West has spawned a 'Entity [315][ix_shopterminal]'.
[19:21:39	]Samuel Lacrose ran 'drop' on item 'High-Quality Filter' (#1211992)
[19:21:39	]Samuel Lacrose has lost a 'High-Quality Filter' #1211992.
[19:21:42	]Kanye West has spawned a 'Entity [317][ix_containerlock]'.
[19:21:44	]Monika Némethová entered observer.
[19:21:45	]Monika Némethová exited observer at their location.
[19:21:47	]Kanye West has spawned a 'Entity [317][ix_discscanner]'.
[19:21:49	][IC] Gabriel Ainsworth: What does it mean it needs an encoded data disk? Ive already placed one in.
[19:21:54	][IC] Su'Kma'Ba'Lez: Battery looks empty.
[19:21:54	]Kanye West has spawned a 'Entity [317][ix_fabricator]'.
[19:21:58	]Kanye West entered observer.
[19:22:04	]Gabriel Ainsworth ran 'drop' on item 'Data-Disc' (#2050606)
[19:22:04	]Gabriel Ainsworth has lost a 'Data-Disc' #2050606.
[19:22:06	]Gabriel Ainsworth ran 'take' on item 'Data-Disc' (#2050606)
[19:22:06	]Gabriel Ainsworth has gained a 'Data-Disc' #2050606.
[19:22:09	]Kanye West exited observer at their location.
[19:22:10	][IC] Samuel Lacrose: Suppose we just need a battery-charger then.
[19:22:12	]Imperator RAD-X loaded the character 'Osaka Tariotto'
[19:22:15	]Su'Kma'Ba'Lez has spawned a 'Entity [356][ix_batterycharger]'.
[19:22:16	]Kanye West has spawned a biopaste.
[19:22:17	]Osaka Tariotto is fully healed.
[19:22:21	]Kanye West ran 'take' on item 'Biopaste' (#2050616)
[19:22:21	]Kanye West has gained a 'Biopaste' #2050616.
[19:22:24	]Kanye West ran 'drop' on item 'Biopaste' (#2050616)
[19:22:24	]Kanye West has lost a 'Biopaste' #2050616.
[19:22:25	][IC] Su'Kma'Ba'Lez: Why is this called the battery charger.
[19:22:32	][IC] Monika Némethová: Where is it?
[19:22:36	][IC] Monika Némethová: On the menu?
[19:22:40	][IC] Su'Kma'Ba'Lez: HL2 RP.
[19:22:43	]Kanye West has used a context menu option with the name: rb655_dissolve
[19:22:43	][IC] Su'Kma'Ba'Lez: Entities.
[19:22:44	]Kanye West entered observer.
[19:22:44	]Gabriel Ainsworth used command '/CharFallOver'.
[19:22:45	]env_entity_dissolver destroyed a 'Biopaste' #2050616.
[19:22:49	][IC] Osaka Tariotto: HTGIUHGDF.
[19:22:49	]Gabriel Ainsworth used command '/CharGetUp'.
[19:22:50	]Gabriel Ainsworth used command '/CharGetUp'.
[19:22:51	]Gabriel Ainsworth used command '/CharGetUp'.
[19:22:56	][IC] Monika Némethová: Gotcha.
[19:22:56	][ME] Samuel Lacrose: slightly lowered their weapon, patting the citizen down thoroughly. Did they resist?
[19:22:58	][IC] Samuel Lacrose: Galanga.
[19:22:59	][ME] Gabriel Ainsworth: Holds down his trigger sending a flurry of bullets at the target!
[19:23:06	]Monika Némethová entered observer.
[19:23:07	]Monika Némethová exited observer at their location.
[19:23:07	]Kanye West exited observer at their location.
[19:23:08	][IC] Gabriel Ainsworth: I need a USP 45!!!
[19:23:14	]Kanye West has spawned a 'Entity [331][ix_discscanner]'.
[19:23:16	]Monika Némethová has spawned a usp.
[19:23:17	]Monika Némethová has spawned a usp.
[19:23:17	]Monika Némethová has spawned a usp.
[19:23:17	]Monika Némethová has spawned a usp.
[19:23:17	]Monika Némethová has spawned a usp.
[19:23:17	]Monika Némethová has spawned a usp.
[19:23:17	]Monika Némethová has spawned a usp.
[19:23:18	]Monika Némethová has spawned a usp.
[19:23:20	]Kanye West has spawned a datadisc.
[19:23:27	]Kanye West has spawned a usp.
[19:23:31	]Samuel Lacrose ran 'drop' on item 'Wrench' (#1224308)
[19:23:31	]Samuel Lacrose has lost a 'Wrench' #1224308.
[19:23:32	]Gabriel Ainsworth ran 'take' on item 'USP-45' (#2050620)
[19:23:32	]Gabriel Ainsworth has gained a 'USP-45' #2050620.
[19:23:37	][IC] Osaka Tariotto: OK brothers.
[19:23:42	]Kanye West ran 'take' on item 'USP-45' (#2050626)
[19:23:42	]Kanye West has gained a 'USP-45' #2050626.
[19:23:45	]Su'Kma'Ba'Lez ran 'take' on item 'Combine Battery' (#2050494)
[19:23:45	]Su'Kma'Ba'Lez has gained a 'Combine Battery' #2050494.
[19:23:45	]Kanye West ran 'drop' on item 'USP-45' (#2050626)
[19:23:45	]Kanye West has lost a 'USP-45' #2050626.
[19:23:51	]Gabriel Ainsworth ran 'take' on item 'USP-45' (#2050618)
[19:23:51	]Gabriel Ainsworth has gained a 'USP-45' #2050618.
[19:24:00	][IC] Gabriel Ainsworth: Bro samuel if you used your card take it.
[19:24:02	][IC] Gabriel Ainsworth: Out.
[19:24:04	]Samuel Lacrose ran 'take' on item 'Resin' (#2050627)
[19:24:04	]Samuel Lacrose has gained a 'Resin' #2050627.
[19:24:05	]Su'Kma'Ba'Lez has spawned a 'Entity [318][ix_batterycharger]'.
[19:24:08	]Kanye West has used a context menu option with the name: remove
[19:24:09	]Gabriel Ainsworth ran 'drop' on item 'Data-Disc' (#2050606)
[19:24:09	]Gabriel Ainsworth has lost a 'Data-Disc' #2050606.
[19:24:11	]Samuel Lacrose ran 'take' on item 'USP-45' (#2050621)
[19:24:11	]Samuel Lacrose has gained a 'USP-45' #2050621.
[19:24:12	]Kanye West ran 'take' on item 'Data-Disc' (#2050625)
[19:24:12	]Kanye West has gained a 'Data-Disc' #2050625.
[19:24:20	][IC] Gabriel Ainsworth: This terminal is occupied my ass.
[19:24:21	][IC] Samuel Lacrose: I already did.
[19:24:22	][IC] Gabriel Ainsworth: Nobody is using it.
[19:24:27	]Gabriel Ainsworth ran 'drop' on item 'USP-45' (#2050618)
[19:24:27	]Gabriel Ainsworth has lost a 'USP-45' #2050618.
[19:24:27	]Osaka Tariotto used command '/CityFundEditor'.
[19:24:27	]Kanye West has spawned a 'Entity [370][ix_batterycharger]'.
[19:24:31	]Samuel Lacrose ran 'take' on item 'Data-Disc' (#2050606)
[19:24:31	]Samuel Lacrose has gained a 'Data-Disc' #2050606.
[19:24:32	][IC] Osaka Tariotto: Ok.
[19:24:36	]Kanye West has spawned a 'Entity [296][ix_console]'.
[19:24:40	]Kanye West has spawned a 'Entity [296][ix_cwuterminal]'.
[19:24:40	][IC] Osaka Tariotto: Do we need Cities on the fundeditor?
[19:24:43	]Kanye West has spawned a 'Entity [296][ix_cwuterminal]'.
[19:24:45	][IC] Gabriel Ainsworth: So you did use it.
[19:24:48	][IC] Samuel Lacrose: Hit the button.
[19:24:48	][OOC] Osaka Tariotto: Do we need cities on fund editor?
[19:24:48	]Gabriel Ainsworth ran 'take' on item 'Data-Disc' (#2050613)
[19:24:48	]Gabriel Ainsworth has gained a 'Data-Disc' #2050613.
[19:24:50	]Osaka Tariotto ran SAM command 'menu' with arguments: ''
[19:24:56	][IC] Samuel Lacrose: The three.
[19:24:57	][OOC] Su'Kma'Ba'Lez: i24 is officially broke
[19:24:59	]Gabriel Ainsworth ran 'drop' on item 'Data-Disc' (#2050613)
[19:24:59	]Gabriel Ainsworth has lost a 'Data-Disc' #2050613.
[19:25:01	][OOC] Su'Kma'Ba'Lez: Declared bankruptcy
[19:25:02	]Kanye West has spawned a 'Entity [371][ix_fabricator]'.
[19:25:07	]Kanye West has spawned a 'Entity [375][ix_infestation_tank]'.
[19:25:10	]Samuel Lacrose ran 'drop' on item 'USP-45' (#2050621)
[19:25:10	]Samuel Lacrose has lost a 'USP-45' #2050621.
[19:25:11	]Kanye West has spawned a 'Entity [376][ix_shopterminal]'.
[19:25:11	][OOC] Su'Kma'Ba'Lez: Nexus being auctioned off to cover the debt
[19:25:15	]Gabriel Ainsworth ran 'take' on item 'Data-Disc' (#2050613)
[19:25:15	]Gabriel Ainsworth has gained a 'Data-Disc' #2050613.
[19:25:19	]Kanye West has spawned a 'Entity [353][ix_trashcollector]'.
[19:25:22	][OOC] Osaka Tariotto: It's a fucking AUCTION xD
[19:25:23	]Monika Némethová entered observer.
[19:25:24	]Kanye West has spawned a 'Entity [353][ix_workshiftterminal]'.
[19:25:27	]Osaka Tariotto used command '/CityFundEditor'.
[19:25:28	]Samuel Lacrose ran 'take' on item 'Resin' (#2050628)
[19:25:28	]Samuel Lacrose has gained a 'Resin' #2050628.
[19:25:30	]Samuel Lacrose ran 'combine' on item 'Resin' (#2050627)
[19:25:32	]Monika Némethová exited observer at their location.
[19:25:33	]Samuel Lacrose ran 'take' on item 'Resin' (#2050629)
[19:25:33	]Samuel Lacrose has gained a 'Resin' #2050629.
[19:25:34	]Kanye West has spawned a 'Entity [353][ix_scanner]'.
[19:25:35	]Samuel Lacrose ran 'combine' on item 'Resin' (#2050627)
[19:25:37	]Samuel Lacrose ran 'take' on item 'Resin' (#2050630)
[19:25:37	]Samuel Lacrose has gained a 'Resin' #2050630.
[19:25:38	]Samuel Lacrose ran 'combine' on item 'Resin' (#2050627)
[19:25:40	]Samuel Lacrose ran 'take' on item 'Resin' (#2050631)
[19:25:40	]Samuel Lacrose has gained a 'Resin' #2050631.
[19:25:42	]Samuel Lacrose ran 'combine' on item 'Resin' (#2050627)
[19:25:43	][IC] Kanye West: How tf this work.
[19:25:44	]Samuel Lacrose ran 'take' on item 'Resin' (#2050632)
[19:25:44	]Samuel Lacrose has gained a 'Resin' #2050632.
[19:25:45	][IC] Gabriel Ainsworth: What.
[19:25:46	]Samuel Lacrose ran 'combine' on item 'Resin' (#2050631)
[19:25:47	]Samuel Lacrose ran 'combine' on item 'Resin' (#2050627)
[19:25:47	][IC] Monika Némethová: Idfk.
[19:25:48	]Samuel Lacrose ran 'take' on item 'Resin' (#2050633)
[19:25:48	]Samuel Lacrose has gained a 'Resin' #2050633.
[19:25:50	][IC] Kanye West: Ok.
[19:25:52	]Samuel Lacrose ran 'take' on item 'Resin' (#2050634)
[19:25:52	]Samuel Lacrose has gained a 'Resin' #2050634.
[19:25:55	][IC] Samuel Lacrose: I recycled a USP.
[19:25:55	][OOC] Osaka Tariotto: apathy where are you
[19:25:56	]Samuel Lacrose ran 'take' on item 'Resin' (#2050635)
[19:25:56	]Samuel Lacrose has gained a 'Resin' #2050635.
[19:25:57	][IC] Gabriel Ainsworth: Fuck goin on in miami.
[19:25:59	]Samuel Lacrose ran 'take' on item 'Resin' (#2050636)
[19:25:59	]Samuel Lacrose has gained a 'Resin' #2050636.
[19:26:03	]Samuel Lacrose ran 'take' on item 'Resin' (#2050637)
[19:26:03	]Samuel Lacrose has gained a 'Resin' #2050637.
[19:26:05	]Samuel Lacrose ran 'combine' on item 'Resin' (#2050636)
[19:26:05	]Osaka Tariotto entered observer.
