[02:35:45	]Fractures has connected.
[02:49:04	]Crash test dummy has critically hit ELputo loco dealing 34 damage (CritChance was 0.94).
[02:49:04	]ELputo loco has taken 34 damage from Crash test dummy.
[02:49:04	]Crash test dummy has taken 1 damage from entityflame.
[02:49:04	]Crash test dummy has taken 1 damage from entityflame.
[02:49:05	]Crash test dummy destroyed a 'Abzats Heavy Shotgun' #1655499.
[02:49:05	]Crash test dummy has taken 1 damage from entityflame.
[02:49:05	]Crash test dummy has taken 1 damage from entityflame.
[02:49:05	]Crash test dummy has critically hit ELputo loco dealing 34 damage (CritChance was 0.94).
[02:49:05	]ELputo loco has taken 34 damage from Crash test dummy.
[02:49:05	]Crash test dummy has taken 1 damage from entityflame.
[02:49:05	]Crash test dummy has taken 1 damage from entityflame.
[02:49:05	]Crash test dummy has taken 1 damage from entityflame.
[02:49:06	]Crash test dummy has taken 1 damage from entityflame.
[02:49:06	]Crash test dummy has taken 1 damage from entityflame.
[02:49:06	]Crash test dummy has gained a '20rnd DMR-magazine' #1652268.
[02:49:06	]Crash test dummy has lost a '20rnd DMR-magazine' #1652269.
[02:49:06	]Crash test dummy has taken 1 damage from entityflame.
[02:49:06	]Crash test dummy has taken 1 damage from entityflame.
[02:49:06	]Crash test dummy has taken 1 damage from entityflame.
[02:49:07	]Crash test dummy has taken 16 damage from ELputo loco.
[02:49:07	]Crash test dummy has taken 1 damage from entityflame.
[02:49:07	]Crash test dummy has taken 1 damage from entityflame.
[02:49:07	]Crash test dummy has taken 1 damage from entityflame.
[02:49:07	]Crash test dummy has taken 1 damage from entityflame.
[02:49:07	]Crash test dummy has taken 1 damage from entityflame.
[02:49:08	]Crash test dummy has taken 1 damage from entityflame.
[02:49:08	]Crash test dummy has taken 1 damage from entityflame.
[02:49:08	]Crash test dummy has taken 1 damage from entityflame.
[02:49:08	]Crash test dummy has taken 1 damage from entityflame.
[02:49:08	]Crash test dummy has taken 1 damage from entityflame.
[02:49:09	]Crash test dummy has taken 1 damage from entityflame.
[02:49:09	]Crash test dummy has taken 1 damage from entityflame.
[02:49:09	]Crash test dummy has taken 1 damage from entityflame.
[02:49:09	]Crash test dummy has taken 1 damage from entityflame.
[02:49:09	]Crash test dummy has taken 1 damage from entityflame.
[02:49:10	]Crash test dummy has taken 1 damage from entityflame.
[02:49:10	]Crash test dummy has taken 1 damage from entityflame.
[02:49:10	]Crash test dummy has taken 1 damage from entityflame.
[02:49:10	]Crash test dummy has gained a '20rnd DMR-magazine' #1652269.
[02:49:10	]Crash test dummy was knocked unconscious and is bleeding out.
[02:49:10	]ELputo loco has taken 0 damage from entityflame.
[02:49:10	]ELputo loco has taken 4 damage from entityflame.
[02:49:11	]ELputo loco has taken 0 damage from entityflame.
[02:49:14	][IC] ELputo loco: Domed.
[02:49:26	]ELputo loco used the 'John Doe' vendor.
[02:49:27	]Crash test dummy used command '/ToggleRaise'.
[02:49:28	]Crash test dummy has lost a '20rnd DMR-magazine' #1652269.
[02:49:34	]Crash test dummy used the 'John Doe' vendor.
[02:49:41	]Crash test dummy has gained 0 chips.
[02:49:41	]Crash test dummy has gained a 'Rifle Bullets' #1655635.
[02:49:41	]Crash test dummy has gained 0 chips.
[02:49:41	]Crash test dummy has gained a 'Rifle Bullets' #1655636.
[02:49:42	]Crash test dummy has gained a '20rnd DMR-magazine' #1652269.
[02:49:42	]Crash test dummy has lost a '20rnd DMR-magazine' #1652267.
[02:49:44	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652268)
[02:49:45	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652269)
[02:49:47	]Crash test dummy has gained a '20rnd DMR-magazine' #1652267.
[02:49:47	]Crash test dummy has lost a '20rnd DMR-magazine' #1652269.
[02:49:47	]Crash test dummy used command '/ToggleRaise'.
[02:49:55	]ELputo loco used the 'John Doe' vendor.
[02:49:58	][IC] Crash test dummy: Can you use the ELITE armor? Marshmellow ppl.
[02:50:00	]ELputo loco has gained 0 chips.
[02:50:00	]ELputo loco has gained a 'Flash Grenade' #1655637.
[02:50:00	]ELputo loco has gained 0 chips.
[02:50:00	]ELputo loco has gained a 'Flash Grenade' #1655638.
[02:50:03	]ELputo loco ran 'Equip' on item 'Flash Grenade' (#1655638)
[02:50:03	]ELputo loco used command '/ToggleRaise'.
[02:50:11	]ELputo loco ran 'Equip' on item 'Flash Grenade' (#1655637)
[02:50:12	]ELputo loco used command '/ToggleRaise'.
[02:50:16	]Crash test dummy used command '/ToggleRaise'.
[02:50:25	][IC] Crash test dummy: Gong.
[02:50:27	]Crash test dummy has taken 15 damage from ELputo loco.
[02:50:27	]Crash test dummy has taken 1 damage from entityflame.
[02:50:27	]Crash test dummy has taken 1 damage from entityflame.
[02:50:27	]Crash test dummy has taken 1 damage from entityflame.
[02:50:28	]Crash test dummy has taken 1 damage from entityflame.
[02:50:28	]Crash test dummy has taken 1 damage from entityflame.
[02:50:28	]Crash test dummy has taken 1 damage from entityflame.
[02:50:28	]Crash test dummy has taken 1 damage from entityflame.
[02:50:28	]Crash test dummy has taken 1 damage from entityflame.
[02:50:29	]Crash test dummy has taken 1 damage from entityflame.
[02:50:29	]Crash test dummy has taken 1 damage from entityflame.
[02:50:29	]Crash test dummy has taken 1 damage from entityflame.
[02:50:29	]Crash test dummy has taken 1 damage from entityflame.
[02:50:29	]Crash test dummy has taken 1 damage from entityflame.
[02:50:30	]Crash test dummy has taken 1 damage from entityflame.
[02:50:30	]Crash test dummy has taken 1 damage from entityflame.
[02:50:30	]Crash test dummy has taken 1 damage from entityflame.
[02:50:30	]Crash test dummy has taken 1 damage from entityflame.
[02:50:30	]Crash test dummy has taken 1 damage from entityflame.
[02:50:31	]Crash test dummy has taken 1 damage from entityflame.
[02:50:31	]Crash test dummy has taken 1 damage from entityflame.
[02:50:31	]Crash test dummy has warped from CP - Box to CP - Nexus.
[02:50:31	]Crash test dummy has taken 1 damage from entityflame.
[02:50:31	]Crash test dummy has taken 1 damage from entityflame.
[02:50:31	]Crash test dummy has taken 1 damage from entityflame.
[02:50:32	]Crash test dummy has taken 1 damage from entityflame.
[02:50:32	]Crash test dummy has taken 1 damage from entityflame.
[02:50:32	]Crash test dummy has gained a '20rnd DMR-magazine' #1652269.
[02:50:32	]Crash test dummy was knocked unconscious and is bleeding out.
[02:50:45	]Taliazure loaded the character 'S10/WALLHAMMER.ICE-20'
[02:50:47	]Crash test dummy was just killed due to: accepting their death
[02:50:54	][IC] S10/WALLHAMMER.ICE-20: <:: Haha. ::>
[02:50:56	]S10/WALLHAMMER.ICE-20 used the 'John Doe' vendor.
[02:51:01	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[02:51:01	]S10/WALLHAMMER.ICE-20 has gained a 'OTA Elite Uniform' #1655639.
[02:51:03	][IC] S10/WALLHAMMER.ICE-20: <:: Haha. ::>
[02:51:06	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'OTA Uniform' (#1655634)
[02:51:06	]S10/WALLHAMMER.ICE-20 has lost a 'OTA Uniform' #1655634.
[02:51:15	]S10/WALLHAMMER.ICE-20 has changed S10/WALLHAMMER.ICE-20's bodygroups.
[02:51:16	]Crash test dummy has spawned 'models/props_wasteland/interior_fence002d.mdl'.
[02:51:22	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'OSITR' (#1652321)
[02:51:22	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[02:51:24	]S10/WALLHAMMER.ICE-20 has lost a '60rnd OTAR-magazine' #1652322.
[02:51:34	][IC] S10/WALLHAMMER.ICE-20: <:: Waz good. ::>
[02:51:34	][Y] Crash test dummy: Forts win wars!
[02:51:36	]Crash test dummy ran 'Equip' on item 'G3' (#1652222)
[02:51:37	]Crash test dummy has lost a '20rnd DMR-magazine' #1652269.
[02:51:41	]Crash test dummy used command '/ToggleRaise'.
[02:51:41	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'OSITR' (#1652321)
[02:51:41	]S10/WALLHAMMER.ICE-20 has lost a 'OSITR' #1652321.
[02:51:44	]S10/WALLHAMMER.ICE-20 used the 'John Doe' vendor.
[02:51:49	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[02:51:49	]S10/WALLHAMMER.ICE-20 has gained a 'AR-2' #1655640.
[02:51:51	]Crash test dummy has spawned 'models/props_wasteland/kitchen_fridge001a.mdl'.
[02:51:53	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'Combine PDA' (#1651897)
[02:51:53	]S10/WALLHAMMER.ICE-20 has lost a 'Combine PDA' #1651897.
[02:51:53	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'H&K P2000' (#1652787)
[02:51:53	]S10/WALLHAMMER.ICE-20 has lost a 'H&K P2000' #1652787.
[02:51:54	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'Rifle Bullets' (#1652323)
[02:51:54	]S10/WALLHAMMER.ICE-20 has lost a 'Rifle Bullets' #1652323.
[02:51:54	]S10/WALLHAMMER.ICE-20 used the 'John Doe' vendor.
[02:51:58	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[02:51:58	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655641.
[02:51:58	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[02:51:58	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655642.
[02:51:59	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[02:51:59	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655643.
[02:52:00	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[02:52:00	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655644.
[02:52:00	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[02:52:00	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655645.
[02:52:01	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[02:52:01	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655646.
[02:52:03	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[02:52:03	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655647.
[02:52:03	]Crash test dummy used command '/ToggleRaise'.
[02:52:03	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[02:52:03	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655648.
[02:52:04	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[02:52:04	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655649.
[02:52:06	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655647)
[02:52:06	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655649)
[02:52:07	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655648)
[02:52:07	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'AR-2' (#1655640)
[02:52:08	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[02:52:09	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655649.
[02:52:14	][IC] Crash test dummy: Right, so full armor?
[02:52:14	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655649.
[02:52:14	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655648.
[02:52:16	]Crash test dummy used command '/ToggleRaise'.
[02:52:17	][IC] S10/WALLHAMMER.ICE-20: <:: Yep. ::>
[02:52:17	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655648.
[02:52:17	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655647.
[02:52:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:52:19	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:52:20	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:52:20	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:52:20	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:52:20	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:52:20	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:52:20	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:52:20	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:52:20	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:52:20	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:52:20	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:52:20	]S10/WALLHAMMER.ICE-20 is fully healed.
[02:52:20	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.21).
[02:52:20	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[02:52:21	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:52:21	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:52:25	]S10/WALLHAMMER.ICE-20 is fully healed.
[02:52:26	][IC] S10/WALLHAMMER.ICE-20: <:: How do I combine ball? ::>
[02:52:29	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the head dealing 18 damage (CritChance was 0.21).
[02:52:29	]S10/WALLHAMMER.ICE-20 has taken 18 damage from Crash test dummy.
[02:52:30	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the head dealing 18 damage (CritChance was 0.21).
[02:52:30	]S10/WALLHAMMER.ICE-20 has taken 18 damage from Crash test dummy.
[02:52:30	]S10/WALLHAMMER.ICE-20 is fully healed.
[02:52:31	]S10/WALLHAMMER.ICE-20 used the 'John Doe' vendor.
[02:52:32	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the head dealing 18 damage (CritChance was 0.21).
[02:52:32	]S10/WALLHAMMER.ICE-20 has taken 18 damage from Crash test dummy.
[02:52:32	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the head dealing 36 damage (CritChance was 0.21).
[02:52:32	]S10/WALLHAMMER.ICE-20 has taken 36 damage from Crash test dummy.
[02:52:35	]S10/WALLHAMMER.ICE-20 is fully healed.
[02:52:45	][IC] Crash test dummy: Interesting.. Headshots deal less than torso unless it crits.
[02:52:46	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655647.
[02:52:46	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655648.
[02:52:51	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:52:51	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:52:51	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:52:51	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:52:52	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.84).
[02:52:52	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[02:52:52	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.84).
[02:52:52	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[02:52:52	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.84).
[02:52:52	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:52:53	][IC] S10/WALLHAMMER.ICE-20: <:: That's dumb. ::>
[02:52:55	]S10/WALLHAMMER.ICE-20 has hit Crash test dummy in the head dealing 11 damage (CritChance was 0.65).
[02:52:55	]Crash test dummy has taken 11 damage from S10/WALLHAMMER.ICE-20.
[02:53:00	]Crash test dummy is fully healed.
[02:53:06	][IC] S10/WALLHAMMER.ICE-20: <:: BRUH. ::>
[02:53:08	][IC] Crash test dummy: 18 standard vs 36 crit on head.
[02:53:11	][IC] S10/WALLHAMMER.ICE-20: <:: I DID 11 dmg in your head. ::>
[02:53:12	]S10/WALLHAMMER.ICE-20 has hit Crash test dummy in the head dealing 11 damage (CritChance was 0.65).
[02:53:12	]Crash test dummy has taken 11 damage from S10/WALLHAMMER.ICE-20.
[02:53:15	]Crash test dummy is fully healed.
[02:53:15	][IC] S10/WALLHAMMER.ICE-20: <:: AGAIN. ::>
[02:53:16	][IC] Crash test dummy: 21 torso vs 34 chest.
[02:53:18	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 15 damage (CritChance was 0.64).
[02:53:18	]Crash test dummy has taken 14 damage from S10/WALLHAMMER.ICE-20.
[02:53:20	]Crash test dummy is fully healed.
[02:53:22	][IC] S10/WALLHAMMER.ICE-20: <:: 15 chest. ::>
[02:53:22	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the head dealing 36 damage (CritChance was 0.71).
[02:53:22	]S10/WALLHAMMER.ICE-20 has taken 36 damage from Crash test dummy.
[02:53:23	][IC] S10/WALLHAMMER.ICE-20: <:: Bruh. ::>
[02:53:27	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the head dealing 0 damage (CritChance was 0.71).
[02:53:27	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the head dealing 18 damage (CritChance was 0.71).
[02:53:27	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655648.
[02:53:27	]S10/WALLHAMMER.ICE-20 was knocked unconscious and is bleeding out.
[02:53:29	][IC] S10/WALLHAMMER.ICE-20: <:: Ahn. ::>
[02:53:31	][IC] S10/WALLHAMMER.ICE-20: <:: Pain2. ::>
[02:53:32	][IC] S10/WALLHAMMER.ICE-20: <:: Pain1. ::>
[02:53:35	][IC] Crash test dummy: Ow!
[02:53:37	][IC] S10/WALLHAMMER.ICE-20: <:: Help. ::>
[02:53:37	][IC] Crash test dummy: Ugh!
[02:53:38	][IC] Crash test dummy: Ugh!
[02:53:49	][IC] S10/WALLHAMMER.ICE-20: <:: Also tell devs. ::>
[02:53:57	][IC] S10/WALLHAMMER.ICE-20: <:: That shooting in the ehad is doing JACK SHIT damage. ::>
[02:53:59	]S10/WALLHAMMER.ICE-20 was just killed due to: accepting their death
[02:54:13	]Taliazure loaded the character 'Maura Azure'
[02:54:23	][IC] Maura Azure: Moan.
[02:54:25	][IC] Maura Azure: Moan2.
[02:54:25	][IC] Crash test dummy: Ugh... Agh-hgh.
[02:54:31	][IC] Crash test dummy: Ugh... Agh.
[02:54:32	]Taliazure loaded the character 'S10/WALLHAMMER.ICE-20'
[02:54:34	]Crash test dummy has gained a '20rnd DMR-magazine' #1652269.
[02:54:34	]Crash test dummy has lost a '20rnd DMR-magazine' #1652268.
[02:54:43	][IC] Crash test dummy: Ugh...
[02:54:48	][IC] Crash test dummy: Ugh... Agh.
[02:54:51	][IC] Crash test dummy: Ugh... Agh-hgh.
[02:54:57	][IC] S10/WALLHAMMER.ICE-20: <:: That's what she sounded like. ::>
[02:55:01	][IC] Crash test dummy: Also, come here.
[02:55:02	]S10/WALLHAMMER.ICE-20 used command '/CharFallOver 0.1'.
[02:55:13	][IC] Crash test dummy: Stand here.. I wanna try something.
[02:55:17	][IC] S10/WALLHAMMER.ICE-20: <:: Mewo? ::>
[02:55:25	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:55:25	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:55:25	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.21).
[02:55:25	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:55:25	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.21).
[02:55:25	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:55:25	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.21).
[02:55:25	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:55:26	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.21).
[02:55:26	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:55:26	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the stomach dealing 34 damage (CritChance was 0.21).
[02:55:26	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[02:55:26	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:55:26	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:55:26	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:55:26	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:55:26	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:55:26	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:55:26	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:55:26	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:55:26	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.21).
