[00:00:03	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 17 damage (CritChance was 0.65).
[00:06:17	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 15 damage (CritChance was 0.89).
[00:06:17	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 15 damage (CritChance was 0.89).
[00:06:17	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 15 damage (CritChance was 0.89).
[00:06:21	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.89).
[00:06:21	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the head dealing 15 damage (CritChance was 0.89).
[00:06:21	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 15 damage (CritChance was 0.89).
[00:06:22	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 15 damage (CritChance was 0.89).
[00:06:22	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.89).
[00:06:22	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 15 damage (CritChance was 0.89).
[00:06:26	]Julia Jazmin ran 'drop' on item 'M1911' (#2687467)
[00:06:26	]Julia Jazmin has lost a 'M1911' #2687467.
[00:06:27	]Julia Jazmin used the 'John Doe' vendor.
[00:06:30	]Julia Jazmin has gained 0 chips.
[00:06:30	]Julia Jazmin has gained a 'Model 329PD' #2687469.
[00:06:32	]Julia Jazmin ran 'Equip' on item 'Model 329PD' (#2687469)
[00:06:33	]Julia Jazmin used command '/ToggleRaise'.
[00:06:37	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 39 damage (CritChance was 0.90).
[00:06:40	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 39 damage (CritChance was 0.90).
[00:06:46	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 39 damage (CritChance was 0.90).
[00:06:47	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 39 damage (CritChance was 0.90).
[00:06:47	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 39 damage (CritChance was 0.90).
[00:06:48	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 39 damage (CritChance was 0.90).
[00:06:52	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 39 damage (CritChance was 0.90).
[00:06:56	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the head dealing 39 damage (CritChance was 0.90).
[00:07:16	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the stomach dealing 39 damage (CritChance was 0.90).
[00:07:32	]Julia Jazmin ran 'drop' on item 'Model 329PD' (#2687469)
[00:07:32	]Julia Jazmin has lost a 'Model 329PD' #2687469.
[00:07:33	]Julia Jazmin used the 'John Doe' vendor.
[00:07:37	]Julia Jazmin has gained 0 chips.
[00:07:37	]Julia Jazmin has gained a 'Model 870' #2687470.
[00:07:39	]Julia Jazmin ran 'Equip' on item 'Model 870' (#2687470)
[00:07:40	]Julia Jazmin used command '/ToggleRaise'.
[00:07:47	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.84).
[00:07:47	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.84).
[00:07:47	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.84).
[00:07:47	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.84).
[00:07:47	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.84).
[00:07:47	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.84).
[00:07:47	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.84).
[00:07:47	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.84).
[00:08:10	]Julia Jazmin ran 'drop' on item 'Model 870' (#2687470)
[00:08:10	]Julia Jazmin has lost a 'Model 870' #2687470.
[00:08:11	]Julia Jazmin used the 'John Doe' vendor.
[00:08:37	]Julia Jazmin has gained 0 chips.
[00:08:37	]Julia Jazmin has gained a 'AKM' #2687471.
[00:08:44	]Julia Jazmin ran 'drop' on item 'AKM' (#2687471)
[00:08:44	]Julia Jazmin has lost a 'AKM' #2687471.
[00:08:45	]Julia Jazmin used the 'John Doe' vendor.
[00:08:49	]Julia Jazmin has gained 0 chips.
[00:08:49	]Julia Jazmin has gained a 'AKSU' #2687472.
[00:08:51	]Julia Jazmin ran 'Equip' on item 'AKSU' (#2687472)
[00:08:51	]Julia Jazmin used command '/ToggleRaise'.
[00:08:58	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.65).
[00:08:59	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 17 damage (CritChance was 0.65).
[00:08:59	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 17 damage (CritChance was 0.65).
[00:09:11	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 17 damage (CritChance was 0.65).
[00:09:11	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.65).
[00:09:11	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.65).
[00:09:11	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 17 damage (CritChance was 0.65).
[00:09:11	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 17 damage (CritChance was 0.65).
[00:09:11	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.65).
[00:09:11	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.65).
[00:09:11	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 17 damage (CritChance was 0.65).
[00:09:55	]Julia Jazmin ran 'drop' on item 'AKSU' (#2687472)
[00:09:55	]Julia Jazmin has lost a 'AKSU' #2687472.
[00:09:56	]Julia Jazmin used the 'John Doe' vendor.
[00:10:03	]Julia Jazmin has gained 0 chips.
[00:10:03	]Julia Jazmin has gained a 'Glock 17' #2687473.
[00:10:05	]Julia Jazmin ran 'Equip' on item 'Glock 17' (#2687473)
[00:10:05	]Julia Jazmin used command '/ToggleRaise'.
[00:10:09	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:09	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:09	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:09	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:09	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.89).
[00:10:09	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.89).
[00:10:10	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:10	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:10	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:10	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:10	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:10	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:10	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:11	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:11	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:11	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:11	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:15	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:15	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:15	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:30	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.89).
[00:10:30	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:30	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:30	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:30	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:30	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:43	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:43	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:43	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:44	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:44	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:44	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:44	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:44	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:44	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:45	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:45	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:45	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 14 damage (CritChance was 0.89).
[00:10:50	]Julia Jazmin ran 'drop' on item 'Glock 17' (#2687473)
[00:10:50	]Julia Jazmin has lost a 'Glock 17' #2687473.
[00:10:52	]Julia Jazmin used the 'John Doe' vendor.
[00:10:55	]Julia Jazmin has gained 0 chips.
[00:10:55	]Julia Jazmin has gained a 'Mini-14' #2687474.
[00:10:57	]Julia Jazmin ran 'Equip' on item 'Mini-14' (#2687474)
[00:10:57	]Julia Jazmin used command '/ToggleRaise'.
[00:11:02	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 16 damage (CritChance was 0.61).
[00:11:02	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 16 damage (CritChance was 0.61).
[00:11:02	]Julia Jazmin has hit npc_vj_hlr2_rebel in the stomach dealing 16 damage (CritChance was 0.61).
[00:11:02	]Julia Jazmin has hit npc_vj_hlr2_rebel in the stomach dealing 16 damage (CritChance was 0.61).
[00:11:03	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the stomach dealing 26 damage (CritChance was 0.61).
[00:11:03	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the stomach dealing 26 damage (CritChance was 0.61).
[00:11:03	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 26 damage (CritChance was 0.61).
[00:11:04	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 16 damage (CritChance was 0.61).
[00:11:04	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 16 damage (CritChance was 0.61).
[00:11:04	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 26 damage (CritChance was 0.61).
[00:11:53	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 16 damage (CritChance was 0.61).
[00:11:54	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 16 damage (CritChance was 0.61).
[00:11:54	]Julia Jazmin has hit npc_vj_hlr2_rebel in the head dealing 16 damage (CritChance was 0.61).
[00:12:03	]Julia Jazmin ran 'drop' on item 'Mini-14' (#2687474)
[00:12:03	]Julia Jazmin has lost a 'Mini-14' #2687474.
[00:12:04	]Julia Jazmin used the 'John Doe' vendor.
[00:12:08	]Julia Jazmin has gained 0 chips.
[00:12:08	]Julia Jazmin has gained a 'PPSH-41' #2687475.
[00:12:09	]Julia Jazmin ran 'Equip' on item 'PPSH-41' (#2687475)
[00:12:10	]Julia Jazmin used command '/ToggleRaise'.
[00:12:17	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:18	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:43	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:43	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:43	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:43	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:43	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:43	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:43	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:43	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.85).
[00:12:43	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:43	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:43	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.85).
[00:12:44	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:44	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:44	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:44	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:44	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:44	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:44	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 9 damage (CritChance was 0.85).
[00:12:45	]Julia Jazmin ran 'drop' on item 'PPSH-41' (#2687475)
[00:12:45	]Julia Jazmin has lost a 'PPSH-41' #2687475.
[00:12:46	]Julia Jazmin used the 'John Doe' vendor.
[00:12:49	]Julia Jazmin has gained 0 chips.
[00:12:49	]Julia Jazmin has gained a 'Uzi' #2687476.
[00:12:51	]Julia Jazmin ran 'Equip' on item 'Uzi' (#2687476)
[00:12:51	]Julia Jazmin used command '/ToggleRaise'.
[00:12:55	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:12:55	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:12:55	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.85).
[00:12:55	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:12:55	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:12:55	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:12:55	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:12:56	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:12:56	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.85).
[00:12:56	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:12:56	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:12:56	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:12:56	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:12:56	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:13:00	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.85).
[00:13:00	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:13:00	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:13:00	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:13:00	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:13:00	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:13:00	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:13:00	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:13:01	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.85).
[00:13:01	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:13:01	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.85).
[00:13:01	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 6 damage (CritChance was 0.85).
[00:13:01	]Julia Jazmin has critically hit npc_vj_hlr2_rebel in the chest dealing 10 damage (CritChance was 0.85).
[00:13:32	]Julia Jazmin ran 'drop' on item 'Uzi' (#2687476)
[00:13:32	]Julia Jazmin has lost a 'Uzi' #2687476.
[00:13:33	]Julia Jazmin used the 'John Doe' vendor.
[00:14:30	]Julia Jazmin ran 'take' on item 'Suitcase' (#2237011)
[00:14:30	]Julia Jazmin has gained a 'Suitcase' #2237011.
[00:14:30	]Julia Jazmin has gained a 'Raw Leech Carcass' #2273165.
[00:14:30	]Julia Jazmin has gained a 'Improved Ration' #2406776.
[00:14:30	]Julia Jazmin has gained a 'Raw Leech Carcass' #2273163.
[00:14:30	]Julia Jazmin has gained a 'Flashlight' #1925652.
[00:14:30	]Julia Jazmin has gained a 'Improved Ration' #2417956.
[00:14:30	]Julia Jazmin has gained a 'Glasses' #1789846.
[00:14:30	]Julia Jazmin has gained a 'Improved Ration' #2421151.
