[00:00:00	]Raptorian - S10/K'A'N:WOLF-85 used command '/Radio unit is down'.
[00:01:52	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/D i was blocking bullets'.
[00:01:52	]Moses McVortal used command '/EnterMeditation'.
[00:01:52	][IC] Mr McVort: Ow.
[00:01:52	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran SAM command 'hp' with arguments: '^' '100'
[00:01:52	]Don Lorenzo ran 'give' on item 'Surgical Kit' (#1987208)
[00:01:52	]Don Lorenzo has performed the 'Use Surgical Kit' action, gaining 38 experience in medicine.
[00:01:52	]Su'Kma'Ba'Lez was disinfected by Don Lorenzo for 379 seconds.
[00:01:52	]Su'Kma'Ba'Lez was bandaged by Don Lorenzo for 80 HP.
[00:01:53	]Hank J. Wimleton ran 'Repair' on item 'Medium Kevlar Uniform' (#1917441)
[00:01:53	][IC] Mr McVort: Ow.
[00:01:53	][IC] Mr McVort: O.
[00:01:54	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 used command '/ToggleGM'.
[00:01:55	][IC] Mr McVort: Ow.
[00:01:56	]Male_07 claimed a report by Scook (Petski).
[00:01:57	]VADIM - SPEAR-78 used command '/D dont use it, we are blitzkrieging'.
[00:01:57	]Tamara Lahtizer ran 'give' on item 'First Aid Kit' (#2049172)
[00:01:57	]Tamara Lahtizer tried to disinfect Su'Kma'Ba'Lez but the wound was already clean.
[00:01:57	]Su'Kma'Ba'Lez was bandaged by Tamara Lahtizer for 70 HP.
[00:01:57	]Male_07 ran SAM command 'goto' with arguments: '#14'
[00:01:57	]ULTIMA - S10/APF.K'A'N-999 used command '/D why didnt you say you had one i ran in and immediately got pelted by a blast'.
[00:01:58	][IC] Moses McVortal: Finish him.
[00:02:00	]Raptorian - S10/K'A'N:WOLF-85 ran 'combine' on item '30rnd Pulse-magazine' (#2049041)
[00:02:01	]Don Lorenzo ran 'give' on item 'Surgical Kit' (#1987208)
[00:02:01	]Don Lorenzo has performed the 'Use Surgical Kit' action, gaining 120 experience in medicine.
[00:02:01	]Mr McVort was disinfected by Don Lorenzo for 379 seconds.
[00:02:01	]Mr McVort was bandaged by Don Lorenzo for 80 HP.
[00:02:01	]Maine - S10/K'A'N.DESTROYER-70 used command '/Radio Correction, 69 interlock with PT-70.'.
[00:02:01	]Raptorian - S10/K'A'N:WOLF-85 ran 'combine' on item '30rnd Pulse-magazine' (#2049048)
[00:02:02	][IC] Moses McVortal: Easier to heal that way.
[00:02:02	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/D i was gonna'.
[00:02:02	]Raptorian - S10/K'A'N:WOLF-85 ran 'combine' on item '30rnd Pulse-magazine' (#2049042)
[00:02:02	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a '30rnd Pulse-magazine' #2049437.
[00:02:02	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049486.
[00:02:03	]Mr McVort has taken 1 damage from env_fire.
[00:02:04	]Su'Kma'Ba'Lez used command '/AddVortalEnergy ^ 400'.
[00:02:04	]Mr McVort has taken 1 damage from env_fire.
[00:02:04	]Raptorian - S10/K'A'N:WOLF-85 has lost a '30rnd Pulse-magazine' #2049048.
[00:02:05	][OOC] Hank J. Wimleton: i didnt realise how op shotguns are now till i fired one at the ota
[00:02:05	]Mr McVort has taken 1 damage from env_fire.
[00:02:06	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/D but u all were like GOGOGOGOGO'.
[00:02:06	]Mr McVort has taken 1 damage from env_fire.
[00:02:06	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 used command '/Radio copy'.
[00:02:07	]Mr McVort has taken 1 damage from env_fire.
[00:02:08	]Mr McVort was knocked unconscious and is bleeding out.
[00:02:09	]Male_07 has spawned a frag_grenade.
[00:02:09	]Maine - S10/K'A'N.DESTROYER-70 used command '/Radio PT-70, relocate to SS.'.
[00:02:09	]Male_07 has spawned a frag_grenade.
[00:02:10	]Male_07 has spawned a flash_grenade.
[00:02:11	]VADIM - SPEAR-78 used command '/Radio same strat'.
[00:02:11	]Male_07 has spawned a smoke_grenade.
[00:02:11	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 used command '/PTJoin 70'.
[00:02:12	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/D wanna try it again?'.
[00:02:14	][LOOC] Don Lorenzo: retard
[00:02:15	]VADIM - SPEAR-78 used command '/Radio do not split up you retards...'.
[00:02:17	][OOC] Moses McVortal: I didn't realize how much of a nerd I was until I put on the glasses
[00:02:18	]Don Lorenzo ran 'give' on item 'Surgical Kit' (#1987208)
[00:02:18	]Don Lorenzo has performed the 'Use Surgical Kit' action, gaining 110 experience in medicine.
[00:02:18	]Mr McVort was disinfected by Don Lorenzo for 379 seconds.
[00:02:18	]Mr McVort's bleeding was stopped by Don Lorenzo.
[00:02:18	]Mr McVort was bandaged by Don Lorenzo for 80 HP.
[00:02:18	]Don Lorenzo has gained a 'Stitched Cloth' #2049666.
[00:02:18	]Male_07 used command '/Announce grenades spawned in vort caved'.
[00:02:19	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/Radio dont split up'.
[00:02:23	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/Radio 3rd round we can try 2 teams again'.
[00:02:25	]Moses McVortal used command '/EnterMeditation'.
[00:02:26	]VADIM - SPEAR-78 used command '/Radio we either win or vorts get nerfed'.
[00:02:26	]Maine - S10/K'A'N.DESTROYER-70 used command '/D vadim ur a retard we're doing the 2 team strat why not'.
[00:02:27	]Mr McVort ran SAM command 'asay' with arguments: 'Respawn me pls'
[00:02:32	]Maine - S10/K'A'N.DESTROYER-70 used command '/Radio This is the 3rd round Milkman.'.
[00:02:32	]Hank J. Wimleton used command '/ToggleRaise'.
[00:02:34	]Don Lorenzo used the 'John Doe' vendor.
[00:02:35	]rebel mcrebel ran 'drop' on item 'Brown Jumpsuit' (#2049092)
[00:02:35	]rebel mcrebel has lost a 'Brown Jumpsuit' #2049092.
[00:02:35	]rebel mcrebel has gained a '30rnd SG556-magazine' #2049108.
[00:02:35	]rebel mcrebel has lost a '30rnd SG556-magazine' #2049104.
[00:02:36	][IC] ULTIMA - S10/APF.K'A'N-999: <:: Wtf. ::>
[00:02:36	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/Radio oh yeah'.
[00:02:36	]Maine - S10/K'A'N.DESTROYER-70 used command '/Radio Final round for testing.'.
[00:02:36	]Moses McVortal used the 'John Doe' vendor.
[00:02:37	]Su'Kma'Ba'Lez used command '/Radio Guys what if we deploy on the roof of the outlands building infront of their outpost'.
[00:02:37	]rebel mcrebel destroyed a 'Brown Jumpsuit' #2049092.
[00:02:38	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a '30rnd Pulse-magazine' #2049486.
[00:02:38	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049485.
[00:02:38	][IC] ULTIMA - S10/APF.K'A'N-999: <:: My armors at 100. ::>
[00:02:38	]Hank J. Wimleton ran 'take' on item 'Frag Grenade' (#2049663)
[00:02:38	]Hank J. Wimleton has gained a 'Frag Grenade' #2049663.
[00:02:40	][IC] ULTIMA - S10/APF.K'A'N-999: <:: Fucking alessio. ::>
[00:02:40	]Tamara Lahtizer ran 'take' on item 'Frag Grenade' (#2049662)
[00:02:40	]Tamara Lahtizer has gained a 'Frag Grenade' #2049662.
[00:02:42	]Moses McVortal used command '/EnterMeditation'.
[00:02:43	]Hank J. Wimleton ran 'Equip' on item 'Frag Grenade' (#2049663)
[00:02:46	]Male_07 ran SAM command 'respawn' with arguments: 'McVort'
[00:02:46	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 used command '/ToggleGM'.
[00:02:47	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 ran 'Repair' on item 'OTA Ordinal Uniform' (#2048716)
[00:02:48	]ULTIMA - S10/APF.K'A'N-999 used command '/D alessio set me back to 150'.
[00:02:48	]Scook ran 'take' on item 'Flash Grenade' (#2049664)
[00:02:48	]Scook has gained a 'Flash Grenade' #2049664.
[00:02:50	]Moses McVortal used command '/EnterMeditation'.
[00:02:54	]Don Lorenzo ran 'take' on item 'Smoke Grenade' (#2049665)
[00:02:54	]Don Lorenzo has gained a 'Smoke Grenade' #2049665.
[00:02:54	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran SAM command 'armor' with arguments: 'APF' '150'
[00:02:55	]Moses McVortal used command '/EnterMeditation'.
[00:02:55	]rebel mcrebel used command '/Handsignals'.
[00:02:56	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 used command '/ToggleGM'.
[00:02:56	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Vadim splitting up is better. ::>
[00:02:59	][IC] VADIM - SPEAR-78: <:: No. ::>
[00:03:01	]Raptorian - S10/K'A'N:WOLF-85 is fully healed.
[00:03:01	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a '30rnd Pulse-magazine' #2049485.
[00:03:01	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049486.
[00:03:01	][IC] ULTIMA - S10/APF.K'A'N-999: <:: This entry is fucking imposible. ::>
[00:03:02	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Yes. ::>
[00:03:03	][IC] VADIM - SPEAR-78: <:: No. ::>
[00:03:08	][OOC] Hank J. Wimleton: wait can OTA see through the smoke or were they just shooting at nothing the entire time
[00:03:10	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: This entry isnt easy thats for sure. ::>
[00:03:10	][IC] ULTIMA - S10/APF.K'A'N-999: <:: LOL. ::>
[00:03:10	]Vill'um claimed a report by Mr McVort (Tuki).
[00:03:10	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Entering through 1 side is a deathwish. ::>
[00:03:11	]Mr McVort used command '/EnterMeditation'.
[00:03:12	][OOC] rebel mcrebel: When is slowTA coming
[00:03:13	][OOC] VADIM - SPEAR-78: we can
[00:03:16	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a '30rnd Pulse-magazine' #2049486.
[00:03:16	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049485.
[00:03:16	]Vill'um ran SAM command 'respawn' with arguments: 'Mr McVort'
[00:03:17	][OOC] Maine - S10/K'A'N.DESTROYER-70: we can see through it
[00:03:19	][OOC] Raptorian - S10/K'A'N:WOLF-85: we have thermal goggles
[00:03:19	]Don Lorenzo used command '/ToggleRaise'.
[00:03:19	]VADIM - SPEAR-78 used command '/D tell them we see through smoke'.
[00:03:21	][OOC] ULTIMA - S10/APF.K'A'N-999: we have thermal
[00:03:21	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: Erm. ::>
[00:03:23	]ULTIMA - S10/APF.K'A'N-999 used command '/D LOL'.
[00:03:24	]Mr McVort used command '/EnterMeditation'.
[00:03:24	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: Should we try 2 teams again. ::>
[00:03:25	]Mr McVort used command '/EnterMeditation'.
[00:03:26	][OOC] Tamara Lahtizer: Wait.. *What*?
[00:03:27	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Yes. ::>
[00:03:27	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: Or what. ::>
[00:03:28	]Don Lorenzo used command '/Radio // they see nothing'.
[00:03:29	][IC] VADIM - SPEAR-78: <:: No. ::>
[00:03:31	][OOC] ULTIMA - S10/APF.K'A'N-999: they didnt know..
[00:03:33	][OOC] Maine - S10/K'A'N.DESTROYER-70: Yeah we've got thermals.
[00:03:34	][IC] VADIM - SPEAR-78: <:: Then time it better. ::>
[00:03:34	]Tamara Lahtizer has gained a 'PM-II (7x)' #2049185.
[00:03:35	]Hank J. Wimleton used command '/Radio // fr?'.
[00:03:36	]Tamara Lahtizer has lost a 'PM-II (7x)' #2049185.
[00:03:36	]Vill'um is fully healed.
[00:03:36	]Don Lorenzo used command '/Radio // I got a thermal scope dw I can see everything'.
[00:03:37	][OOC] Moses McVortal: OTA do not have thermals lol
[00:03:38	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: Ok but this time the outlands team wont be slowed down. ::>
[00:03:42	][IC] VADIM - SPEAR-78: <:: Say something before you go in so we know when we are ready. ::>
[00:03:42	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: They arent outside. ::>
[00:03:42	]ULTIMA - S10/APF.K'A'N-999 used command '/PM moses stfu'.
[00:03:47	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: Okay... ::>
[00:03:48	][OOC] Tsah'Lih: bait used to be believable
[00:03:48	]Male_07 used command '/Event Ready?'.
[00:03:49	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Dont push in before we're ready. ::>
[00:03:51	]Su'Kma'Ba'Lez entered observer.
[00:03:51	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: If you die, you die. ::>
[00:03:52	]Su'Kma'Ba'Lez exited observer at their location.
[00:03:56	][IC] ULTIMA - S10/APF.K'A'N-999: <:: Send me outlands... ::>
[00:03:56	]rebel mcrebel has taken 1 damage from env_fire.
[00:03:56	][OOC] Don Lorenzo: yessir
[00:03:57	]Scook ran 'Equip' on item 'Flash Grenade' (#2049664)
[00:03:57	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: This would be better with 2 team bros. ::>
[00:03:58	][OOC] Vill'um: im ready
[00:03:59	]Maine - S10/K'A'N.DESTROYER-70 used command '/Radio PT-70, move to SS regions.'.
[00:04:00	][IC] VADIM - SPEAR-78: <:: Guys go through the outlands sewer entrance. ::>
[00:04:00	][OOC] Tamara Lahtizer: Ultima, it says gullible on the ceiling
[00:04:01	][OOC] Scook: yup
[00:04:01	][OOC] Hank J. Wimleton: this is insane levels of psyop behaviour from OTA side
[00:04:02	]Male_07 used command '/Event GO GO GO GO GO'.
[00:04:04	]Tamara Lahtizer used command '/ToggleRaise'.
[00:04:05	]VADIM - SPEAR-78 used command '/Radio go outlands sewers its quicker'.
[00:04:07	]rebel mcrebel has gained a '30rnd SG556-magazine' #2049104.
[00:04:07	]rebel mcrebel has lost a '30rnd SG556-magazine' #2049108.
[00:04:07	]rebel mcrebel has taken 1 damage from env_fire.
[00:04:07	]Maine - S10/K'A'N.DESTROYER-70 used command '/Radio VADIM MOVE'.
[00:04:08	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: Ok those 3 go. ::>
[00:04:09	]VADIM - SPEAR-78 has lost a '30rnd Pulse-magazine' #2049208.
[00:04:11	]ULTIMA - S10/APF.K'A'N-999 is fully healed.
[00:04:13	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: We stealht? ::>
[00:04:14	]ULTIMA - S10/APF.K'A'N-999 used command '/D can we just get teleported to the lighthouse LOL'.
[00:04:15	][OOC] Moses McVortal: Don't believe a word they say. They're VORT players...
[00:04:16	]Maine - S10/K'A'N.DESTROYER-70 used command '/Radio 69, Come.'.
[00:04:17	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: Rapt go with them. ::>
[00:04:20	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: Ok. ::>
[00:04:20	]Hank J. Wimleton used command '/ToggleRaise'.
[00:04:22	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: Go go go! ::>
[00:04:22	]rebel mcrebel ran 'take' on item '30rnd SG556-magazine' (#2049107)
[00:04:22	]rebel mcrebel has gained a '30rnd SG556-magazine' #2049107.
[00:04:27	]Mr McVort is fully healed.
[00:04:27	]rebel mcrebel ran 'combine' on item '30rnd SG556-magazine' (#2049105)
[00:04:28	]rebel mcrebel ran 'combine' on item '30rnd SG556-magazine' (#2049105)
[00:04:28	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: Omg. ::>
[00:04:29	]Maine - S10/K'A'N.DESTROYER-70 used command '/D alessio. TP Vadim, Maine and PURPLE to lighthouse.'.
[00:04:30	]Tamara Lahtizer used command '/Radio Shore up the defenses by the canal exit, I'm still watching the lighthouse path.'.
[00:04:30	]Vill'um has given himself a civil_protection_ration.
[00:04:30	]Vill'um has gained a 'Civil Protection Ration' #2049667.
[00:04:30	]Male_07 used command '/D you all ask for Outland TP... and then u want TP to lighthouse...'.
[00:04:31	]Vill'um ran 'Open' on item 'Civil Protection Ration' (#2049667)
[00:04:31	]Vill'um has gained a 'Metropolice Supplements' #2049668.
[00:04:31	]Vill'um has gained a 'Soda Bob Brawn' #2049669.
[00:04:31	]Vill'um has gained a '20 Credits Coupon' #2049670.
[00:04:31	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/ToggleRaise'.
[00:04:33	]Vill'um ran 'Consume' on item 'Soda Bob Brawn' (#2049669)
[00:04:33	]Vill'um has gained a level 1 long boost in Perception.
[00:04:33	]Vill'um has gained a level 2 long boost in Agility.
[00:04:35	]Maine - S10/K'A'N.DESTROYER-70 used command '/D only us 3.'.
[00:04:35	]ULTIMA - S10/APF.K'A'N-999 used command '/D splitting up'.
[00:04:38	]Maine - S10/K'A'N.DESTROYER-70 used command '/D only us 3.'.
[00:04:38	]Raptorian - S10/K'A'N:WOLF-85 used command '/D just do it wuss'.
[00:04:38	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/D only some of us to lighthouse'.
[00:04:40	]VADIM - SPEAR-78 used command '/D gay balls'.
[00:04:40	]Don Lorenzo used command '/Radio Copy'.
[00:04:40	]Maine - S10/K'A'N.DESTROYER-70 used command '/D only us 3.'.
[00:04:42	]Moses McVortal used command '/Reply I will destroy you'.
[00:04:48	][OOC] Vill'um: play music if we're doing this
[00:04:54	][OOC] Don Lorenzo: +1
[00:04:55	]Male_07 ran SAM command 'bring' with arguments: 'Vadim'
[00:04:55	]Su'Kma'Ba'Lez is fully healed.
[00:04:57	]Male_07 ran SAM command 'bring' with arguments: 'Maine'
[00:04:59	]Male_07 ran SAM command 'bring' with arguments: 'Purple'
[00:05:00	]Maine - S10/K'A'N.DESTROYER-70 used command '/ToggleRaise'.
[00:05:00	][OOC] Moses McVortal: Music, overwatch announcements, death
[00:05:01	][OOC] VADIM - SPEAR-78: do what happens in main and play music so loud u cant hear ota
[00:05:02	]Moses McVortal used command '/EnterMeditation'.
[00:05:03	]ULTIMA - S10/APF.K'A'N-999 used command '/D wait... wtf'.
[00:05:03	][IC] VADIM - SPEAR-78: <:: Go go go! ::>
[00:05:04	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Move it. ::>
[00:05:05	]Mr McVort ran SAM command 'asay' with arguments: 'need my vortessence bar refilled'
[00:05:07	]Mr McVort used command '/EnterMeditation'.
[00:05:10	]Male_07 used command '/Event btw... how the fuck did the resistance get so many players'.
[00:05:12	]ULTIMA - S10/APF.K'A'N-999 used command '/D come here'.
[00:05:12	][OOC] Hank J. Wimleton: play KEYGEN CHURCH - Tenebre Rosso Sangue
[00:05:13	]ULTIMA - S10/APF.K'A'N-999 used command '/D come here'.
[00:05:14	]ULTIMA - S10/APF.K'A'N-999 used command '/D come here'.
[00:05:16	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained level 42 in the Speed skill.
[00:05:18	][IC] Moses McVortal: Indeed...
[00:05:22	]ULTIMA - S10/APF.K'A'N-999 used command '/D why was this on main :sob:'.
[00:05:24	]ULTIMA - S10/APF.K'A'N-999 used command '/D why was this on main :sob:'.
[00:05:24	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a '30rnd Pulse-magazine' #2049485.
[00:05:24	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049486.
[00:05:25	]ULTIMA - S10/APF.K'A'N-999 used command '/D why was this on main :sob:'.
[00:05:25	]Vill'um used command '/Radio three went towards lighthouse'.
[00:05:25	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: This is goated. ::>
[00:05:26	][OOC] Hank J. Wimleton: the better ultrakill theme change my mind
[00:05:26	][OOC] Raptorian - S10/K'A'N:WOLF-85: we've been doing this with them having over double our number..
[00:05:31	]Vill'um used command '/Radio I am assuming the rest went to canals'.
[00:05:32	]Mr McVort has gained level 3 in the Speed skill.
[00:05:33	][IC] Scook: Vortshout1.
[00:05:33	]Male_07 used command '/SetVortalEnergy McVort 150'.
[00:05:34	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: Well not really cus we're rebels on main. ::>
[00:05:35	][OOC] Tamara Lahtizer: Teams are fine
[00:05:36	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: But rn it is. ::>
[00:05:37	]Mr McVort ran SAM command 'asay' with arguments: 'need my vortessence bar refilled'
[00:05:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran 'Equip' on item 'Frag Grenade' (#2049511)
[00:05:43	]Maine - S10/K'A'N.DESTROYER-70 used command '/Radio VADIM, Prep SMOKE. PURPLE, Prep FLASH. Do not intercede yet.'.
[00:05:43	]Hank J. Wimleton used command '/ToggleRaise'.
[00:05:43	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: We should ahve 8. ::>
[00:05:43	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a '30rnd Pulse-magazine' #2049486.
[00:05:43	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049485.
[00:05:45	][OOC] Mr McVort: WILLUM HELP
[00:05:47	][IC] Moses McVortal: If they kill you, I'm going to have a party.
[00:05:48	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran 'EquipUn' on item 'Frag Grenade' (#2049511)
[00:05:49	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran 'Equip' on item 'Flash Grenade' (#2049513)
[00:05:49	][IC] Scook: Ah...
[00:05:50	]VADIM - SPEAR-78 used command '/Radio flash is prepped. Adhering'.
[00:05:53	]VADIM - SPEAR-78 ran 'Equip' on item 'Smoke Grenade' (#2049588)
[00:05:53	]Hank J. Wimleton used command '/ToggleRaise'.
[00:05:53	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 ran 'EquipUn' on item 'Frag Grenade' (#2049528)
[00:05:55	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 ran 'Equip' on item 'Smoke Grenade' (#2049529)
[00:05:56	]VADIM - SPEAR-78 used command '/Radio smoke ready'.
[00:05:58	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 used command '/Radio FLASH prepped'.
[00:05:59	]VADIM - SPEAR-78 has gained a '30rnd Pulse-magazine' #2049208.
[00:05:59	]VADIM - SPEAR-78 has lost a '30rnd Pulse-magazine' #2049207.
[00:06:01	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a '30rnd Pulse-magazine' #2049485.
[00:06:01	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049486.
[00:06:01	][IC] Tamara Lahtizer: Just don't block with your fat body..
[00:06:01	]ULTIMA - S10/APF.K'A'N-999 used command '/Radio stabilization team is not at location'.
[00:06:03	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/Radio Do not engage yet...'.
[00:06:04	]Vill'um used command '/AddVortalEnergy Mr McVort 100'.
[00:06:05	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained a '30rnd Pulse-magazine' #2049002.
[00:06:05	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has lost a '30rnd Pulse-magazine' #2049001.
[00:06:08	]ULTIMA - S10/APF.K'A'N-999 used command '/D alessio...'.
[00:06:10	][IC] Moses McVortal: Wow.
[00:06:11	]Male_07 used command '/PlaySong https://www.youtube.com/watch?v=flFEw7O0H9o'.
[00:06:12	][OOC] Mr McVort: Love you willum
[00:06:12	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/D alessio...'.
[00:06:15	]Male_07 used command '/D yes?'.
[00:06:16	]Raptorian - S10/K'A'N:WOLF-85 used command '/D alessio...'.
[00:06:17	][IC] Moses McVortal: Your head is as big as my chest.
[00:06:17	]Maine - S10/K'A'N.DESTROYER-70 used command '/D alessio...'.
[00:06:18	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/D come here'.
