[14:30:47	]garry has connected.
[21:28:18	]test char ran 'combine' on item '30rnd AK-magazine' (#1659698)
[21:28:25	]test char has given himself a mag_pouch.
[21:28:25	]test char has gained a 'Magazine Pouch' #1659786.
[21:28:25	]test char has given himself a bullet_pouch.
[21:28:25	]test char has gained a 'Ammunition Pouch' #1659787.
[21:28:37	]test char has given himself a magazine_ak_30rnd.
[21:28:37	]test char has gained a '30rnd AK-magazine' #1659788.
[21:28:38	]test char has given himself a magazine_ak_30rnd.
[21:28:38	]test char has gained a '30rnd AK-magazine' #1659789.
[21:28:38	]test char has given himself a magazine_ak_30rnd.
[21:28:38	]test char has gained a '30rnd AK-magazine' #1659790.
[21:28:39	]test char has given himself a magazine_ak_30rnd.
[21:28:39	]test char has gained a '30rnd AK-magazine' #1659791.
[21:28:42	]test char has given himself a bullets_assaultrifle.
[21:28:42	]test char has gained a 'Assault Rifle Bullets' #1659792.
[21:28:43	]test char has given himself a bullets_assaultrifle.
[21:28:43	]test char has gained a 'Assault Rifle Bullets' #1659793.
[21:28:44	]test char has given himself a bullets_assaultrifle.
[21:28:44	]test char has gained a 'Assault Rifle Bullets' #1659794.
[21:28:45	]test char has given himself a bullets_assaultrifle.
[21:28:45	]test char has gained a 'Assault Rifle Bullets' #1659795.
[21:28:45	]test char has given himself a bullets_assaultrifle.
[21:28:45	]test char has gained a 'Assault Rifle Bullets' #1659796.
[21:29:08	]test char has given himself a bullets_assaultrifle.
[21:29:08	]test char has gained a 'Assault Rifle Bullets' #1659797.
[21:29:09	]test char has given himself a bullets_assaultrifle.
[21:29:09	]test char has gained a 'Assault Rifle Bullets' #1659798.
[21:29:10	]test char has given himself a bullets_assaultrifle.
[21:29:10	]test char has gained a 'Assault Rifle Bullets' #1659799.
[21:29:11	]test char has given himself a bullets_assaultrifle.
[21:29:11	]test char has gained a 'Assault Rifle Bullets' #1659800.
[21:29:11	]test char has given himself a bullets_assaultrifle.
[21:29:11	]test char has gained a 'Assault Rifle Bullets' #1659801.
[21:29:12	]test char has given himself a bullets_assaultrifle.
[21:29:12	]test char has gained a 'Assault Rifle Bullets' #1659802.
[21:29:17	]test char ran 'combine' on item '30rnd AK-magazine' (#1659791)
[21:29:18	]test char ran 'combine' on item '30rnd AK-magazine' (#1659790)
[21:29:19	]test char ran 'combine' on item '30rnd AK-magazine' (#1659789)
[21:29:21	]test char ran 'combine' on item '30rnd AK-magazine' (#1659788)
[21:29:27	]test char has given himself a bullets_assaultrifle.
[21:29:27	]test char has gained a 'Assault Rifle Bullets' #1659803.
[21:29:28	]test char has given himself a bullets_assaultrifle.
[21:29:28	]test char has gained a 'Assault Rifle Bullets' #1659804.
[21:29:28	]test char has given himself a bullets_assaultrifle.
[21:29:28	]test char has gained a 'Assault Rifle Bullets' #1659805.
[21:29:29	]Imperator RAD-X has connected.
[21:29:29	]test char has given himself a bullets_assaultrifle.
[21:29:30	]test char has gained a 'Assault Rifle Bullets' #1659806.
[21:29:34	]test char ran 'combine' on item '30rnd AK-magazine' (#1659699)
[21:29:39	]test char ran 'Equip' on item 'AKM' (#1659694)
[21:29:40	]Hiros | Error 410 has connected.
[21:29:45	]test char has lost a '30rnd AK-magazine' #1659791.
[21:29:54	]human has connected.
[21:29:58	]test char has given himself a mag_pouch.
[21:29:58	]test char has gained a 'Magazine Pouch' #1659807.
[21:30:01	]test char has given himself a rappel_gear.
[21:30:01	]test char has gained a 'Rappel Gear' #1659808.
[21:30:10	]test char ran 'removeMag' on item 'AKM' (#1659694)
[21:30:10	]test char has gained a '30rnd AK-magazine' #1659791.
[21:30:20	]test char has lost a '30rnd AK-magazine' #1659790.
[21:30:26	]test char ran 'removeMag' on item 'AKM' (#1659694)
[21:30:26	]test char has gained a '30rnd AK-magazine' #1659790.
[21:30:28	]Imperator RAD-X loaded the character 'Drakk'
[21:30:29	]test char has lost a '30rnd AK-magazine' #1659790.
[21:30:30	]human loaded the character 'John Combinus'
[21:30:35	]John Combinus is fully healed.
[21:30:36	]test char has gained a '30rnd AK-magazine' #1659790.
[21:30:36	]test char has lost a '30rnd AK-magazine' #1659789.
[21:30:38	]Hiros | Error 410 loaded the character 'S10/OWS.GHOST-76'
[21:30:41	]test char ran 'drop' on item 'Magazine Pouch' (#1659807)
[21:30:41	]test char has lost a 'Magazine Pouch' #1659807.
[21:30:41	]test char has lost a '30rnd AK-magazine' #1659698.
[21:30:41	]test char has lost a '30rnd AK-magazine' #1659699.
[21:30:43	]S10/OWS.GHOST-76 is fully healed.
[21:30:43	]John Combinus used the 'Munition Lady' vendor.
[21:30:43	]test char has taken 1 damage from worldspawn.
[21:30:45	]test char ran 'take' on item 'Magazine Pouch' (#1659807)
[21:30:45	]test char has gained a 'Magazine Pouch' #1659807.
[21:30:45	]test char has gained a '30rnd AK-magazine' #1659698.
[21:30:45	]test char has gained a '30rnd AK-magazine' #1659699.
[21:30:47	]test char is fully healed.
[21:30:50	]test char ran 'combine' on item '30rnd AK-magazine' (#1659790)
[21:30:56	][IC] John Combinus: Hi.
[21:30:58	]John Combinus used the 'John Doe' vendor.
[21:31:03	]S10/OWS.GHOST-76 entered observer.
[21:31:04	]S10/OWS.GHOST-76 exited observer at their location.
[21:31:06	]test char entered observer.
[21:31:07	]test char exited observer at their location.
[21:31:11	]test char ran 'Equip' on item 'Rappel Gear' (#1659808)
[21:31:16	]S10/OWS.GHOST-76 has given himself a mag_pouch.
[21:31:16	]S10/OWS.GHOST-76 has gained a 'Magazine Pouch' #1659809.
[21:31:17	]human loaded the character 'S10/OWS.GHOST-11'
[21:31:20	]test char entered observer.
[21:31:20	]test char exited observer at their location.
[21:31:21	]test char entered observer.
[21:31:21	]test char exited observer at their location.
[21:31:22	]test char entered observer.
[21:31:23	]test char exited observer at their location.
[21:31:23	]Drakk has given himself a mag_pouch.
[21:31:24	]Drakk has gained a 'Magazine Pouch' #1659810.
[21:31:24	]Drakk has given himself a bullet_pouch.
[21:31:24	]Drakk has gained a 'Ammunition Pouch' #1659811.
[21:31:25	]test char entered observer.
[21:31:27	]S10/OWS.GHOST-11 used the 'Munition Lady' vendor.
[21:31:32	]test char exited observer at their location.
[21:31:33	]test char entered observer.
[21:31:34	]test char exited observer at their location.
[21:31:36	]test char entered observer.
[21:31:37	]test char exited observer at their location.
[21:31:49	]S10/OWS.GHOST-76 used command '/CharGiveItem ^ bullet_pouch'.
[21:31:49	]S10/OWS.GHOST-76 has gained a 'Ammunition Pouch' #1659812.
[21:31:49	]Drakk has given himself a rappel_gear.
[21:31:49	]Drakk has gained a 'Rappel Gear' #1659813.
[21:31:51	]test char entered observer.
[21:31:54	]test char exited observer at their location.
[21:31:54	][IC] Drakk: Hello human.
[21:31:58	]S10/OWS.GHOST-76 used command '/Punch'.
[21:31:58	]Drakk was just knocked out due to: hit by punch command used by S10/OWS.GHOST-76
[21:32:06	]Drakk was knocked unconscious and is bleeding out.
[21:32:06	]S10/OWS.GHOST-76 has given himself a rappel_gear.
[21:32:06	]S10/OWS.GHOST-76 has gained a 'Rappel Gear' #1659814.
[21:32:08	][IC] S10/OWS.GHOST-11: <:: Bro is rappelling wtf. ::>
[21:32:09	]S10/OWS.GHOST-76 ran 'Equip' on item 'Rappel Gear' (#1659814)
[21:32:12	]test char entered observer.
[21:32:13	]test char exited observer at their location.
[21:32:14	]S10/OWS.GHOST-76 entered observer.
[21:32:16	]Drakk ran SAM command 'respawn' with arguments: 'drakk'
[21:32:18	]Drakk is fully healed.
[21:32:20	]S10/OWS.GHOST-76 exited observer at their location.
[21:32:27	]test char entered observer.
[21:32:28	][IC] S10/OWS.GHOST-11: <:: ??? ::>
[21:32:29	]test char exited observer at their location.
[21:32:30	]test char entered observer.
[21:32:31	]test char exited observer at their location.
[21:32:36	][IC] Drakk: Midgit.
[21:32:41	]test char has gained a '30rnd AK-magazine' #1659789.
[21:32:41	]test char has lost a '30rnd AK-magazine' #1659790.
[21:32:42	]S10/OWS.GHOST-11 used the 'Munition Lady' vendor.
[21:32:47	]test char entered observer.
[21:32:50	]test char exited observer at their location.
[21:32:51	]Drakk ran 'take' on item 'OSITR' (#1659761)
[21:32:51	]test char entered observer.
[21:32:52	]test char exited observer at their location.
[21:32:54	]Drakk ran 'take' on item 'OSITR' (#1659761)
[21:32:55	]S10/OWS.GHOST-76 has given himself a bullets_pulse.
[21:32:55	]S10/OWS.GHOST-76 has gained a 'Pulse Rifle Bullets' #1659815.
[21:32:56	]S10/OWS.GHOST-11 has gained 0 chips.
[21:32:56	]S10/OWS.GHOST-11 has gained a 'OSITR' #1659816.
[21:32:59	]S10/OWS.GHOST-11 ran 'Equip' on item 'OSITR' (#1659816)
[21:33:00	]test char entered observer.
[21:33:03	]test char exited observer at their location.
[21:33:03	]S10/OWS.GHOST-11 ran 'drop' on item '357 Rounds' (#1659246)
[21:33:03	]S10/OWS.GHOST-11 has lost a '357 Rounds' #1659246.
[21:33:04	]S10/OWS.GHOST-11 ran 'drop' on item '357 Rounds' (#1659215)
[21:33:04	]S10/OWS.GHOST-11 has lost a '357 Rounds' #1659215.
[21:33:04	]S10/OWS.GHOST-11 ran 'drop' on item '357 Rounds' (#1659220)
[21:33:04	]S10/OWS.GHOST-11 has lost a '357 Rounds' #1659220.
[21:33:04	]S10/OWS.GHOST-11 ran 'drop' on item '357 Rounds' (#1659227)
[21:33:04	]S10/OWS.GHOST-11 has lost a '357 Rounds' #1659227.
[21:33:04	]S10/OWS.GHOST-11 ran 'drop' on item '357 Rounds' (#1659216)
[21:33:04	]S10/OWS.GHOST-11 has lost a '357 Rounds' #1659216.
[21:33:04	]S10/OWS.GHOST-76 used command '/CharGiveItem ^ bullets_pulse 10'.
[21:33:04	]S10/OWS.GHOST-76 has gained a 'Pulse Rifle Bullets' #1659817.
[21:33:04	]S10/OWS.GHOST-76 has gained a 'Pulse Rifle Bullets' #1659818.
[21:33:04	]S10/OWS.GHOST-76 has gained a 'Pulse Rifle Bullets' #1659819.
[21:33:04	]S10/OWS.GHOST-76 has gained a 'Pulse Rifle Bullets' #1659820.
[21:33:04	]S10/OWS.GHOST-76 has gained a 'Pulse Rifle Bullets' #1659821.
[21:33:04	]S10/OWS.GHOST-76 has gained a 'Pulse Rifle Bullets' #1659822.
[21:33:04	]S10/OWS.GHOST-76 has gained a 'Pulse Rifle Bullets' #1659823.
[21:33:04	]S10/OWS.GHOST-76 has gained a 'Pulse Rifle Bullets' #1659824.
[21:33:04	]S10/OWS.GHOST-76 has gained a 'Pulse Rifle Bullets' #1659825.
[21:33:04	]S10/OWS.GHOST-76 has gained a 'Pulse Rifle Bullets' #1659826.
[21:33:04	]S10/OWS.GHOST-11 ran 'drop' on item '357 Rounds' (#1659245)
[21:33:04	]S10/OWS.GHOST-11 has lost a '357 Rounds' #1659245.
[21:33:05	]Drakk has given himself a akm.
[21:33:05	]test char has gained a '30rnd AK-magazine' #1659790.
[21:33:05	]test char has lost a '30rnd AK-magazine' #1659788.
[21:33:08	]Drakk ran 'drop' on item 'Model 870' (#1659691)
[21:33:08	]Drakk has lost a 'Model 870' #1659691.
[21:33:09	]test char has hit S10/OWS.GHOST-76 in the right leg dealing 6 damage (CritChance was 0.15).
[21:33:09	]S10/OWS.GHOST-76 has taken 6 damage from test char.
[21:33:09	]test char has hit S10/OWS.GHOST-76 in the left leg dealing 6 damage (CritChance was 0.15).
[21:33:09	]S10/OWS.GHOST-76 has taken 6 damage from test char.
[21:33:09	]test char has hit S10/OWS.GHOST-76 in the left arm dealing 6 damage (CritChance was 0.15).
[21:33:09	]S10/OWS.GHOST-76 has taken 6 damage from test char.
[21:33:10	]Drakk has used a context menu option with the name: remove
[21:33:12	]S10/OWS.GHOST-11 used the 'Munition Lady' vendor.
[21:33:13	]Drakk has given himself a akm.
[21:33:13	]Drakk has gained a 'AKM' #1659827.
[21:33:13	]S10/OWS.GHOST-76 is fully healed.
[21:33:14	]test char has hit S10/OWS.GHOST-76 in the head dealing 12 damage (CritChance was 0.15).
[21:33:14	]S10/OWS.GHOST-76 has taken 12 damage from test char.
[21:33:16	]Drakk has given himself a bullets_assaultrifle.
[21:33:16	]Drakk has gained a 'Assault Rifle Bullets' #1659828.
[21:33:17	]Drakk has given himself a bullets_assaultrifle.
[21:33:17	]Drakk has gained a 'Assault Rifle Bullets' #1659829.
[21:33:18	]S10/OWS.GHOST-76 is fully healed.
[21:33:19	]test char entered observer.
[21:33:19	]S10/OWS.GHOST-11 has gained 0 chips.
[21:33:19	]S10/OWS.GHOST-11 has gained a 'Sub-machinegun Bullets' #1659830.
[21:33:19	]S10/OWS.GHOST-11 has gained 0 chips.
[21:33:20	]S10/OWS.GHOST-11 has gained a 'Sub-machinegun Bullets' #1659831.
[21:33:20	]S10/OWS.GHOST-11 has gained 0 chips.
[21:33:20	]S10/OWS.GHOST-11 has gained a 'Sub-machinegun Bullets' #1659832.
[21:33:22	]S10/OWS.GHOST-11 ran 'drop' on item 'Sub-machinegun Bullets' (#1659830)
[21:33:22	]S10/OWS.GHOST-11 has lost a 'Sub-machinegun Bullets' #1659830.
[21:33:23	]S10/OWS.GHOST-11 ran 'drop' on item 'Sub-machinegun Bullets' (#1659831)
[21:33:23	]S10/OWS.GHOST-11 has lost a 'Sub-machinegun Bullets' #1659831.
[21:33:23	]S10/OWS.GHOST-11 ran 'drop' on item 'Sub-machinegun Bullets' (#1659832)
[21:33:23	]S10/OWS.GHOST-11 has lost a 'Sub-machinegun Bullets' #1659832.
[21:33:24	]S10/OWS.GHOST-11 used the 'Munition Lady' vendor.
[21:33:29	]S10/OWS.GHOST-11 has gained 0 chips.
[21:33:29	]Drakk has given himself a magazine_ak_30rnd.
[21:33:29	]S10/OWS.GHOST-11 has gained a '60rnd OTAR-magazine' #1659833.
[21:33:29	]Drakk has gained a '30rnd AK-magazine' #1659834.
[21:33:30	]Drakk has given himself a magazine_ak_30rnd.
[21:33:30	]Drakk has gained a '30rnd AK-magazine' #1659835.
[21:33:31	]S10/OWS.GHOST-11 used the 'Munition Lady' vendor.
[21:33:31	]S10/OWS.GHOST-76 has given himself a magazine_pulse_30rnd.
[21:33:32	]S10/OWS.GHOST-76 has gained a '30rnd Pulse-magazine' #1659836.
[21:33:32	]S10/OWS.GHOST-11 has gained 0 chips.
[21:33:32	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659837.
[21:33:33	]S10/OWS.GHOST-76 has given himself a magazine_pulse_30rnd.
[21:33:33	]S10/OWS.GHOST-76 has gained a '30rnd Pulse-magazine' #1659838.
[21:33:33	]S10/OWS.GHOST-76 has given himself a magazine_pulse_30rnd.
[21:33:33	]S10/OWS.GHOST-76 has gained a '30rnd Pulse-magazine' #1659839.
[21:33:33	]Drakk ran 'combine' on item '30rnd AK-magazine' (#1659835)
[21:33:34	]Drakk ran 'combine' on item '30rnd AK-magazine' (#1659834)
[21:33:34	]S10/OWS.GHOST-76 ran 'combine' on item '30rnd Pulse-magazine' (#1659838)
[21:33:35	]S10/OWS.GHOST-11 ran 'combine' on item '60rnd OTAR-magazine' (#1659833)
[21:33:35	]Drakk ran 'combine' on item 'Ammunition Pouch' (#1659811)
[21:33:35	]S10/OWS.GHOST-76 ran 'combine' on item '30rnd Pulse-magazine' (#1659836)
[21:33:36	]S10/OWS.GHOST-76 ran 'combine' on item '30rnd Pulse-magazine' (#1659839)
[21:33:36	]Drakk ran 'combine' on item 'Ammunition Pouch' (#1659811)
[21:33:39	]S10/OWS.GHOST-11 used the 'Munition Lady' vendor.
[21:33:39	]test char exited observer at their location.
[21:33:40	]test char entered observer.
[21:33:44	]S10/OWS.GHOST-76 has given himself a magazine_pulse_30rnd.
[21:33:44	]S10/OWS.GHOST-76 has gained a '30rnd Pulse-magazine' #1659840.
[21:33:44	]S10/OWS.GHOST-11 has gained 0 chips.
[21:33:44	]S10/OWS.GHOST-11 has gained a '60rnd OTAR-magazine' #1659841.
[21:33:45	]S10/OWS.GHOST-11 has gained 0 chips.
[21:33:45	]S10/OWS.GHOST-11 has gained a '60rnd OTAR-magazine' #1659842.
[21:33:45	]Drakk ran 'Equip' on item 'AKM' (#1659827)
[21:33:45	]S10/OWS.GHOST-11 has gained 0 chips.
[21:33:45	]S10/OWS.GHOST-11 has gained a '60rnd OTAR-magazine' #1659843.
[21:33:46	]S10/OWS.GHOST-11 has gained 0 chips.
[21:33:46	]S10/OWS.GHOST-11 has gained a '60rnd OTAR-magazine' #1659844.
[21:33:46	]S10/OWS.GHOST-11 has gained 0 chips.
[21:33:46	]S10/OWS.GHOST-11 has gained a '60rnd OTAR-magazine' #1659845.
[21:33:47	]test char exited observer at their location.
[21:33:49	]S10/OWS.GHOST-76 has given himself a bullets_pulse.
[21:33:49	]S10/OWS.GHOST-76 has gained a 'Pulse Rifle Bullets' #1659846.
[21:33:50	]test char entered observer.
[21:33:51	]S10/OWS.GHOST-76 ran 'combine' on item '30rnd Pulse-magazine' (#1659840)
[21:33:51	]S10/OWS.GHOST-76 ran 'combine' on item 'Magazine Pouch' (#1659809)
[21:33:53	]test char exited observer at their location.
[21:33:54	]test char entered observer.
[21:33:56	]test char exited observer at their location.
[21:33:58	]S10/OWS.GHOST-11 used the 'Munition Lady' vendor.
[21:34:02	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:02	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659847.
[21:34:02	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:02	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659848.
[21:34:03	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:03	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659849.
[21:34:03	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:03	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659850.
[21:34:04	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:04	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659851.
[21:34:04	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:04	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659852.
[21:34:05	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:05	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659853.
[21:34:05	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:05	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659854.
[21:34:06	]test char entered observer.
[21:34:06	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:06	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659855.
[21:34:06	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:06	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659856.
[21:34:06	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:06	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659857.
[21:34:07	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:07	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659858.
[21:34:07	]test char exited observer at their location.
[21:34:07	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:07	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659859.
[21:34:08	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:08	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659860.
[21:34:08	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:08	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659861.
[21:34:09	]test char entered observer.
[21:34:09	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:09	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659862.
[21:34:09	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:09	]test char exited observer at their location.
[21:34:09	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659863.
[21:34:10	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:10	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659864.
[21:34:10	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:10	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659865.
[21:34:11	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:11	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659866.
[21:34:11	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:11	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659867.
[21:34:12	]S10/OWS.GHOST-11 has gained 0 chips.
[21:34:12	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1659868.
[21:34:19	]Drakk has lost a '30rnd AK-magazine' #1659835.
[21:34:19	]S10/OWS.GHOST-76 has given himself a go_flashlight.
[21:34:19	]S10/OWS.GHOST-76 has gained a 'Flashlight' #1659869.
[21:34:20	]S10/OWS.GHOST-11 ran 'combine' on item '60rnd OTAR-magazine' (#1659844)
[21:34:21	]S10/OWS.GHOST-11 ran 'combine' on item '60rnd OTAR-magazine' (#1659843)
[21:34:22	]Drakk ran 'Equip' on item 'Rappel Gear' (#1659813)
[21:34:22	]S10/OWS.GHOST-11 ran 'combine' on item '60rnd OTAR-magazine' (#1659842)
