[01:44:24	]Garratz has connected.
[03:10:14	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047503.
[03:10:21	]S10/OWS.GHOST-75 has spawned a 'NPC [4713][npc_vj_hlr2b_merkava]'.
[03:10:24	]S10/OWS.GHOST-75 has spawned a 'NPC [3066][npc_vj_hlr2b_merkava]'.
[03:10:31	]S10/OWS.GHOST-75 has critically hit npc_vj_hlr2_rebel in the head dealing 29 damage (CritChance was 1.01).
[03:10:45	]S10/OWS.GHOST-75 has spawned a 'NPC [4756][npc_vj_hlr2b_merkava]'.
[03:10:57	]S10/OWS.GHOST-75 has spawned a 'NPC [4740][npc_vj_hlr2b_merkava]'.
[03:11:01	]S10/OWS.GHOST-75 has spawned a 'NPC [4757][npc_vj_hlr2_com_elite]'.
[03:11:14	]S10/OWS.GHOST-75 entered observer.
[03:11:18	]S10/OWS.GHOST-75 has spawned a 'NPC [4772][npc_vj_hlr2_com_sniper]'.
[03:11:22	]S10/OWS.GHOST-75 exited observer at their location.
[03:11:41	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_npc_weapon
[03:11:49	]S10/OWS.GHOST-75 has used a context menu option with the name: vj_pr_npc_allyme
[03:12:03	]S10/OWS.GHOST-75 has spawned a 'NPC [3980][npc_vj_hlr2_rebel_engineer]'.
[03:12:18	]S10/OWS.GHOST-75 has used a context menu option with the name: remove
[03:12:20	]S10/OWS.GHOST-75 has used a context menu option with the name: ignite
[03:12:24	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047503.
[03:12:24	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047506.
[03:12:27	]S10/OWS.GHOST-75 has critically hit npc_vj_hlr2_rebel_engineer in the head dealing 29 damage (CritChance was 1.01).
[03:12:31	]S10/OWS.GHOST-75 entered observer.
[03:12:34	]S10/OWS.GHOST-75 exited observer at their location.
[03:12:41	][OOC] S10/OWS.GHOST-75: taking your sweet time, aren't you luca?
[03:12:42	]S10/OWS.GHOST-75 entered observer.
[03:12:43	]S10/OWS.GHOST-75 exited observer at their location.
[03:12:57	]S10/OWS.GHOST-75 entered observer.
[03:12:58	]S10/OWS.GHOST-75 exited observer at their location.
[03:13:09	]S10/OWS.GHOST-75 has given himself a charm_punished.
[03:13:09	]S10/OWS.GHOST-75 has gained a 'Punished' #2047521.
[03:13:22	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047506.
[03:13:22	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047485.
[03:13:26	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047503)
[03:13:27	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047506)
[03:13:28	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047504)
[03:13:29	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047505)
[03:13:32	]S10/OWS.GHOST-75 ran 'drop' on item 'Punished' (#2047521)
[03:13:32	]S10/OWS.GHOST-75 has lost a 'Punished' #2047521.
[03:13:33	]S10/OWS.GHOST-75 destroyed a 'Punished' #2047521.
[03:13:44	]S10/OWS.GHOST-75 has given himself a funnybugbait.
[03:13:44	]S10/OWS.GHOST-75 has gained a 'Pheropod' #2047522.
[03:13:47	]S10/OWS.GHOST-75 ran 'Equip' on item 'Pheropod' (#2047522)
[03:14:02	]S10/OWS.GHOST-75 ran 'EquipUn' on item 'Pheropod' (#2047522)
[03:14:03	]S10/OWS.GHOST-75 ran 'drop' on item 'Pheropod' (#2047522)
[03:14:03	]S10/OWS.GHOST-75 has lost a 'Pheropod' #2047522.
[03:14:05	]S10/OWS.GHOST-75 destroyed a 'Pheropod' #2047522.
[03:14:20	]S10/OWS.GHOST-75 has spawned a underclass_ration.
[03:14:22	]S10/OWS.GHOST-75 ran 'take' on item 'Underclass Ration' (#2047523)
[03:14:22	]S10/OWS.GHOST-75 has gained a 'Underclass Ration' #2047523.
[03:14:23	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047485.
[03:14:23	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047506.
[03:14:25	]S10/OWS.GHOST-75 ran 'Open' on item 'Underclass Ration' (#2047523)
[03:14:26	]S10/OWS.GHOST-75 has gained a 'Artificial Paste' #2047524.
[03:14:26	]S10/OWS.GHOST-75 has gained a 'Breen's Water' #2047525.
[03:14:27	]S10/OWS.GHOST-75 ran 'Consume' on item 'Artificial Paste' (#2047524)
[03:14:27	]S10/OWS.GHOST-75 has gained a 'Empty Jar' #2047526.
[03:14:28	]S10/OWS.GHOST-75 ran 'Consume' on item 'Breen's Water' (#2047525)
[03:14:28	]S10/OWS.GHOST-75 has gained a 'Empty Breen's Water' #2047527.
[03:14:28	]S10/OWS.GHOST-75 ran 'drop' on item 'Empty Breen's Water' (#2047527)
[03:14:28	]S10/OWS.GHOST-75 has lost a 'Empty Breen's Water' #2047527.
[03:14:29	]S10/OWS.GHOST-75 ran 'drop' on item 'Empty Jar' (#2047526)
[03:14:29	]S10/OWS.GHOST-75 has lost a 'Empty Jar' #2047526.
[03:14:34	]S10/OWS.GHOST-75 has given himself a ration.
[03:14:34	]S10/OWS.GHOST-75 has gained a 'Ration' #2047528.
[03:14:36	]S10/OWS.GHOST-75 ran 'Open' on item 'Ration' (#2047528)
[03:14:36	]S10/OWS.GHOST-75 has gained a 'Artificial Paste' #2047529.
[03:14:36	]S10/OWS.GHOST-75 has gained a 'Breen's Water' #2047530.
[03:14:36	]S10/OWS.GHOST-75 has gained a 'Basic Credits Coupon' #2047531.
[03:14:38	]S10/OWS.GHOST-75 ran 'drop' on item 'Artificial Paste' (#2047529)
[03:14:38	]S10/OWS.GHOST-75 has lost a 'Artificial Paste' #2047529.
[03:14:39	]S10/OWS.GHOST-75 ran 'drop' on item 'Breen's Water' (#2047530)
[03:14:39	]S10/OWS.GHOST-75 has lost a 'Breen's Water' #2047530.
[03:14:40	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047506.
[03:14:40	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047505.
[03:14:43	]S10/OWS.GHOST-75 ran 'drop' on item 'Basic Credits Coupon' (#2047531)
[03:14:43	]S10/OWS.GHOST-75 has lost a 'Basic Credits Coupon' #2047531.
[03:14:44	]S10/OWS.GHOST-75 destroyed a 'Artificial Paste' #2047529.
[03:14:45	]S10/OWS.GHOST-75 destroyed a 'Empty Jar' #2047526.
[03:14:46	]S10/OWS.GHOST-75 destroyed a 'Empty Breen's Water' #2047527.
[03:14:47	]S10/OWS.GHOST-75 destroyed a 'Breen's Water' #2047530.
[03:14:47	]S10/OWS.GHOST-75 destroyed a 'Basic Credits Coupon' #2047531.
[03:14:53	]S10/OWS.GHOST-75 has given himself a improved_ration.
[03:14:53	]S10/OWS.GHOST-75 has gained a 'Improved Ration' #2047532.
[03:14:55	]S10/OWS.GHOST-75 ran 'Open' on item 'Improved Ration' (#2047532)
[03:14:55	]S10/OWS.GHOST-75 has gained a 'Apple' #2047533.
[03:14:55	]S10/OWS.GHOST-75 has gained a 'Watermelon Slice' #2047534.
[03:14:55	]S10/OWS.GHOST-75 has gained a 'Breen's Water' #2047535.
[03:14:55	]S10/OWS.GHOST-75 has gained a 'Basic Credits Coupon' #2047536.
[03:14:56	]S10/OWS.GHOST-75 ran 'Consume' on item 'Apple' (#2047533)
[03:14:57	]S10/OWS.GHOST-75 ran 'Consume' on item 'Watermelon Slice' (#2047534)
[03:14:58	]S10/OWS.GHOST-75 ran 'drop' on item 'Breen's Water' (#2047535)
[03:14:58	]S10/OWS.GHOST-75 has lost a 'Breen's Water' #2047535.
[03:14:58	]S10/OWS.GHOST-75 ran 'drop' on item 'Basic Credits Coupon' (#2047536)
[03:14:58	]S10/OWS.GHOST-75 has lost a 'Basic Credits Coupon' #2047536.
[03:14:59	]S10/OWS.GHOST-75 destroyed a 'Basic Credits Coupon' #2047536.
[03:15:00	]S10/OWS.GHOST-75 destroyed a 'Breen's Water' #2047535.
[03:15:05	]S10/OWS.GHOST-75 has given himself a priority_ration.
[03:15:05	]S10/OWS.GHOST-75 has gained a 'Priority Loyalist Ration' #2047537.
[03:15:06	]S10/OWS.GHOST-75 ran 'Open' on item 'Priority Loyalist Ration' (#2047537)
[03:15:06	]S10/OWS.GHOST-75 has gained a 'Union Choco' #2047538.
[03:15:06	]S10/OWS.GHOST-75 has gained a 'Salmon Steak' #2047539.
[03:15:06	]S10/OWS.GHOST-75 has gained a 'Sparkling Breen's Water' #2047540.
[03:15:06	]S10/OWS.GHOST-75 has gained a 'Priority Credits Coupon' #2047541.
[03:15:10	]S10/OWS.GHOST-75 ran 'Consume' on item 'Salmon Steak' (#2047539)
[03:15:10	]S10/OWS.GHOST-75 has gained a level 5 long boost in Intelligence.
[03:15:10	]S10/OWS.GHOST-75 has gained a level 5 long boost in Perception.
[03:15:10	]S10/OWS.GHOST-75 ran 'Consume' on item 'Union Choco' (#2047538)
[03:15:10	]S10/OWS.GHOST-75 has gained a 'Plastic garbage' #2047542.
[03:15:12	]S10/OWS.GHOST-75 ran 'Consume' on item 'Sparkling Breen's Water' (#2047540)
[03:15:12	]S10/OWS.GHOST-75 has gained a 'Empty Breen's Water' #2047543.
[03:15:13	]S10/OWS.GHOST-75 ran 'drop' on item 'Priority Credits Coupon' (#2047541)
[03:15:13	]S10/OWS.GHOST-75 has lost a 'Priority Credits Coupon' #2047541.
[03:15:13	]S10/OWS.GHOST-75 ran 'drop' on item 'Empty Breen's Water' (#2047543)
[03:15:13	]S10/OWS.GHOST-75 has lost a 'Empty Breen's Water' #2047543.
[03:15:13	]S10/OWS.GHOST-75 ran 'drop' on item 'Plastic garbage' (#2047542)
[03:15:13	]S10/OWS.GHOST-75 has lost a 'Plastic garbage' #2047542.
[03:15:14	]S10/OWS.GHOST-75 destroyed a 'Plastic garbage' #2047542.
[03:15:15	]S10/OWS.GHOST-75 destroyed a 'Priority Credits Coupon' #2047541.
[03:15:16	]S10/OWS.GHOST-75 destroyed a 'Empty Breen's Water' #2047543.
[03:15:16	]Lucaa loaded the character 'C17:RCT.YELLO-10'
[03:15:25	]S10/OWS.GHOST-75 has given himself a loyalist_ration.
[03:15:25	]S10/OWS.GHOST-75 has gained a 'Loyalist Ration' #2047544.
[03:15:26	]S10/OWS.GHOST-75 ran 'Open' on item 'Loyalist Ration' (#2047544)
[03:15:26	]S10/OWS.GHOST-75 has gained a 'Watermelon Slice' #2047545.
[03:15:26	]S10/OWS.GHOST-75 has gained a 'Apple' #2047546.
[03:15:26	]S10/OWS.GHOST-75 has gained a 'Sparkling Breen's Water' #2047547.
[03:15:26	]S10/OWS.GHOST-75 has gained a 'Medium Credits Coupon' #2047548.
[03:15:27	]S10/OWS.GHOST-75 ran 'Consume' on item 'Watermelon Slice' (#2047545)
[03:15:28	]S10/OWS.GHOST-75 ran 'Consume' on item 'Apple' (#2047546)
[03:15:29	]S10/OWS.GHOST-75 ran 'drop' on item 'Sparkling Breen's Water' (#2047547)
[03:15:29	]S10/OWS.GHOST-75 has lost a 'Sparkling Breen's Water' #2047547.
[03:15:30	]S10/OWS.GHOST-75 destroyed a 'Sparkling Breen's Water' #2047547.
[03:15:31	]S10/OWS.GHOST-75 ran 'drop' on item 'Medium Credits Coupon' (#2047548)
[03:15:31	]S10/OWS.GHOST-75 has lost a 'Medium Credits Coupon' #2047548.
[03:15:32	]S10/OWS.GHOST-75 destroyed a 'Medium Credits Coupon' #2047548.
[03:15:47	]S10/OWS.GHOST-75 has given himself a breach.
[03:15:47	]S10/OWS.GHOST-75 has gained a 'Breaching Charge' #2047549.
[03:15:56	]S10/OWS.GHOST-75 ran 'Place' on item 'Breaching Charge' (#2047549)
[03:16:30	][OOC] C17:RCT.YELLO-10: callum
[03:16:30	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047505.
[03:16:30	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047506.
[03:16:33	][OOC] S10/OWS.GHOST-75: hi
[03:16:35	][OOC] C17:RCT.YELLO-10: tp me
[03:16:38	][OOC] S10/OWS.GHOST-75: lost perms again?
[03:16:42	][OOC] C17:RCT.YELLO-10: yuuup..
[03:16:45	][OOC] S10/OWS.GHOST-75: guh
[03:16:56	]S10/OWS.GHOST-75 ran SAM command 'bring' with arguments: 'C17'
[03:16:59	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047506.
[03:16:59	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047504.
[03:17:03	][IC] S10/OWS.GHOST-75: <:: There. ::>
[03:17:20	][IC] S10/OWS.GHOST-75: <:: One, fourteen, three, six, eleven, check. Annnd all clear on Echo-4, your turn, over. ::>
[03:18:14	]S10/OWS.GHOST-75 has spawned a dummy_biolock_sr1.
[03:18:18	]S10/OWS.GHOST-75 ran 'take' on item 'Biolocked Ordinal Rifle' (#2047550)
[03:18:18	]S10/OWS.GHOST-75 has gained a 'Biolocked Ordinal Rifle' #2047550.
[03:18:22	]S10/OWS.GHOST-75 ran 'Unlock' on item 'Biolocked Ordinal Rifle' (#2047550)
[03:18:24	]S10/OWS.GHOST-75 ran 'Unlock' on item 'Biolocked Ordinal Rifle' (#2047550)
[03:18:27	]S10/OWS.GHOST-75 ran 'Unlock' on item 'Biolocked Ordinal Rifle' (#2047550)
[03:18:31	]S10/OWS.GHOST-75 has given himself a dummy_emp.
[03:18:31	]S10/OWS.GHOST-75 has gained a 'Improved EMP Device' #2047551.
[03:18:40	]S10/OWS.GHOST-75 ran 'Unlock' on item 'Biolocked Ordinal Rifle' (#2047550)
[03:18:47	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047505)
[03:18:50	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047505)
[03:18:51	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047485)
[03:19:01	]S10/OWS.GHOST-75 ran 'Unlock' on item 'Biolocked Ordinal Rifle' (#2047550)
[03:19:03	]S10/OWS.GHOST-75 ran 'drop' on item 'Biolocked Ordinal Rifle' (#2047550)
[03:19:03	]S10/OWS.GHOST-75 has lost a 'Biolocked Ordinal Rifle' #2047550.
[03:19:09	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[03:19:11	]env_entity_dissolver destroyed a 'Biolocked Ordinal Rifle' #2047550.
[03:19:11	]S10/OWS.GHOST-75 ran 'drop' on item 'Improved EMP Device' (#2047551)
[03:19:11	]S10/OWS.GHOST-75 has lost a 'Improved EMP Device' #2047551.
[03:19:13	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[03:19:15	]env_entity_dissolver destroyed a 'Improved EMP Device' #2047551.
[03:19:30	]S10/OWS.GHOST-75 has given himself a uniform_valkyrie.
[03:19:30	]S10/OWS.GHOST-75 has gained a 'OTA Valkyrie Uniform' #2047552.
[03:20:01	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047504.
[03:20:01	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047506.
[03:20:04	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047506.
[03:20:04	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047505.
[03:20:18	]Lucaa (STEAM_0:1:460171975) has disconnected (timed out).
[03:20:32	]S10/OWS.GHOST-75 has given himself a lrr_mc.
[03:20:39	]S10/OWS.GHOST-75 ran 'EquipUn' on item 'OSPR2A-EXP' (#2047483)
[03:20:39	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047505.
[03:20:47	]S10/OWS.GHOST-75 has given himself a lrr_mc.
[03:20:51	]S10/OWS.GHOST-75 has spawned a lrr_mc.
[03:20:54	]S10/OWS.GHOST-75 ran 'drop' on item 'Containment Uniform' (#2047498)
[03:20:54	]S10/OWS.GHOST-75 has lost a 'Containment Uniform' #2047498.
[03:20:57	]S10/OWS.GHOST-75 ran 'take' on item 'Multi-Channel Long-Range Radio' (#2047553)
[03:20:57	]S10/OWS.GHOST-75 has gained a 'Multi-Channel Long-Range Radio' #2047553.
[03:21:01	]S10/OWS.GHOST-75 ran 'setRadioOn' on item 'Multi-Channel Long-Range Radio' (#2047553)
[03:21:11	]S10/OWS.GHOST-75 ran 'drop' on item 'Multi-Channel Long-Range Radio' (#2047553)
[03:21:11	]S10/OWS.GHOST-75 has lost a 'Multi-Channel Long-Range Radio' #2047553.
[03:21:17	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[03:21:18	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_make_animatable
[03:21:19	]env_entity_dissolver destroyed a 'Containment Uniform' #2047498.
[03:21:19	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[03:21:22	]S10/OWS.GHOST-75 ran 'Equip' on item 'OSPR2A-EXP' (#2047483)
[03:21:31	]S10/OWS.GHOST-75 used command '/Broadcast You're all gay'.
[03:21:39	]S10/OWS.GHOST-75 used command '/Broadcast end of announcement'.
[03:21:49	]S10/OWS.GHOST-75 used command '/Broadcast haha'.
[03:22:08	]S10/OWS.GHOST-75 has given himself a rappel_gear.
[03:22:08	]S10/OWS.GHOST-75 has gained a 'Rappel Gear' #2047554.
[03:22:11	]S10/OWS.GHOST-75 ran 'Equip' on item 'Rappel Gear' (#2047554)
[03:22:14	]S10/OWS.GHOST-75 ran 'EquipUn' on item 'Stunstick' (#2047376)
[03:22:14	]S10/OWS.GHOST-75 ran 'Equip' on item 'Rappel Gear' (#2047554)
[03:22:16	]S10/OWS.GHOST-75 entered observer.
[03:22:20	]S10/OWS.GHOST-75 exited observer at their location.
[03:22:30	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[03:22:32	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[03:22:35	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[03:23:01	]S10/OWS.GHOST-75 entered observer.
[03:23:03	]S10/OWS.GHOST-75 exited observer at their location.
[03:23:14	]S10/OWS.GHOST-75 entered observer.
[03:23:21	]S10/OWS.GHOST-75 exited observer at their location.
[03:23:22	]S10/OWS.GHOST-75 entered observer.
[03:23:25	]S10/OWS.GHOST-75 exited observer at their location.
[03:23:35	]S10/OWS.GHOST-75 entered observer.
[03:23:50	]S10/OWS.GHOST-75 exited observer at their location.
[03:23:51	]S10/OWS.GHOST-75 entered observer.
[03:23:55	]S10/OWS.GHOST-75 exited observer at their location.
[03:24:05	]S10/OWS.GHOST-75 entered observer.
[03:24:09	]S10/OWS.GHOST-75 exited observer at their location.
[03:24:35	]S10/OWS.GHOST-75 used command '/Datafile ghost-75'.
[03:25:18	]Garratz created the character 'S10:SCN-9'
[03:25:18	]Garratz loaded the character 'S10:SCN-9'
[03:25:50	][IC] S10:SCN-9: Attention please. Access is not permitted. Anti-citizen scavenging will result in immediate capital prosecution.
[03:26:09	]S10:SCN-9 used command '/Broadcast attention'.
[03:26:18	]S10:SCN-9 used command '/Broadcast access restricted'.
[03:26:34	]S10:SCN-9 used command '/Dispatch access restricted'.
[03:27:14	]S10:SCN-9 used command '/Radio 1'.
[03:27:24	]S10:SCN-9 used command '/Dispatch code void'.
[03:27:39	]S10:SCN-9 used command '/Dispatch autonomous judgement'.
[03:27:59	]S10:SCN-9 used command '/Dispatch autonomous judgment'.
[03:29:17	]S10:SCN-9 used command '/Dispatch conspiracy'.
[03:29:21	]S10:SCN-9 used command '/Dispatch Cringe'.
[03:29:24	]S10:SCN-9 used command '/Dispatch Cringe'.
[03:29:41	]S10:SCN-9 used command '/Dispatch mission failure2'.
[03:29:44	]S10:SCN-9 used command '/Dispatch mission failure 2'.
[03:30:07	]Garratz (STEAM_0:1:75592978) has disconnected.
[03:31:36	]Lucaa has connected.
[03:34:59	]Lucaa loaded the character 'C17:RCT.YELLO-10'
[03:35:39	][OOC] C17:RCT.YELLO-10: gaaaaah
[03:37:32	]C17:RCT.YELLO-10 has changed C17:RCT.YELLO-10's bodygroups.
[03:37:47	]C17:RCT.YELLO-10 has changed C17:RCT.YELLO-10's bodygroups.
[03:37:58	]C17:RCT.YELLO-10 has changed C17:RCT.YELLO-10's bodygroups.
[03:38:49	]C17:RCT.YELLO-10 has changed C17:RCT.YELLO-10's bodygroups.
[03:39:18	]Lucaa has unloaded their "C17:RCT.YELLO-10" character.
[03:39:43	]Lucaa created the character 'Lucia Carusso'
[03:39:44	]Lucaa loaded the character 'Lucia Carusso'
[03:39:44	]Lucia Carusso has gained a '#61550's Identity Card' #2047555.
[03:39:44	]Lucia Carusso has gained a 'Combine PDA' #2047556.
[03:40:37	]Lucia Carusso ran 'Equip' on item 'Combine PDA' (#2047556)
[03:41:55	]Lucia Carusso has turned a ration dispenser off.
[03:42:08	]Lucia Carusso has acquired his ration, gaining 0 credits, 200 wages and a ration ration.
[03:42:22	]Lucia Carusso ran 'take' on item 'Ration' (#2047557)
[03:42:22	]Lucia Carusso has gained a 'Ration' #2047557.
[03:42:24	]Lucia Carusso ran 'Open' on item 'Ration' (#2047557)
[03:42:24	]Lucia Carusso has gained a 'Artificial Paste' #2047558.
[03:42:24	]Lucia Carusso has gained a 'Breen's Water' #2047559.
[03:42:24	]Lucia Carusso has gained a 'Basic Credits Coupon' #2047560.
[03:43:46	]Lucaa loaded the character 'Lucia Amerto'
[03:44:29	]Lucaa has unloaded their "Lucia Amerto" character.
[03:44:32	]Lucaa has unloaded their "Lucaa" character.
[03:44:39	]Lucaa loaded the character 'Lucia Amerto'
[03:47:36	]Lucaa (STEAM_0:1:460171975) has disconnected.
[18:16:30	]Chris has connected.
[18:17:25	]Chris loaded the character 'Null Vort test'
[18:17:30	]Null Vort test is fully healed.
[18:19:01	]Chris loaded the character 'VORT STAT TEST 1'
[18:19:06	]VORT STAT TEST 1 is fully healed.
[18:27:31	]VORT STAT TEST 1 has gone afk.
[19:21:01	]VORT STAT TEST 1 is no longer afk. Total time spent AFK: 3505
[19:21:05	]Chris (STEAM_0:0:29180550) has disconnected.
[23:52:17	]Garratz has connected.
[23:54:26	]Garratz loaded the character 'S10/OWS.GHOST-75'
[23:54:53	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047506.
[23:55:21	]S10/OWS.GHOST-75 is fully healed.
[23:57:14	]S10/OWS.GHOST-75 has gained level 1 in the Speed skill.
[23:57:46	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047506.
[23:57:46	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047505.
[23:57:59	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047505.
[23:57:59	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047506.
