[00:00:01	][IC] C24:i3.UNION-41: <:: LOOK AT THIS SHIT. ::>
[00:28:02	]C24:i3.UNION-41 has spawned a 'Weapon [5852][arccw_eft_1911]'.
[00:28:09	]C24:i5.KING-53 used command '/ToggleRaise'.
[00:28:13	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:28:14	][IC] C24:i5.KING-53: <:: Mmm yes error. ::>
[00:28:15	][IC] C24:i3.UNION-41: <:: Wrong one? ::>
[00:28:22	]C24:i3.UNION-41 has fired a toolgun with the name: creator
[00:28:22	]C24:i3.UNION-41 has spawned a 'Weapon [5858][arccw_ur_m1911]'.
[00:28:26	][IC] C24:i3.UNION-41: <:: This one. ::>
[00:28:33	]C24:i5.KING-53 used command '/ToggleRaise'.
[00:28:37	]C24:i3.UNION-41 has spawned a uc_muzzle_brake1.
[00:28:42	]C24:i3.UNION-41 has spawned a ur_1911_slide_m45_custom.
[00:28:46	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:28:47	]C24:i5.KING-53 ran 'take' on item 'M45 MEUSOC 5" Slide w/ Custom Finish' (#2691062)
[00:28:47	]C24:i5.KING-53 has gained a 'M45 MEUSOC 5" Slide w/ Custom Finish' #2691062.
[00:28:48	]C24:i5.KING-53 ran 'take' on item 'Hammerhead Muzzle Brake' (#2691061)
[00:28:48	]C24:i5.KING-53 has gained a 'Hammerhead Muzzle Brake' #2691061.
[00:29:07	][IC] C24:i5.KING-53: <:: Nice. ::>
[00:29:07	]C24:i3.UNION-41 has spawned a ur_1911_grip_snake.
[00:29:09	]C24:i3.UNION-41 has spawned a ur_1911_grip_snake.
[00:29:10	]C24:i3.UNION-41 ran 'take' on item 'M1911 Snake Grip' (#2691064)
[00:29:10	]C24:i3.UNION-41 has gained a 'M1911 Snake Grip' #2691064.
[00:29:14	]C24:i5.KING-53 ran 'take' on item 'M1911 Snake Grip' (#2691063)
[00:29:14	]C24:i5.KING-53 has gained a 'M1911 Snake Grip' #2691063.
[00:29:52	][IC] C24:i3.UNION-41: <:: Sokolov. ::>
[00:30:31	]C24:i3.UNION-41 has spawned a stock_eft_mp153_pistol.
[00:30:33	]C24:i3.UNION-41 ran 'take' on item 'Plastic pistol grip' (#2691065)
[00:30:33	]C24:i3.UNION-41 has gained a 'Plastic pistol grip' #2691065.
[00:30:34	]C24:i3.UNION-41 has spawned a pistolammo.
[00:30:35	][IC] C24:i5.KING-53: <:: Ok now i fr go back to main. ::>
[00:30:35	]C24:i3.UNION-41 has spawned a stock_eft_mp153_pistol.
[00:30:43	][IC] C24:i5.KING-53: <:: We should *actually* play squad sometime. ::>
[00:31:10	][IC] C24:i5.KING-53: <:: Ye? ::>
[00:31:20	][IC] C24:i3.UNION-41: <:: Mhm! ::>
[00:31:25	][IC] C24:i5.KING-53: <:: Ok bye. ::>
[00:31:26	]C24:i3.UNION-41 has spawned a uc_stock_pistol.
[00:31:27	]C24:i3.UNION-41 ran 'take' on item 'FAB Defense Collapsible Tactical Stock' (#2691068)
[00:31:27	]C24:i3.UNION-41 has gained a 'FAB Defense Collapsible Tactical Stock' #2691068.
[00:31:29	]Dej (STEAM_0:1:68827315) has disconnected.
[00:31:51	][IC] C24:i3.UNION-41: <:: If we could mod our guns. ::>
[00:32:15	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:32:27	]C24:i3.UNION-41 has spawned a barrel_usp_match.
[00:32:28	]C24:i3.UNION-41 has spawned a mount_usp_match.
[00:32:28	]C24:i3.UNION-41 has spawned a receiver_usp_match.
[00:32:31	]C24:i3.UNION-41 has spawned a ins2_usp_chrome.
[00:32:32	]C24:i3.UNION-41 ran 'take' on item 'USP Chrome Finish' (#2691072)
[00:32:32	]C24:i3.UNION-41 has gained a 'USP Chrome Finish' #2691072.
[00:32:32	]C24:i3.UNION-41 ran 'take' on item 'USP Match Compensator' (#2691070)
[00:32:32	]C24:i3.UNION-41 has gained a 'USP Match Compensator' #2691070.
[00:32:33	]C24:i3.UNION-41 ran 'take' on item 'USP Match Slide' (#2691071)
[00:32:33	]C24:i3.UNION-41 has gained a 'USP Match Slide' #2691071.
[00:32:34	]C24:i3.UNION-41 ran 'take' on item 'USP Match Barrel' (#2691069)
[00:32:34	]C24:i3.UNION-41 has gained a 'USP Match Barrel' #2691069.
[00:33:37	][IC] C24:i3.UNION-41: <:: I think I prefe revolver. ::>
[00:33:38	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:34:01	]C24:i3.UNION-41 has spawned a ur_329_barrel_m29.
[00:34:03	]C24:i3.UNION-41 ran 'take' on item '6" Model 29 Barrel' (#2691073)
[00:34:03	]C24:i3.UNION-41 has gained a '6" Model 29 Barrel' #2691073.
[00:34:16	]C24:i3.UNION-41 has spawned a ur_329_barrel_master.
[00:34:17	]C24:i3.UNION-41 ran 'take' on item '7" Master Barrel' (#2691074)
[00:34:17	]C24:i3.UNION-41 has gained a '7" Master Barrel' #2691074.
[00:35:09	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:35:27	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:35:30	]C24:i3.UNION-41 ran 'drop' on item 'Urban Charm - Decay' (#2691049)
[00:35:30	]C24:i3.UNION-41 has lost a 'Urban Charm - Decay' #2691049.
[00:35:30	]C24:i3.UNION-41 ran 'drop' on item '7" Master Barrel' (#2691074)
[00:35:30	]C24:i3.UNION-41 has lost a '7" Master Barrel' #2691074.
[00:35:30	]C24:i3.UNION-41 ran 'drop' on item 'Folded Stock' (#2691044)
[00:35:30	]C24:i3.UNION-41 has lost a 'Folded Stock' #2691044.
[00:35:30	]C24:i3.UNION-41 ran 'drop' on item '6" Model 29 Barrel' (#2691073)
[00:35:30	]C24:i3.UNION-41 has lost a '6" Model 29 Barrel' #2691073.
[00:35:31	]C24:i3.UNION-41 ran 'drop' on item 'Folded Stock' (#2691045)
[00:35:31	]C24:i3.UNION-41 has lost a 'Folded Stock' #2691045.
[00:35:31	]C24:i3.UNION-41 ran 'drop' on item 'USP Match Barrel' (#2691069)
[00:35:31	]C24:i3.UNION-41 has lost a 'USP Match Barrel' #2691069.
[00:35:31	]C24:i3.UNION-41 ran 'drop' on item 'Homeboy' (#2691056)
[00:35:31	]C24:i3.UNION-41 has lost a 'Homeboy' #2691056.
[00:35:31	]C24:i3.UNION-41 ran 'drop' on item 'M1911 Snake Grip' (#2691064)
[00:35:31	]C24:i3.UNION-41 has lost a 'M1911 Snake Grip' #2691064.
[00:35:32	]C24:i3.UNION-41 ran 'drop' on item 'USP Match Slide' (#2691071)
[00:35:32	]C24:i3.UNION-41 has lost a 'USP Match Slide' #2691071.
[00:35:32	]C24:i3.UNION-41 ran 'drop' on item 'M45 MEUSOC 5" Slide w/ Custom Finish' (#2691059)
[00:35:32	]C24:i3.UNION-41 has lost a 'M45 MEUSOC 5" Slide w/ Custom Finish' #2691059.
[00:35:32	]C24:i3.UNION-41 ran 'drop' on item 'USP Chrome Finish' (#2691072)
[00:35:32	]C24:i3.UNION-41 has lost a 'USP Chrome Finish' #2691072.
[00:35:32	]C24:i3.UNION-41 ran 'drop' on item 'Folded Stock' (#2691043)
[00:35:32	]C24:i3.UNION-41 has lost a 'Folded Stock' #2691043.
[00:35:32	]C24:i3.UNION-41 ran 'drop' on item 'Trijicon RMR' (#2691029)
[00:35:32	]C24:i3.UNION-41 has lost a 'Trijicon RMR' #2691029.
[00:35:33	]C24:i3.UNION-41 ran 'drop' on item 'EOTech 553 (HOLO)' (#2691025)
[00:35:33	]C24:i3.UNION-41 has lost a 'EOTech 553 (HOLO)' #2691025.
[00:35:33	]C24:i3.UNION-41 ran 'drop' on item 'M45 MEUSOC 5" Slide' (#2691058)
[00:35:33	]C24:i3.UNION-41 has lost a 'M45 MEUSOC 5" Slide' #2691058.
[00:35:33	]C24:i3.UNION-41 ran 'drop' on item 'Plastic pistol grip' (#2691065)
[00:35:33	]C24:i3.UNION-41 has lost a 'Plastic pistol grip' #2691065.
[00:35:33	]C24:i3.UNION-41 ran 'drop' on item 'USP Match Compensator' (#2691070)
[00:35:33	]C24:i3.UNION-41 has lost a 'USP Match Compensator' #2691070.
[00:35:33	]C24:i3.UNION-41 ran 'drop' on item 'Hammerhead Muzzle Brake' (#2691060)
[00:35:33	]C24:i3.UNION-41 has lost a 'Hammerhead Muzzle Brake' #2691060.
[00:35:34	]C24:i3.UNION-41 ran 'drop' on item 'Suppressor's Spirit' (#2691057)
[00:35:34	]C24:i3.UNION-41 has lost a 'Suppressor's Spirit' #2691057.
[00:35:34	]C24:i3.UNION-41 ran 'drop' on item 'FAB Defense Collapsible Tactical Stock' (#2691068)
[00:35:34	]C24:i3.UNION-41 has lost a 'FAB Defense Collapsible Tactical Stock' #2691068.
[00:35:57	]C24:i3.UNION-41 has spawned a uc_optic_elcan.
[00:35:58	]C24:i3.UNION-41 ran 'take' on item 'ELCAN C79 (2.5x)' (#2691075)
[00:35:58	]C24:i3.UNION-41 has gained a 'ELCAN C79 (2.5x)' #2691075.
[00:38:29	]C24:i3.UNION-41 has spawned a ud_m16_charm_ch.
[00:38:30	]C24:i3.UNION-41 ran 'take' on item 'Modern Rail Mount' (#2691076)
[00:38:30	]C24:i3.UNION-41 has gained a 'Modern Rail Mount' #2691076.
[00:39:12	]C24:i3.UNION-41 has spawned a ud_m16_receiver_fpw.
[00:39:13	]C24:i3.UNION-41 ran 'take' on item 'M231 FPW Receiver Package' (#2691077)
[00:39:13	]C24:i3.UNION-41 has gained a 'M231 FPW Receiver Package' #2691077.
[00:40:16	]Taliazure (STEAM_0:1:67985352) has disconnected.
