[21:03:09	]Fedora has connected.
[21:19:17	]C24:RL.XRAY-74 has hit C24: i2.MCNULTY-19 in the chest dealing 9 damage (CritChance was 0.36).
[21:19:17	]C24: i2.MCNULTY-19 was knocked unconscious and is bleeding out.
[21:19:17	]Anders Stauning has given himself a torso_green_kevlar_t2.
[21:19:18	]Anders Stauning has gained a 'Medium Kevlar Uniform' #2687876.
[21:19:18	]Pavel Artyomov has gained 0 chips.
[21:19:19	]Tamara Lahtizer ran 'EquipUn' on item 'Spas-12' (#2687866)
[21:19:19	]C17:RCT.YELLO-76 ran 'take' on item 'Mini-14' (#2687822)
[21:19:19	]C17:RCT.YELLO-76 has gained a 'Mini-14' #2687822.
[21:19:20	]Anders Stauning has given himself a legs_blue_padded_pants.
[21:19:20	]Anders Stauning has gained a 'Blue Padded Pants' #2687877.
[21:19:21	]Tamara Lahtizer used the 'John Doe' vendor.
[21:19:21	][IC] C24:RL.XRAY-74: <:: Yeah thats way better. ::>
[21:19:21	]C24:RL.XRAY-74 used command '/ToggleRaise'.
[21:19:22	]C24: i2.MCNULTY-19 ran SAM command 'sethp' with arguments: '*' '100'
[21:19:22	][IC] C24:RCT.YELLO-11: <:: Das crazy. ::>
[21:19:22	]Fedora ran SAM command 'bring' with arguments: '76'
[21:19:22	]Tamara Lahtizer has gained 0 chips.
[21:19:23	]Pavel Artyomov has gained 0 chips.
[21:19:23	]Pavel Artyomov has gained a 'Overwatch Tactical Rifle' #2687878.
[21:19:24	]C24: i2.MCNULTY-19 is no longer unconscious from critical wounds.
[21:19:24	]C24: i2.MCNULTY-19 is fully healed.
[21:19:24	]C24: i2.MCNULTY-19 ran SAM command 'setarmor' with arguments: '*' '50'
[21:19:25	][OOC] C24:RL.GOMEZ-99: i come ot test guns
[21:19:25	]Pavel Artyomov ran 'Equip' on item 'Overwatch Tactical Rifle' (#2687878)
[21:19:26	]Pavel Artyomov used command '/ToggleRaise'.
[21:19:26	]C17:RCT.YELLO-76 has changed C17:RCT.YELLO-76's bodygroups.
[21:19:28	][IC] C24:RL.XRAY-74: <:: It did like 30 dmg on main. ::>
[21:19:28	]C24: i2.MCNULTY-19 used command '/CharStopBleedout MCN'.
[21:19:29	]C24:RL.GOMEZ-99 ran 'Equip' on item 'Helsing Bolt Rifle' (#2687800)
[21:19:29	]Pavel Artyomov ran 'EquipUn' on item 'Overwatch Tactical Rifle' (#2687878)
[21:19:29	]C24:RL.GOMEZ-99 ran 'Equip' on item 'Popper' (#2687768)
[21:19:30	][OOC] C24:RL.XRAY-74: helo gomez
[21:19:30	][OOC] Fedora: hello
[21:19:30	]C24:RL.GOMEZ-99 used command '/ToggleRaise'.
[21:19:31	][OOC] Anders Stauning: hi :3
[21:19:32	][OOC] C24:RCT.YELLO-11: omg me too!!!
[21:19:32	]Pavel Artyomov used the 'John Doe' vendor.
[21:19:34	]C24:RL.XRAY-74 used command '/ToggleRaise'.
[21:19:34	]C24:RL.GOMEZ-99 has hit C17:RCT.YELLO-76 in the head dealing 41 damage (CritChance was 0.04).
[21:19:34	]C17:RCT.YELLO-76 has taken 41 damage from C24:RL.GOMEZ-99.
[21:19:34	]Pavel Artyomov has gained 0 chips.
[21:19:35	]C24:RL.GOMEZ-99 has hit C17:RCT.YELLO-76 in the head dealing 41 damage (CritChance was 0.04).
[21:19:35	]C17:RCT.YELLO-76 has taken 41 damage from C24:RL.GOMEZ-99.
[21:19:35	]C24:RL.GOMEZ-99 has critically hit C17:RCT.YELLO-76 in the head dealing 80 damage (CritChance was 0.14).
[21:19:35	]C17:RCT.YELLO-76 was knocked unconscious and is bleeding out.
[21:19:36	]C24:RL.GOMEZ-99 has hit C24: i2.MCNULTY-19 in the chest dealing 35 damage (CritChance was 0.11).
[21:19:36	]C24: i2.MCNULTY-19 has taken 35 damage from C24:RL.GOMEZ-99.
[21:19:36	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the chest dealing 9 damage (CritChance was 0.13).
[21:19:36	]C24:RL.GOMEZ-99 has taken 9 damage from C24:RL.XRAY-74.
[21:19:36	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the left arm dealing 5 damage (CritChance was 0.13).
[21:19:36	]C24:RL.GOMEZ-99 has taken 5 damage from C24:RL.XRAY-74.
[21:19:36	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.04).
[21:19:36	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:19:36	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the right arm dealing 5 damage (CritChance was 0.13).
[21:19:36	]C24:RL.GOMEZ-99 has taken 5 damage from C24:RL.XRAY-74.
[21:19:36	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.04).
[21:19:36	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:19:36	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.04).
[21:19:36	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:19:36	]C24:RL.XRAY-74 has critically hit C24:RL.GOMEZ-99 in the chest dealing 16 damage (CritChance was 0.36).
[21:19:36	]C24:RL.GOMEZ-99 has taken 16 damage from C24:RL.XRAY-74.
[21:19:36	]C24:RL.XRAY-74 has critically hit C24:RL.GOMEZ-99 in the left arm dealing 8 damage (CritChance was 0.36).
[21:19:36	]C24:RL.GOMEZ-99 has taken 8 damage from C24:RL.XRAY-74.
[21:19:36	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.12).
[21:19:36	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:19:36	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.12).
[21:19:36	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:19:36	]C24:RL.GOMEZ-99 has hit C24: i2.MCNULTY-19 in the head dealing 41 damage (CritChance was 0.04).
[21:19:36	]C24: i2.MCNULTY-19 has taken 41 damage from C24:RL.GOMEZ-99.
[21:19:37	]C24:RL.XRAY-74 has critically hit C24:RL.GOMEZ-99 in the chest dealing 16 damage (CritChance was 0.36).
[21:19:37	]C24:RL.GOMEZ-99 has taken 16 damage from C24:RL.XRAY-74.
[21:19:37	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the chest dealing 9 damage (CritChance was 0.36).
[21:19:37	]C24:RL.GOMEZ-99 has taken 9 damage from C24:RL.XRAY-74.
[21:19:37	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the chest dealing 9 damage (CritChance was 0.36).
[21:19:37	]C24:RL.GOMEZ-99 has taken 9 damage from C24:RL.XRAY-74.
[21:19:37	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the chest dealing 9 damage (CritChance was 0.36).
[21:19:37	]C24:RL.GOMEZ-99 has taken 9 damage from C24:RL.XRAY-74.
[21:19:37	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the chest dealing 9 damage (CritChance was 0.36).
[21:19:37	]C24:RL.GOMEZ-99 was knocked unconscious and is bleeding out.
[21:19:37	][OOC] Anders Stauning: HOKI, REBEL TIME
[21:19:37	][IC] C24:RCT.YELLO-11: <:: Woah.. ::>
[21:19:39	]C24: i2.MCNULTY-19 ran SAM command 'sethp' with arguments: '*' '100'
[21:19:41	]C24: i2.MCNULTY-19 ran SAM command 'setarmor' with arguments: '*' '50'
[21:19:41	][IC] C17:RCT.YELLO-76: <:: I BLAME ULTIMA. ::>
[21:19:42	]NanCi-  なんしい loaded the character 'Hank J. Wimleton'
[21:19:42	][OOC] C24:RL.GOMEZ-99: OK!
[21:19:42	]C24:RL.XRAY-74 entered observer.
[21:19:42	]Pavel Artyomov has gained 0 chips.
[21:19:42	]Pavel Artyomov has gained a 'Bastard Submachine Gun' #2687879.
[21:19:43	]C24:RL.GOMEZ-99 is no longer unconscious from critical wounds.
[21:19:44	]C24: i2.MCNULTY-19 is fully healed.
[21:19:44	]C17:RCT.YELLO-76 is no longer unconscious from critical wounds.
[21:19:44	]C17:RCT.YELLO-76 is fully healed.
[21:19:44	]C24: i2.MCNULTY-19 used command '/CharStopBleedout C24'.
[21:19:44	]C24:RL.XRAY-74 exited observer at their location.
[21:19:45	]Pavel Artyomov ran 'Equip' on item 'Bastard Submachine Gun' (#2687879)
[21:19:46	]C24:RL.XRAY-74 entered observer.
[21:19:46	]Anders Stauning ran 'Equip' on item 'AKM' (#2687875)
[21:19:49	]C24: i2.MCNULTY-19 used command '/CharStopBleedout C17'.
[21:19:49	][IC] C24:RL.GOMEZ-99: <:: Help! ::>
[21:19:50	]C24:RL.XRAY-74 exited observer at their location.
[21:19:50	]Fedora ran SAM command 'bring' with arguments: 'hank'
[21:19:51	][OOC] Hank J. Wimleton: the king of pvp has joined
[21:19:52	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the head dealing 11 damage (CritChance was 0.04).
[21:19:52	]C17:RCT.YELLO-76 has taken 11 damage from C24:RL.XRAY-74.
[21:19:52	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the head dealing 11 damage (CritChance was 0.04).
[21:19:52	]C17:RCT.YELLO-76 has taken 11 damage from C24:RL.XRAY-74.
[21:19:52	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the head dealing 11 damage (CritChance was 0.04).
[21:19:52	]C17:RCT.YELLO-76 has taken 11 damage from C24:RL.XRAY-74.
[21:19:52	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the head dealing 11 damage (CritChance was 0.04).
[21:19:52	]C17:RCT.YELLO-76 has taken 11 damage from C24:RL.XRAY-74.
[21:19:52	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the head dealing 11 damage (CritChance was 0.04).
[21:19:52	]C17:RCT.YELLO-76 has taken 11 damage from C24:RL.XRAY-74.
[21:19:52	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the head dealing 11 damage (CritChance was 0.12).
[21:19:52	]C17:RCT.YELLO-76 has taken 11 damage from C24:RL.XRAY-74.
[21:19:52	][IC] C24:RCT.YELLO-11: <:: No!!! Dont go!!! ::>
[21:19:52	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the left arm dealing 5 damage (CritChance was 0.36).
[21:19:52	]C17:RCT.YELLO-76 has taken 5 damage from C24:RL.XRAY-74.
[21:19:52	]C24:RL.XRAY-74 has critically hit C17:RCT.YELLO-76 in the chest dealing 16 damage (CritChance was 0.36).
[21:19:52	]C17:RCT.YELLO-76 has taken 16 damage from C24:RL.XRAY-74.
[21:19:52	]C24:RL.XRAY-74 has critically hit C17:RCT.YELLO-76 in the chest dealing 16 damage (CritChance was 0.36).
[21:19:52	]C17:RCT.YELLO-76 has taken 16 damage from C24:RL.XRAY-74.
[21:19:53	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the head dealing 11 damage (CritChance was 0.12).
[21:19:53	]C17:RCT.YELLO-76 has taken 11 damage from C24:RL.XRAY-74.
[21:19:53	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the right arm dealing 5 damage (CritChance was 0.36).
[21:19:53	]C17:RCT.YELLO-76 has taken 5 damage from C24:RL.XRAY-74.
[21:19:53	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the right arm dealing 5 damage (CritChance was 0.36).
[21:19:53	]C17:RCT.YELLO-76 has taken 5 damage from C24:RL.XRAY-74.
[21:19:53	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the right arm dealing 5 damage (CritChance was 0.36).
[21:19:53	]C17:RCT.YELLO-76 has taken 5 damage from C24:RL.XRAY-74.
[21:19:53	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the right arm dealing 5 damage (CritChance was 0.36).
[21:19:53	]C17:RCT.YELLO-76 has taken 5 damage from C24:RL.XRAY-74.
[21:19:53	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the right arm dealing 5 damage (CritChance was 0.36).
[21:19:53	]C17:RCT.YELLO-76 has taken 5 damage from C24:RL.XRAY-74.
[21:19:53	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the right arm dealing 5 damage (CritChance was 0.36).
[21:19:53	]C17:RCT.YELLO-76 has taken 5 damage from C24:RL.XRAY-74.
[21:19:53	]C24:RL.XRAY-74 has hit C17:RCT.YELLO-76 in the right arm dealing 5 damage (CritChance was 0.36).
[21:19:53	]C17:RCT.YELLO-76 was knocked unconscious and is bleeding out.
[21:19:55	]C24: i2.MCNULTY-19 used command '/CharStopBleedout Gomez'.
[21:19:55	]Fedora used command '/PrintStaffList'.
[21:19:56	]Greece#1 has connected.
[21:19:56	][OOC] Tamara Lahtizer: Fedora, where is my P90.. *And not that Mattock wannabe P90 in the trader*
[21:19:57	]C24:RL.XRAY-74 ran SAM command 'respawn' with arguments: '76'
[21:19:58	]Hank J. Wimleton ran 'Repair' on item 'Medium Kevlar Uniform' (#2686932)
[21:19:58	]C24: i2.MCNULTY-19 entered observer.
[21:19:59	]C17:RCT.YELLO-76 is fully healed.
[21:19:59	][OOC] Pavel Artyomov: Oh hell yeah the Bastard SMG is back!
[21:20:00	][IC] C17:RCT.YELLO-76: <:: U suck. ::>
[21:20:00	]Pavel Artyomov used command '/ToggleRaise'.
[21:20:00	]C24: i2.MCNULTY-19 exited observer at their location.
[21:20:01	]C24: i2.MCNULTY-19 has hit C24:RL.XRAY-74 in the head dealing 15 damage (CritChance was 0.03).
[21:20:01	]C24:RL.XRAY-74 has taken 15 damage from C24: i2.MCNULTY-19.
[21:20:01	]C24: i2.MCNULTY-19 has hit C24:RL.XRAY-74 in the head dealing 15 damage (CritChance was 0.03).
[21:20:01	]C24:RL.XRAY-74 has taken 15 damage from C24: i2.MCNULTY-19.
[21:20:01	]C24: i2.MCNULTY-19 has hit C24:RL.XRAY-74 in the head dealing 15 damage (CritChance was 0.03).
[21:20:01	]C24:RL.XRAY-74 has taken 15 damage from C24: i2.MCNULTY-19.
[21:20:01	]C24: i2.MCNULTY-19 has hit C24:RL.XRAY-74 in the head dealing 15 damage (CritChance was 0.03).
[21:20:01	]C24:RL.XRAY-74 has taken 15 damage from C24: i2.MCNULTY-19.
[21:20:01	]C24: i2.MCNULTY-19 has hit C24:RL.XRAY-74 in the head dealing 15 damage (CritChance was 0.14).
[21:20:01	]C24:RL.XRAY-74 has taken 15 damage from C24: i2.MCNULTY-19.
[21:20:01	]C24: i2.MCNULTY-19 has hit C24:RL.XRAY-74 in the head dealing 15 damage (CritChance was 0.14).
[21:20:01	]C24:RL.XRAY-74 has taken 15 damage from C24: i2.MCNULTY-19.
[21:20:01	]C24: i2.MCNULTY-19 has hit C24:RL.XRAY-74 in the head dealing 15 damage (CritChance was 0.14).
[21:20:01	]C24:RL.XRAY-74 has taken 15 damage from C24: i2.MCNULTY-19.
[21:20:01	]C24: i2.MCNULTY-19 has critically hit C24:RL.XRAY-74 in the head dealing 30 damage (CritChance was 0.14).
[21:20:01	]C24:RL.XRAY-74 has taken 30 damage from C24: i2.MCNULTY-19.
[21:20:01	]C24: i2.MCNULTY-19 has hit C24:RL.XRAY-74 in the head dealing 15 damage (CritChance was 0.14).
[21:20:01	]C24:RL.XRAY-74 was knocked unconscious and is bleeding out.
[21:20:02	][IC] C24:RL.XRAY-74: <:: I was fixing you. ::>
[21:20:03	][OOC] C24:RL.GOMEZ-99: who do i choose... rebellion or combinion
[21:20:03	]C24:RL.XRAY-74 ran SAM command 'respawn' with arguments: '^'
[21:20:04	][OOC] Fedora: there is NO p90...
[21:20:04	][IC] C17:RCT.YELLO-76: <:: Haha. ::>
[21:20:06	][OOC] Hank J. Wimleton: what gun are we taking?
[21:20:06	]C24:RL.XRAY-74 is fully healed.
[21:20:08	]Hank J. Wimleton ran 'EquipUn' on item 'Model 329PD' (#2687774)
[21:20:09	]Hank J. Wimleton ran 'drop' on item 'Model 329PD' (#2687774)
[21:20:09	]Hank J. Wimleton has lost a 'Model 329PD' #2687774.
[21:20:09	]C24:RL.XRAY-74 used command '/ToggleRaise'.
[21:20:11	]C24:RL.GOMEZ-99 used command '/ToggleRaise'.
[21:20:11	]Hank J. Wimleton destroyed a 'Model 329PD' #2687774.
[21:20:11	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'MP7A1' (#2687856)
[21:20:11	]deadnoise12 has connected.
[21:20:12	]C24: i2.MCNULTY-19 ran 'Equip' on item 'MP7A1' (#2687856)
[21:20:12	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'MP7A1' (#2687856)
[21:20:13	]C24: i2.MCNULTY-19 ran 'Equip' on item 'MP7A1' (#2687856)
[21:20:14	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'MP7A1' (#2687856)
[21:20:14	]C24:RL.GOMEZ-99 used the 'John Doe' vendor.
[21:20:14	]C24: i2.MCNULTY-19 ran 'Equip' on item 'MP7A1' (#2687856)
[21:20:15	]Hank J. Wimleton used the 'John Doe' vendor.
[21:20:15	]Anders Stauning has given himself a frag_grenade.
[21:20:15	]Anders Stauning has gained a 'Frag Grenade' #2687880.
[21:20:15	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'MP7A1' (#2687856)
[21:20:15	][OOC] Tamara Lahtizer: ThEn AdD tHe P90!
[21:20:15	]Pavel Artyomov used command '/ToggleRaise'.
[21:20:15	]Fedora ran SAM command 'goto' with arguments: 'ander'
[21:20:15	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.04).
[21:20:15	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:20:15	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.04).
[21:20:15	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:20:15	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.04).
[21:20:15	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:20:15	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.04).
[21:20:15	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:20:15	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.04).
[21:20:15	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:20:15	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.12).
[21:20:15	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:20:15	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.12).
[21:20:15	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:20:15	]C24:RL.XRAY-74 has critically hit C24:RL.GOMEZ-99 in the head dealing 22 damage (CritChance was 0.12).
[21:20:15	]C24:RL.GOMEZ-99 has taken 22 damage from C24:RL.XRAY-74.
[21:20:16	]Anders Stauning has given himself a frag_grenade.
[21:20:16	]Anders Stauning has gained a 'Frag Grenade' #2687881.
[21:20:16	]C24: i2.MCNULTY-19 ran 'Equip' on item 'MP7A1' (#2687856)
[21:20:17	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.12).
[21:20:17	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:20:17	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.12).
[21:20:17	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:20:17	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.12).
[21:20:17	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:20:17	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.12).
[21:20:17	]C24:RL.GOMEZ-99 has taken 11 damage from C24:RL.XRAY-74.
[21:20:17	]C24:RL.XRAY-74 has hit C24:RL.GOMEZ-99 in the head dealing 11 damage (CritChance was 0.12).
[21:20:17	]C24:RL.GOMEZ-99 was knocked unconscious and is bleeding out.
[21:20:17	][IC] C17:RCT.YELLO-76: <:: Ultima failed the rappel on main just saying... ::>
[21:20:18	]Fedora exited observer at their location.
[21:20:19	]C24: i2.MCNULTY-19 entered observer.
[21:20:19	]C24: i2.MCNULTY-19 exited observer at their location.
[21:20:19	]C24:RL.XRAY-74 ran SAM command 'respawn' with arguments: 'gomez'
[21:20:20	][IC] Fedora: Come.
[21:20:20	]Hank J. Wimleton has gained 0 chips.
[21:20:20	]Hank J. Wimleton has gained a 'Suppressor Light Machinegun' #2687882.
[21:20:20	]Fedora entered observer.
[21:20:20	][IC] C24:RL.GOMEZ-99: <:: Stop. ::>
[21:20:21	][IC] C17:RCT.YELLO-76: <:: He fell off a railing,.,. ::>
[21:20:21	]Anders Stauning entered observer.
[21:20:22	]Pavel Artyomov used the 'John Doe' vendor.
[21:20:22	]C24:RL.GOMEZ-99 ran 'Equip' on item 'Duplet' (#2687795)
[21:20:24	][IC] C24:RL.XRAY-74: <:: Ive never done that. ::>
[21:20:24	]Hank J. Wimleton ran 'Equip' on item 'Suppressor Light Machinegun' (#2687882)
[21:20:25	]Hank J. Wimleton used command '/ToggleRaise'.
[21:20:26	]Tamara Lahtizer used the 'John Doe' vendor.
[21:20:27	]C24:RL.GOMEZ-99 ran 'drop' on item 'Helsing Bolt Rifle' (#2687800)
[21:20:27	]C24:RL.GOMEZ-99 has lost a 'Helsing Bolt Rifle' #2687800.
[21:20:27	]C24:RL.GOMEZ-99 ran 'drop' on item 'Popper' (#2687768)
[21:20:27	]C24:RL.GOMEZ-99 has lost a 'Popper' #2687768.
[21:20:28	][IC] C17:RCT.YELLO-76: <:: I SAW IT. ::>
[21:20:28	]C24:RL.GOMEZ-99 ran 'drop' on item 'Duplet' (#2687795)
[21:20:28	]C24:RL.GOMEZ-99 has lost a 'Duplet' #2687795.
[21:20:29	][IC] C24:RCT.YELLO-11: <:: Pluh. ::>
[21:20:31	][IC] C17:RCT.YELLO-76: <:: With my own two eyes! ::>
[21:20:32	]Hank J. Wimleton is fully healed.
[21:20:33	]Pavel Artyomov used the 'John Doe' vendor.
[21:20:34	][IC] C17:RCT.YELLO-76: <:: Help! ::>
[21:20:35	]Anders Stauning exited observer at their location.
[21:20:36	]Tamara Lahtizer used the 'John Doe' vendor.
[21:20:36	]Anders Stauning entered observer.
[21:20:39	]Anders Stauning exited observer at their location.
[21:20:40	]C24:RL.XRAY-74 used command '/ToggleRaise'.
[21:20:40	]Hank J. Wimleton ran 'EquipUn' on item 'Suppressor Light Machinegun' (#2687882)
[21:20:41	]Hank J. Wimleton ran 'drop' on item 'Suppressor Light Machinegun' (#2687882)
[21:20:41	]Hank J. Wimleton has lost a 'Suppressor Light Machinegun' #2687882.
[21:20:43	]Pavel Artyomov ran 'EquipUn' on item 'Bastard Submachine Gun' (#2687879)
[21:20:44	]Pavel Artyomov used the 'John Doe' vendor.
[21:20:45	]Hank J. Wimleton destroyed a 'Suppressor Light Machinegun' #2687882.
[21:20:46	]Pavel Artyomov has gained 0 chips.
[21:20:46	][IC] Hank J. Wimleton: Broski.
[21:20:46	]Tamara Lahtizer has gained 0 chips.
[21:20:46	]Tamara Lahtizer has gained a 'M1014' #2687883.
[21:20:49	][IC] Hank J. Wimleton: What guns are we takin.
[21:20:50	]C24:RCT.YELLO-11 ran 'take' on item 'Makeshift AK' (#2687789)
[21:20:50	]C24:RCT.YELLO-11 has gained a 'Makeshift AK' #2687789.
[21:20:50	]Tamara Lahtizer used the 'John Doe' vendor.
[21:20:51	]Hank J. Wimleton used the 'John Doe' vendor.
[21:20:51	]C24:RL.GOMEZ-99 has changed C24:RL.GOMEZ-99's bodygroups.
[21:20:53	]Tamara Lahtizer has gained 0 chips.
[21:20:53	]Pavel Artyomov has gained 0 chips.
[21:20:53	]Pavel Artyomov has gained a 'Popper' #2687884.
[21:20:54	]Tamara Lahtizer has gained 0 chips.
[21:20:54	]Tamara Lahtizer has gained a 'M16A2' #2687885.
[21:20:55	]Hank J. Wimleton has gained 0 chips.
[21:20:55	]Hank J. Wimleton has gained a 'M1014' #2687886.
[21:20:55	]Pavel Artyomov used command '/ToggleRaise'.
